ID,Perfil,Nome,Posição,Idade,Valor de Mercado,Nacionalidade,URL Clube Antigo,Clube Antigo,URL Liga Antiga,Liga Antiga,URL Clube Novo,Clube Novo,URL Liga Nova,Liga Nova,Valor Transferência,Ano da Tranferência
53743,/paulo-baier/profil/spieler/53743,Paulo Baier,Attacking Midfield,40,300000.0,Brazil,/ypiranga-futebol-clube-rs-/startseite/verein/16869/saison_id/2014,Ypiranga-RS,/campeonato-gaucho/transfers/wettbewerb/BRRS/saison_id/2014,Campeonato Gaúcho,/esporte-clube-juventude/startseite/verein/10492/saison_id/2014,Juventude,/campeonato-gaucho/transfers/wettbewerb/BRRS/saison_id/2014,Campeonato Gaúcho,0.0,2014
53809,/denni/profil/spieler/53809,Denni,Attacking Midfield,32,300000.0,Brazil,/valletta-fc/startseite/verein/6335/saison_id/2014,Valletta,/premier-league/transfers/wettbewerb/MAL1/saison_id/2014,Premier League,/al-muharraq-sc/startseite/verein/8546/saison_id/2014,Al-Muharraq,,Bahrain,0.0,2014
54979,/daniel-sobralense/profil/spieler/54979,Daniel Sobralense,Attacking Midfield,31,300000.0,Brazil,/ifk-goteborg/startseite/verein/801/saison_id/2014,IFK Göteborg,/allsvenskan/transfers/wettbewerb/SE1/saison_id/2014,Allsvenskan,/fortaleza-esporte-clube/startseite/verein/10870/saison_id/2014,Fortaleza,,Brazil,0.0,2014
56653,/deyvid-sacconi/profil/spieler/56653,Deyvid Sacconi,Attacking Midfield,27,300000.0,Brazil,/abc-futebol-clube-rn-/startseite/verein/7209/saison_id/2014,ABC FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,/clube-atletico-sorocaba-sp-/startseite/verein/8422/saison_id/2014,Atl. Sorocaba,,Brazil,0.0,2014
56653,/deyvid-sacconi/profil/spieler/56653,Deyvid Sacconi,Attacking Midfield,28,300000.0,Brazil,/clube-atletico-sorocaba-sp-/startseite/verein/8422/saison_id/2014,Atl. Sorocaba,,Brazil,/luverdense-esporte-clube-mt-/startseite/verein/21599/saison_id/2014,Luverdense,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,0.0,2014
59868,/diogo-melo/profil/spieler/59868,Diogo Melo,Defensive Midfield,30,300000.0,Brazil,/portimonense-sc/startseite/verein/7378/saison_id/2014,Portimonense,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2014,Liga Portugal 2,/sc-olhanense/startseite/verein/4750/saison_id/2014,Olhanense,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2014,Liga Portugal 2,0.0,2014
70831,/elias/profil/spieler/70831,Elías,Defensive Midfield,31,300000.0,Brazil,/chongqing-liangjiang-athletic/startseite/verein/1326/saison_id/2014,CQ Lifan,/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2014,Super League,/al-fateh/startseite/verein/27221/saison_id/2014,Al-Fateh,/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2014,Saudi Pro League,0.0,2014
85652,/tarcisio/profil/spieler/85652,Tarcísio,Central Midfield,28,300000.0,Brazil,/moreirense-fc/startseite/verein/979/saison_id/2014,Moreirense,/liga-nos/transfers/wettbewerb/PO1/saison_id/2014,Liga NOS,/gd-chaves/startseite/verein/3325/saison_id/2014,Chaves,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2014,Liga Portugal 2,0.0,2014
97507,/camacho/profil/spieler/97507,Camacho,Central Midfield,25,300000.0,Brazil,/guaratingueta-futebol-ltda-sp-/startseite/verein/15064/saison_id/2014,Guaratinguetá,,Brazil,/botafogo-rio-de-janeiro/startseite/verein/537/saison_id/2014,Botafogo,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,0.0,2014
97507,/camacho/profil/spieler/97507,Camacho,Central Midfield,24,300000.0,Brazil,/flamengo-rio-de-janeiro/startseite/verein/614/saison_id/2014,Flamengo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2014,Série A,/guaratingueta-futebol-ltda-sp-/startseite/verein/15064/saison_id/2014,Guaratinguetá,,Brazil,0.0,2014
99557,/kleiton-domingues/profil/spieler/99557,Kleiton Domingues,Attacking Midfield,26,300000.0,Brazil,/tokushima-vortis/startseite/verein/17832/saison_id/2014,Tokushima Vort.,/j2-league/transfers/wettbewerb/JAP2/saison_id/2014,J2 League,/capivariano-futebol-clube-sp-/startseite/verein/3297/saison_id/2014,Capivariano,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2014,Paulistão A1 - Primeira Fase,0.0,2014
99557,/kleiton-domingues/profil/spieler/99557,Kleiton Domingues,Attacking Midfield,27,300000.0,Brazil,/capivariano-futebol-clube-sp-/startseite/verein/3297/saison_id/2014,Capivariano,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2014,Paulistão A1 - Primeira Fase,/boa-esporte-clube-mg-/startseite/verein/17561/saison_id/2014,Boa Esporte,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,0.0,2014
99679,/marcos-paulo/profil/spieler/99679,Marcos Paulo,Defensive Midfield,24,300000.0,Brazil,/coritiba-fc/startseite/verein/776/saison_id/2014,Coritiba FC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2014,Série A,/parana-clube/startseite/verein/309/saison_id/2014,Paraná,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,0.0,2014
105486,/bruno-renan/profil/spieler/105486,Bruno Renan,Defensive Midfield,23,300000.0,Brazil,/ec-pelotas-rs-/startseite/verein/27288/saison_id/2014,Pelotas,,Brazil,/maringa-futebol-clube-pr-/startseite/verein/33003/saison_id/2014,Maringá,,Brazil,0.0,2014
113074,/ailton/profil/spieler/113074,Aílton,Attacking Midfield,30,300000.0,Brazil,/santa-cruz-futebol-clube-pe-/startseite/verein/1785/saison_id/2014,Santa Cruz-PE,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,/capivariano-futebol-clube-sp-/startseite/verein/3297/saison_id/2014,Capivariano,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2014,Paulistão A1 - Primeira Fase,0.0,2014
113074,/ailton/profil/spieler/113074,Aílton,Attacking Midfield,30,300000.0,Brazil,/capivariano-futebol-clube-sp-/startseite/verein/3297/saison_id/2014,Capivariano,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2014,Paulistão A1 - Primeira Fase,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2014,Atlético-GO,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,0.0,2014
137181,/camacho/profil/spieler/137181,Camacho,Attacking Midfield,34,300000.0,Brazil,/al-sailiya-sc/startseite/verein/4630/saison_id/2014,Al-Sailiya SC,/qatar-stars-league/transfers/wettbewerb/QSL/saison_id/2014,Stars League,/madureira-esporte-clube-rj-/startseite/verein/4907/saison_id/2014,Madureira,,Brazil,0.0,2014
137225,/rodrigo-andrade/profil/spieler/137225,Rodrigo Andrade,Attacking Midfield,26,300000.0,Brazil,/red-bull-bragantino/startseite/verein/8793/saison_id/2014,Bragantino,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,/botafogo-futebol-clube-sp-/startseite/verein/9030/saison_id/2014,Botafogo-SP,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2014,Paulistão A1 - Primeira Fase,0.0,2014
149572,/nikao/profil/spieler/149572,Nikão,Attacking Midfield,22,300000.0,Brazil,/clube-atletico-mineiro/startseite/verein/330/saison_id/2014,Atlético-MG,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2014,Série A,/club-athletico-paranaense/startseite/verein/679/saison_id/2014,Atlético-PR,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2014,Série A,0.0,2014
209263,/magno-batista/profil/spieler/209263,Magno Batista,Defensive Midfield,28,300000.0,Brazil,/esporte-clube-novo-hamburgo-rs-/startseite/verein/8794/saison_id/2014,Novo Hamburgo,/campeonato-gaucho/transfers/wettbewerb/BRRS/saison_id/2014,Campeonato Gaúcho,/gostaresh-foolad-fc/startseite/verein/31273/saison_id/2014,Gostaresh FC,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2014,Persian Gulf Pro League,0.0,2014
213402,/alan-mineiro/profil/spieler/213402,Alan Mineiro,Attacking Midfield,27,300000.0,Brazil,/ad-recreativa-cultural-icasa-ce-/startseite/verein/16441/saison_id/2014,Icasa,,Brazil,/associacao-ferroviaria-de-esportes-sp-/startseite/verein/15882/saison_id/2014,Ferroviária,,Brazil,0.0,2014
213402,/alan-mineiro/profil/spieler/213402,Alan Mineiro,Attacking Midfield,26,300000.0,Brazil,/boa-esporte-clube-mg-/startseite/verein/17561/saison_id/2014,Boa Esporte,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,/ad-recreativa-cultural-icasa-ce-/startseite/verein/16441/saison_id/2014,Icasa,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,0.0,2014
179048,/caique-valdivia/profil/spieler/179048,Caíque Valdivia,Attacking Midfield,22,250000.0,Brazil,/asa-de-arapiraca/startseite/verein/20092/saison_id/2014,ASA,,Brazil,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2014,Cruzeiro,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2014,Série A,70000.0,2014
151639,/vitor-saba/profil/spieler/151639,Vítor Saba,Attacking Midfield,23,200000.0,Brazil,/brescia-calcio/startseite/verein/19/saison_id/2014,Brescia,/serie-b/transfers/wettbewerb/IT2/saison_id/2014,Serie B,/western-sydney-wanderers/startseite/verein/36100/saison_id/2014,Western Sydney,/a-league/transfers/wettbewerb/AUS1/saison_id/2014,A-League,100000.0,2014
378977,/felipe-costa/profil/spieler/378977,Felipe Costa,Attacking Midfield,22,1.0,Brazil,/moto-club-de-sao-luis-ma-/startseite/verein/12009/saison_id/2014,Moto Club-MA,,Brazil,/sampaio-correa-fc-ma-/startseite/verein/3319/saison_id/2014,Sampaio-MA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,170000.0,2014
151639,/vitor-saba/profil/spieler/151639,Vítor Saba,Attacking Midfield,23,200000.0,Brazil,/brescia-calcio/startseite/verein/19/saison_id/2014,Brescia,/serie-b/transfers/wettbewerb/IT2/saison_id/2014,Serie B,/western-sydney-wanderers/startseite/verein/36100/saison_id/2014,Western Sydney,/a-league/transfers/wettbewerb/AUS1/saison_id/2014,A-League,100000.0,2014
378977,/felipe-costa/profil/spieler/378977,Felipe Costa,Attacking Midfield,22,1.0,Brazil,/moto-club-de-sao-luis-ma-/startseite/verein/12009/saison_id/2014,Moto Club-MA,,Brazil,/sampaio-correa-fc-ma-/startseite/verein/3319/saison_id/2014,Sampaio-MA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,170000.0,2014
151639,/vitor-saba/profil/spieler/151639,Vítor Saba,Attacking Midfield,23,200000.0,Brazil,/brescia-calcio/startseite/verein/19/saison_id/2014,Brescia,/serie-b/transfers/wettbewerb/IT2/saison_id/2014,Serie B,/western-sydney-wanderers/startseite/verein/36100/saison_id/2014,Western Sydney,/a-league/transfers/wettbewerb/AUS1/saison_id/2014,A-League,100000.0,2014
378977,/felipe-costa/profil/spieler/378977,Felipe Costa,Attacking Midfield,22,1.0,Brazil,/moto-club-de-sao-luis-ma-/startseite/verein/12009/saison_id/2014,Moto Club-MA,,Brazil,/sampaio-correa-fc-ma-/startseite/verein/3319/saison_id/2014,Sampaio-MA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2014,Série B,170000.0,2014
