,ID,ano_stat,escalado,jogou,ppm,gols_para,assistencias,gols_contra,entrou,saiu,amarelo,amarelo_duplo,vermelho,Gols_de_penalti,minutos_por_gol,minutos
73,99683,2013,28,28,1.79,14,5,-,2,8,7,-,-,7,162',2.270'
74,55253,2013,29,26,1.23,6,1,-,11,3,-,-,-,-,265',1.589'
75,81509,2013,44,42,1.62,18,17,-,2,16,4,-,-,2,185',3.325'
76,111667,2013,26,26,1.73,6,7,-,2,14,5,-,-,2,350',2.101'
77,179046,2013,30,29,1.38,12,2,-,1,15,10,-,-,6,192',2.301'
78,225408,2013,32,25,1.72,2,2,-,7,8,8,-,1,-,755',1.510'
79,231039,2013,60,30,2.17,-,2,-,17,4,1,-,-,-,-,1.426'
80,75833,2013,37,37,1.49,5,3,-,3,16,4,1,-,-,576',2.881'
81,346870,2013,34,34,1.32,-,-,-,-,5,10,-,-,-,-,2.957'
82,20053,2013,21,19,1.32,9,3,-,2,10,6,-,-,3,142',1.274'
83,34332,2013,46,44,1.68,12,5,-,3,18,12,-,1,6,298',3.574'
84,52913,2013,30,19,1.26,-,-,-,7,3,2,-,-,-,-,1.290'
85,53071,2013,45,34,1.06,1,1,-,1,7,4,-,-,-,2.865',2.865'
86,53275,2013,53,43,1.70,-,-,-,6,8,13,-,-,-,-,3.356'
87,145692,2013,32,24,0.92,3,1,-,5,17,4,-,-,-,457',1.370'
88,151069,2013,30,30,1.07,9,3,-,-,13,6,-,-,4,279',2.512'
89,52853,2013,39,26,1.88,-,-,-,8,10,4,-,-,-,-,1.424'
90,53788,2013,34,34,1.06,2,2,-,1,-,8,-,-,-,1.523',3.045'
91,210747,2013,18,16,2.13,-,1,-,4,1,1,-,-,-,-,1.248'
92,244832,2013,28,27,1.74,3,-,-,2,4,7,1,-,-,738',2.214'
93,70203,2013,41,41,1.46,3,5,-,3,10,6,-,-,1,1.110',3.331'
94,5974,2013,24,21,1.29,-,4,-,1,6,8,1,-,-,-,1.609'
95,29377,2013,38,29,0.76,-,-,-,10,12,4,-,-,-,-,1.708'
96,64635,2013,26,23,1.43,-,-,-,6,4,8,-,2,-,-,1.585'
97,112239,2013,35,24,1.46,-,-,-,7,6,5,-,-,-,-,1.548'
98,16159,2013,28,27,1.30,1,2,1,-,13,7,-,-,-,2.110',2.110'
99,81946,2013,42,28,1.93,4,1,-,14,11,6,-,-,-,325',1.301'
100,151505,2013,7,5,2.00,-,-,-,1,1,-,-,-,-,-,294'
101,216259,2013,23,20,0.70,1,1,-,1,1,7,-,-,-,1.695',1.695'
102,144788,2013,28,26,1.19,1,1,-,4,5,10,-,-,-,1.847',1.847'
103,180731,2013,32,32,1.06,10,2,-,-,-,7,-,-,-,288',2.880'
104,272554,2013,17,12,0.92,1,1,-,4,7,1,-,-,-,618',618'
105,257459,2013,31,26,1.77,5,-,-,3,3,4,-,1,-,413',2.064'
106,139607,2013,2,2,3.00,-,-,-,-,1,1,-,-,-,-,164'
107,52874,2013,33,30,1.20,-,-,-,4,9,6,-,-,-,-,2.214'
108,67500,2013,28,27,0.48,2,1,-,1,5,7,1,1,-,1.110',2.219'
109,73094,2013,38,38,1.55,-,-,-,1,9,13,-,-,-,-,3.105'
110,116917,2013,30,28,1.68,1,1,-,6,9,4,-,-,-,1.978',1.978'
111,178938,2013,4,3,,-,-,-,2,1,-,-,-,-,-,120'
112,257057,2013,39,38,1.45,4,-,-,1,3,9,1,-,2,819',3.274'
113,89,2013,48,44,1.64,1,5,-,7,10,9,-,-,-,3.281',3.281'
114,7654,2013,8,8,0.75,-,-,-,1,3,1,-,-,-,-,568'
115,15338,2013,31,31,1.55,7,2,-,-,4,2,1,1,3,393',2.750'
116,22943,2013,16,14,1.64,4,-,-,2,8,2,-,-,-,235',941'
117,45378,2013,40,33,1.82,9,1,-,8,20,5,-,1,-,222',1.996'
118,51956,2013,36,34,1.24,6,5,-,11,9,3,-,-,-,377',2.260'
119,52714,2013,33,33,1.30,2,6,-,-,4,7,-,-,-,1.441',2.882'
120,62652,2013,35,31,1.58,-,-,-,4,1,7,-,-,-,-,2.477'
121,63275,2013,48,30,1.37,-,1,-,6,6,6,-,-,-,-,2.102'
122,122878,2013,39,38,1.42,2,1,-,2,6,10,-,-,-,1.545',3.090'
123,12540,2013,17,16,1.13,1,-,-,2,7,4,-,1,-,1.065',1.065'
124,33537,2013,14,10,1.00,-,-,-,2,2,3,-,-,-,-,700'
125,130535,2013,27,27,0.59,2,-,-,4,-,6,-,-,-,1.082',2.163'
126,16877,2013,8,8,0.88,-,1,-,2,5,2,-,-,-,-,469'
127,34866,2013,3,2,,-,-,-,2,-,-,-,-,-,-,33'
128,54170,2014,38,34,2.29,4,4,-,17,6,5,-,-,-,440',1.760'
129,16306,2014,41,41,2.29,4,3,-,2,12,16,-,-,-,814',3.257'
130,57229,2014,56,49,2.10,5,6,-,18,11,6,-,-,-,572',2.860'
131,52897,2014,46,36,1.81,5,6,-,10,14,8,-,-,-,466',2.332'
132,126422,2014,38,38,1.21,2,6,-,2,5,9,-,-,-,1.659',3.317'
133,53262,2014,37,36,2.17,19,8,-,5,13,4,-,-,3,145',2.757'
134,288496,2014,22,16,2.13,3,1,-,10,2,1,-,-,-,234',703'
135,53058,2014,50,49,1.98,7,9,-,1,15,3,-,-,-,584',4.086'
136,105456,2014,38,25,2.08,1,-,-,4,11,3,-,-,-,1.658',1.658'
137,73741,2014,23,23,1.87,2,1,-,1,5,5,-,-,-,983',1.965'
138,225693,2014,54,53,1.91,2,1,-,3,3,7,-,-,-,2.316',4.631'
139,110326,2014,41,41,1.80,2,1,-,-,-,5,-,-,-,1.845',3.690'
140,29261,2014,60,57,2.05,16,19,-,3,19,9,1,-,5,293',4.692'
141,110078,2014,35,34,1.29,14,6,-,1,19,2,-,1,-,191',2.672'
142,74757,2014,49,49,1.61,4,-,-,-,2,15,-,-,4,1.094',4.377'
143,42352,2014,26,22,1.86,-,-,-,-,4,11,-,-,-,-,1.921'
144,53286,2014,30,29,1.14,4,5,-,1,3,2,1,-,-,633',2.532'
145,125513,2014,40,40,1.78,5,12,-,5,24,4,-,-,-,587',2.935'
146,180731,2014,29,27,2.15,1,-,-,15,9,2,-,-,-,1.269',1.269'
147,225686,2014,39,35,1.86,-,4,-,4,3,10,1,-,-,-,2.797'
148,346874,2014,47,46,1.46,3,8,-,6,17,8,-,-,-,1.174',3.522'
149,236772,2014,21,19,1.26,1,1,-,8,6,3,1,-,-,998',998'
150,953,2014,34,31,0.74,5,5,-,8,14,5,-,-,1,385',1.925'
151,12540,2014,16,6,2.17,-,-,-,2,4,-,-,-,-,-,244'
152,22943,2014,38,15,1.87,2,-,-,4,3,3,-,-,-,524',1.047'
153,25119,2014,26,15,0.87,1,1,-,5,2,3,-,-,-,960',960'
154,34274,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,52751,2014,30,23,0.96,1,2,-,11,8,3,-,-,-,1.285',1.285'
156,52913,2014,33,16,1.38,-,-,-,2,7,5,-,-,-,-,1.139'
157,54996,2014,39,37,1.27,1,1,-,2,2,11,-,1,-,3.145',3.145'
158,74196,2014,23,18,1.33,1,-,-,6,7,3,-,-,-,1.077',1.077'
159,95274,2014,33,23,1.39,-,1,-,10,9,4,-,-,-,-,1.154'
160,102238,2014,41,20,1.60,-,-,-,5,3,3,1,-,-,-,1.287'
161,104541,2014,31,22,1.27,-,-,-,12,3,1,-,-,-,-,1.189'
162,113527,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,146887,2014,42,26,1.42,2,2,-,12,12,3,-,-,-,589',1.178'
164,152258,2014,19,14,1.07,-,-,-,10,4,4,-,-,-,-,536'
165,170249,2014,39,13,1.46,-,-,-,6,2,-,-,-,-,-,653'
166,186573,2014,37,28,1.96,1,-,-,4,5,9,-,1,-,2.120',2.120'
167,210737,2014,14,13,0.08,-,-,-,11,-,-,-,-,-,-,518'
168,212219,2014,37,17,1.47,1,2,-,2,6,1,-,-,-,1.230',1.230'
169,265659,2014,40,13,2.00,-,-,-,7,1,3,-,1,-,-,576'
170,270536,2014,23,20,1.90,1,1,-,5,15,7,-,-,-,1.167',1.167'
171,62652,2014,33,29,1.34,1,2,-,1,6,10,-,-,-,2.398',2.398'
172,28643,2014,23,18,1.39,-,1,-,2,9,4,-,-,-,-,1.345'
173,58381,2014,9,6,2.00,-,1,-,2,-,1,-,-,-,-,431'
174,81946,2014,21,8,1.25,-,2,-,6,2,3,-,-,-,-,236'
175,101247,2014,29,26,1.00,3,-,-,11,10,1,-,-,1,439',1.316'
176,116917,2014,31,18,1.56,1,1,-,1,13,5,-,-,-,1.258',1.258'
177,179026,2014,46,43,0.95,3,2,-,7,15,6,-,-,-,1.003',3.009'
178,183594,2014,33,21,1.95,-,-,-,-,5,7,-,-,-,-,1.784'
179,243835,2014,43,29,1.76,1,-,1,16,5,7,1,-,-,1.359',1.359'
180,373193,2014,44,32,1.63,-,2,-,6,6,9,-,-,-,-,2.285'
181,196028,2014,15,12,1.17,1,-,-,6,5,2,-,-,-,605',605'
182,163555,2014,22,22,1.64,3,-,-,-,12,1,-,-,-,580',1.740'
183,34866,2014,2,2,,-,-,-,-,-,1,-,-,-,-,180'
184,52405,2014,41,37,1.68,2,1,-,2,13,9,-,-,-,1.456',2.912'
185,54505,2014,6,4,3.00,-,-,-,3,1,1,-,-,-,-,97'
186,61976,2014,19,16,1.31,-,1,-,4,11,3,-,-,-,-,876'
187,63275,2014,14,14,0.57,-,-,-,2,2,4,1,-,-,-,1.134'
188,76904,2014,10,5,0.80,-,-,-,3,2,-,-,-,-,-,205'
189,148682,2014,17,16,0.63,-,-,-,-,1,7,-,-,-,-,1.435'
190,152043,2014,33,28,1.32,1,2,-,12,13,3,-,-,-,1.501',1.501'
191,175378,2014,26,17,2.41,1,1,-,5,2,4,-,-,-,1.086',1.086'
192,216259,2014,30,10,1.00,-,-,-,6,2,1,-,-,-,-,453'
193,373196,2014,38,35,1.51,4,1,-,17,9,2,-,1,1,485',1.938'
194,33538,2014,37,37,1.57,5,1,-,1,7,13,1,-,-,629',3.143'
195,33542,2014,25,24,1.71,4,2,-,2,2,6,-,-,-,487',1.948'
196,75369,2014,13,7,1.00,-,-,-,4,3,1,-,-,-,-,301'
197,83906,2014,30,23,1.52,-,-,-,4,9,7,1,-,-,-,1.612'
198,89478,2014,33,32,1.31,3,1,-,3,15,8,1,-,-,779',2.338'
199,103636,2014,29,25,1.52,2,1,-,9,14,4,-,-,-,654',1.308'
200,165316,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,212954,2014,32,25,1.44,2,1,-,6,11,6,-,-,-,793',1.585'
202,3365,2014,2,1,,-,-,-,1,-,-,-,-,-,-,7'
203,5974,2014,39,39,1.51,-,-,-,1,6,16,1,-,-,-,3.321'
204,15026,2014,12,12,0.75,1,1,-,-,2,1,-,-,1,1.044',1.044'
205,27371,2014,21,21,1.19,1,3,-,-,10,7,-,-,-,1.645',1.645'
206,45378,2014,26,6,1.17,1,-,-,4,1,-,-,-,-,204',204'
207,46810,2014,30,29,1.21,4,2,-,4,15,7,-,-,1,515',2.061'
208,52756,2014,8,6,0.17,-,-,-,4,1,1,-,-,-,-,284'
209,52786,2014,10,8,0.88,-,-,-,1,2,5,-,-,-,-,641'
210,53743,2014,9,9,2.00,6,-,-,-,5,2,-,-,2,119',713'
211,53809,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,59868,2014,42,33,1.27,-,-,-,6,10,11,-,-,-,-,2.371'
213,69977,2014,2,2,1.50,-,-,-,-,-,-,-,-,-,-,180'
214,70831,2014,12,12,1.50,-,1,-,1,-,3,-,-,-,-,1.007'
215,85652,2014,34,29,1.52,-,-,-,7,12,12,-,-,-,-,1.924'
216,97507,2014,47,32,1.72,-,1,-,8,7,3,-,1,-,-,2.219'
217,99557,2014,36,25,0.88,3,1,-,7,12,4,-,-,-,529',1.587'
218,106957,2014,28,24,0.88,6,5,-,5,8,-,-,-,-,285',1.710'
219,137181,2014,1,1,3.00,-,-,-,-,1,-,-,-,-,-,69'
220,146660,2014,23,18,1.61,3,3,-,1,8,7,-,-,-,434',1.302'
221,151665,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,225392,2014,18,10,0.90,-,-,-,6,4,1,-,-,-,-,389'
223,236357,2014,14,10,1.50,1,-,-,1,4,3,-,-,-,678',678'
224,346061,2014,31,18,0.72,1,-,-,6,7,2,-,-,-,1.064',1.064'
225,347286,2014,43,20,1.00,1,-,-,4,2,1,-,-,-,1.499',1.499'
226,349166,2014,51,45,1.51,3,1,-,17,19,5,-,-,-,865',2.594'
227,367144,2014,25,16,1.31,2,2,-,6,9,1,-,-,-,416',832'
228,346922,2014,44,42,1.57,3,1,-,1,7,14,-,-,-,1.191',3.572'
229,215212,2014,13,9,1.00,1,-,-,9,-,1,-,-,-,205',205'
230,329841,2014,1,-,,-,-,-,-,-,-,-,-,-,-,-
231,377511,2014,6,2,,-,-,-,2,-,-,-,-,-,-,13'
232,975768,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,294798,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,131933,2014,51,49,1.33,9,9,-,14,21,10,-,-,1,372',3.352'
235,56676,2014,49,41,1.71,2,2,-,3,9,9,-,1,-,1.646',3.292'
236,99903,2014,62,56,2.14,1,1,-,14,6,5,-,-,-,3.902',3.902'
237,52406,2014,29,26,1.81,3,4,-,4,8,3,-,-,-,648',1.945'
238,231039,2014,41,36,1.33,3,8,-,2,15,3,-,-,-,896',2.687'
239,100091,2014,71,56,2.11,10,6,-,18,22,5,-,1,-,344',3.438'
240,54160,2014,20,17,1.53,1,1,-,11,4,5,-,-,-,716',716'
241,148754,2014,33,33,2.09,1,-,-,3,3,3,-,-,-,2.765',2.765'
242,333241,2014,12,12,2.17,2,3,-,2,4,3,-,-,-,447',894'
243,85363,2014,38,37,1.46,4,5,-,3,7,5,-,-,1,765',3.058'
244,55489,2014,26,25,1.68,9,3,-,-,14,7,-,-,3,224',2.019'
245,200558,2014,27,24,2.08,2,-,-,9,5,2,-,-,-,707',1.414'
246,53288,2014,30,30,2.03,12,8,-,-,15,4,-,-,3,208',2.491'
247,106281,2014,23,23,1.30,3,4,-,10,11,2,-,-,-,374',1.123'
248,110074,2014,24,20,2.10,3,1,-,13,5,2,-,-,1,270',809'
249,210747,2014,39,39,1.79,6,3,-,1,-,3,1,1,-,563',3.377'
250,124701,2014,58,49,1.88,2,3,-,2,9,11,-,-,-,2.085',4.170'
251,189963,2014,36,23,1.43,3,1,-,10,9,3,-,-,-,401',1.202'
252,74286,2014,38,38,1.34,5,2,-,9,15,2,-,-,-,541',2.704'
253,149946,2014,24,22,0.91,4,5,-,5,7,6,-,-,-,371',1.483'
254,363177,2014,1,-,,-,-,-,-,-,-,-,-,-,-,-
255,30946,2014,36,31,1.23,1,3,-,7,19,6,-,-,-,1.745',1.745'
256,45423,2014,10,1,,-,-,-,1,-,-,-,-,-,-,22'
257,72939,2014,58,48,1.56,8,2,-,6,16,12,1,-,4,448',3.580'
258,225912,2014,57,56,1.61,16,7,-,1,13,9,-,1,1,301',4.815'
259,55253,2014,17,13,1.00,2,-,-,5,5,1,-,-,-,366',732'
260,128822,2014,22,22,1.91,8,3,-,5,10,-,-,-,-,184',1.469'
261,114341,2014,31,31,0.81,-,1,-,1,3,9,-,-,-,-,2.610'
262,24337,2014,36,35,1.49,12,7,-,5,10,10,-,-,3,226',2.708'
263,52976,2014,36,33,1.15,-,2,-,2,9,12,-,-,-,-,2.615'
264,54989,2014,42,33,1.24,1,-,-,-,10,5,-,-,-,2.666',2.666'
265,112061,2014,33,31,1.39,2,1,-,6,11,8,-,-,-,1.065',2.130'
266,210548,2014,44,42,1.21,2,-,-,1,6,10,-,-,-,1.763',3.525'
267,213402,2014,35,35,1.71,12,9,-,2,12,4,-,-,1,235',2.818'
268,52514,2014,32,30,1.93,1,2,-,1,18,6,-,-,-,2.327',2.327'
269,77832,2014,25,24,0.96,2,-,-,4,10,3,-,-,1,835',1.669'
270,234756,2014,31,29,1.55,3,4,-,5,9,1,-,-,-,693',2.080'
271,15952,2014,4,3,1.67,-,-,-,3,-,-,-,-,-,-,71'
272,16335,2014,47,32,1.59,3,1,-,11,9,5,-,-,-,644',1.933'
273,20405,2014,47,40,1.53,1,-,-,7,19,10,-,1,-,2.732',2.732'
274,29035,2014,36,15,1.40,4,1,-,10,5,1,-,-,-,128',510'
275,29091,2014,49,45,1.36,16,3,-,8,5,7,-,-,7,213',3.409'
276,52710,2014,40,38,1.82,2,1,-,6,18,4,-,3,-,1.226',2.451'
277,145692,2014,40,34,1.21,19,3,-,6,11,4,-,-,4,130',2.465'
278,325510,2014,38,37,1.24,2,1,-,2,5,1,-,-,-,1.538',3.076'
279,187030,2014,37,37,1.54,7,-,-,-,1,7,-,-,-,474',3.315'
280,81509,2014,16,16,1.44,3,2,-,15,2,4,-,-,1,102',307'
281,211176,2014,4,4,1.00,1,-,-,1,-,1,-,-,-,295',295'
282,16876,2014,39,37,1.24,4,7,-,5,5,5,-,-,1,727',2.909'
283,52410,2014,30,15,1.67,-,-,-,1,3,4,-,-,-,-,1.198'
284,261459,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,75076,2014,31,31,1.71,-,1,-,-,2,11,3,-,-,-,2.711'
286,257057,2014,60,46,1.61,2,1,-,6,9,10,2,-,-,1.757',3.514'
287,135984,2014,34,34,1.68,1,4,-,-,4,10,-,-,-,2.980',2.980'
288,16159,2014,2,1,3.00,-,-,-,-,-,-,-,-,-,-,90'
289,38445,2014,11,11,1.45,2,6,-,-,2,3,1,1,1,472',944'
290,52714,2014,30,26,1.35,-,3,-,4,5,5,-,1,-,-,1.871'
291,54980,2014,34,34,1.38,-,2,-,1,25,9,-,-,-,-,2.561'
292,79132,2014,10,10,1.90,4,-,-,2,2,-,-,-,1,183',732'
293,101310,2014,52,52,1.29,11,4,-,4,16,7,-,-,-,378',4.160'
294,140546,2014,39,34,1.53,1,1,-,7,10,8,1,-,-,2.275',2.275'
295,151505,2014,46,42,2.02,1,-,-,7,3,5,1,-,-,3.253',3.253'
296,385271,2014,8,8,2.13,1,4,-,1,4,2,-,-,-,537',537'
297,16223,2014,34,33,1.94,3,9,-,12,19,7,-,-,-,616',1.849'
298,64635,2014,18,17,1.12,1,-,-,5,6,5,-,-,-,937',937'
299,76090,2014,38,32,1.44,1,2,-,4,4,5,-,1,-,2.462',2.462'
300,122878,2014,19,14,2.07,1,-,-,6,2,4,-,1,-,757',757'
301,137726,2014,6,6,1.67,-,1,-,1,3,3,-,-,-,-,415'
302,121986,2014,27,27,1.41,4,-,-,-,5,4,-,-,2,595',2.381'
303,144752,2014,33,33,1.15,6,5,-,2,8,8,-,-,2,450',2.697'
304,191314,2014,46,45,1.67,11,4,-,4,17,6,-,-,-,321',3.535'
305,40608,2014,19,19,1.16,1,1,-,4,12,1,-,1,-,1.254',1.254'
306,43706,2014,34,30,1.37,3,7,-,5,8,2,-,-,-,738',2.215'
307,52853,2014,20,17,1.29,-,-,-,4,7,3,-,-,-,-,1.081'
308,101542,2014,37,37,1.14,5,6,-,1,3,4,-,-,-,663',3.317'
309,140547,2014,23,17,2.29,3,1,-,7,6,2,-,-,2,296',888'
310,148601,2014,29,28,1.29,1,2,-,-,1,8,-,-,-,2.514',2.514'
311,281831,2014,36,35,1.66,1,4,-,17,9,8,-,-,1,1.929',1.929'
312,27303,2014,25,20,1.20,2,4,-,8,4,3,-,-,-,562',1.123'
313,53071,2014,32,27,0.81,2,2,-,3,8,9,-,-,-,996',1.991'
314,72438,2014,35,34,1.35,2,1,-,-,5,2,1,-,-,1.474',2.947'
315,87038,2014,34,34,1.76,4,3,-,-,17,8,-,-,-,686',2.744'
316,101692,2014,23,16,1.25,-,-,-,10,6,1,-,1,-,-,575'
317,137225,2014,35,33,1.15,6,2,-,7,13,8,-,-,3,378',2.269'
318,137723,2014,24,24,2.13,5,3,-,-,7,6,-,-,-,409',2.044'
319,144788,2014,37,26,1.00,-,-,-,8,6,12,-,-,-,-,1.720'
320,85314,2015,43,40,1.45,8,5,-,13,17,4,-,-,2,305',2.438'
321,341705,2015,8,8,2.50,3,-,-,3,4,1,-,-,-,146',437'
322,105456,2015,38,38,1.11,4,1,-,1,4,15,-,-,-,814',3.254'
323,52896,2015,26,26,2.54,9,10,-,-,6,2,-,-,1,258',2.319'
324,67920,2015,33,32,1.59,7,7,-,7,6,8,-,-,-,345',2.413'
325,323954,2015,47,45,1.82,5,3,-,-,7,11,-,-,-,784',3.921'
326,52897,2015,45,24,2.17,1,-,-,8,5,6,-,1,-,1.491',1.491'
327,181768,2015,44,38,1.58,7,1,-,4,5,9,-,-,2,433',3.031'
328,54375,2015,33,32,1.75,7,2,-,1,8,1,-,-,-,380',2.658'
329,74600,2015,21,21,1.48,3,-,-,3,8,5,-,-,-,516',1.548'
330,4248,2015,67,63,2.11,9,8,-,14,24,7,-,1,-,468',4.208'
331,277335,2015,41,40,1.78,4,1,-,-,7,5,-,-,-,884',3.536'
332,343602,2015,9,6,2.17,1,-,-,1,2,1,1,-,-,390',390'
333,12142,2015,38,38,1.13,5,6,-,8,11,6,-,-,1,541',2.705'
334,52408,2015,31,27,1.59,2,1,-,2,2,6,-,-,-,1.145',2.290'
335,74590,2015,28,24,1.17,-,-,-,9,9,1,-,-,-,-,1.193'
336,62652,2015,22,18,0.67,-,-,-,5,3,4,1,-,-,-,1.296'
337,67889,2015,65,64,1.34,5,5,-,2,23,28,1,2,-,1.058',5.291'
338,70724,2015,16,12,1.17,-,1,-,2,5,1,-,-,-,-,805'
339,83906,2015,55,39,1.33,-,-,-,7,12,18,-,-,-,-,2.782'
340,113527,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,141850,2015,14,8,1.25,-,-,-,3,3,1,-,-,-,-,420'
342,161891,2015,30,26,1.62,-,2,-,3,8,2,-,-,-,-,2.020'
343,170249,2015,38,34,1.91,-,-,-,4,6,7,-,1,-,-,2.734'
344,180271,2015,32,30,1.20,1,2,-,10,10,4,-,-,-,1.913',1.913'
345,202919,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,210737,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,216259,2015,27,27,0.70,2,1,-,-,6,12,1,-,-,1.089',2.178'
348,226138,2015,29,25,1.52,4,7,-,6,12,4,-,-,-,407',1.627'
349,349826,2015,19,11,1.64,1,-,-,2,4,5,1,-,1,621',621'
350,226155,2015,40,38,1.55,10,4,-,10,10,3,1,-,-,260',2.596'
351,50441,2015,11,6,1.50,-,-,-,3,2,1,-,-,-,-,341'
352,52837,2015,34,33,1.39,3,4,-,3,15,8,-,-,-,827',2.482'
353,52913,2015,32,31,1.39,-,-,-,2,10,7,-,-,-,-,2.481'
354,55373,2015,25,24,1.42,2,-,-,3,8,3,1,-,-,840',1.679'
355,74790,2015,49,48,1.21,-,-,1,1,7,5,1,-,-,-,4.036'
356,104541,2015,35,28,1.18,1,3,-,5,6,5,-,-,-,2.112',2.112'
357,124295,2015,24,23,0.96,-,-,-,-,5,9,-,-,-,-,1.958'
358,180731,2015,12,12,1.83,1,-,-,4,3,1,1,-,-,775',775'
359,183594,2015,22,13,1.38,-,1,-,1,2,4,1,-,-,-,1.023'
360,346874,2015,23,14,1.00,-,1,-,5,6,-,-,-,-,-,774'
361,418647,2015,49,48,1.25,-,-,-,1,5,10,1,1,-,-,4.128'
362,52941,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,101247,2015,18,16,0.94,1,2,-,3,8,1,-,-,-,1.072',1.072'
364,128029,2015,43,43,1.53,3,1,-,3,6,11,-,1,-,1.219',3.658'
365,163555,2015,21,18,1.78,2,5,-,3,9,2,-,-,-,610',1.219'
366,259097,2015,39,39,1.67,6,2,-,8,9,5,-,-,-,472',2.832'
367,276205,2015,43,32,1.34,4,-,-,12,17,8,-,1,-,421',1.685'
368,363177,2015,31,15,1.20,6,1,-,6,8,3,-,-,3,140',842'
369,373196,2015,38,21,1.71,2,-,-,18,1,3,1,-,-,276',552'
370,33542,2015,24,24,1.33,1,1,-,5,9,7,-,-,-,1.631',1.631'
371,51956,2015,24,22,0.77,3,-,-,6,12,6,-,-,1,435',1.304'
372,53283,2015,45,36,1.42,-,-,1,5,8,4,-,-,-,-,2.622'
373,75369,2015,21,19,1.32,5,-,-,3,4,4,-,-,1,277',1.384'
374,161093,2015,10,7,0.71,-,-,-,2,5,1,-,-,-,-,351'
375,212954,2015,21,9,0.22,-,-,-,6,2,-,-,-,-,-,376'
376,435169,2015,27,20,1.40,1,1,-,6,6,1,-,-,-,1.378',1.378'
377,196033,2015,28,21,1.90,-,-,-,1,4,5,1,-,-,-,1.684'
378,36478,2015,33,31,1.52,2,-,-,4,14,5,-,-,-,1.097',2.194'
