,ID,ano_stat,escalado,jogou,ppm,gols_para,assistencias,gols_contra,entrou,saiu,amarelo,amarelo_duplo,vermelho,Gols_de_penalti,minutos_por_gol,minutos
329,229978,2015,25,25,1.56,2,-,-,-,1,8,1,-,-,1.129',2.257'
330,169179,2015,43,34,1.18,-,-,-,3,4,7,-,1,-,-,2.808'
331,3835,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,4270,2015,14,12,1.08,-,1,-,1,2,1,-,-,-,-,999'
333,16638,2015,16,14,1.29,-,-,-,3,-,4,-,-,-,-,1.089'
334,58446,2015,32,29,1.24,1,2,-,3,2,7,-,-,-,2.362',2.362'
335,74470,2015,48,44,1.59,6,2,-,4,4,6,-,-,4,616',3.698'
336,75109,2015,52,33,0.76,1,-,1,6,4,8,1,-,-,2.369',2.369'
337,75144,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,80045,2015,15,15,1.13,-,-,-,1,1,2,-,1,-,-,1.203'
339,80131,2015,15,15,0.87,-,-,-,-,1,5,-,-,-,-,1.341'
340,183968,2015,46,36,1.33,1,2,-,2,2,1,-,-,-,3.063',3.063'
341,189047,2015,35,35,1.20,3,1,-,-,4,7,-,1,-,1.000',2.999'
342,211300,2015,14,10,0.80,1,-,-,-,1,1,1,-,-,806',806'
343,238048,2015,30,29,1.59,2,1,1,3,3,7,1,1,1,1.200',2.399'
344,267814,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,292714,2015,21,21,1.43,2,-,-,-,2,2,-,-,-,913',1.825'
346,347016,2015,11,11,0.91,1,-,-,-,1,-,-,-,-,967',967'
347,362835,2015,15,8,0.75,-,-,-,-,2,-,-,-,-,-,659'
348,516716,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,112062,2015,43,32,1.41,-,5,-,1,7,8,-,-,-,-,2.652'
350,383638,2015,45,45,1.20,1,-,1,-,1,7,-,-,-,4.050',4.050'
351,435338,2015,47,39,1.41,2,-,-,1,1,13,1,-,-,1.699',3.397'
352,460125,2015,4,4,2.50,-,-,-,-,-,1,1,-,-,-,326'
353,61891,2015,36,26,1.69,1,3,-,5,6,8,1,-,-,1.818',1.818'
354,45431,2015,43,42,1.64,4,-,-,-,2,8,-,-,2,939',3.755'
355,61952,2015,28,26,2.19,1,-,-,-,2,8,-,1,-,2.264',2.264'
356,100009,2015,31,30,0.80,1,1,-,-,4,6,-,-,-,2.569',2.569'
357,348769,2015,39,19,1.89,2,2,-,5,1,6,-,-,-,720',1.439'
358,74747,2015,61,54,1.69,3,2,-,-,5,2,-,-,-,1.562',4.687'
359,16136,2015,43,35,1.69,1,-,-,2,-,6,2,-,-,2.998',2.998'
360,312862,2015,38,36,1.06,-,1,-,3,3,9,-,1,-,-,2.867'
361,401527,2015,9,5,1.80,-,-,-,1,2,-,-,-,-,-,336'
362,411838,2015,36,20,1.60,-,-,-,1,-,6,-,-,-,-,1.751'
363,212209,2015,38,25,1.16,-,1,1,1,5,4,-,-,-,-,2.111'
364,68833,2015,32,26,1.46,-,-,-,1,2,3,-,-,-,-,2.173'
365,54149,2015,23,16,1.69,-,-,-,1,4,3,-,-,-,-,1.330'
366,147396,2015,34,34,1.26,2,-,1,1,2,3,-,-,-,1.487',2.974'
367,22378,2015,30,29,1.93,3,6,-,2,1,11,-,-,-,818',2.454'
368,54306,2015,38,38,1.45,2,6,1,2,4,4,-,-,-,1.647',3.293'
369,329145,2015,34,33,1.48,2,-,-,-,-,7,3,-,-,1.462',2.924'
370,271666,2015,59,50,1.14,10,3,-,14,12,7,-,-,1,333',3.325'
371,75059,2015,43,40,1.15,7,5,-,-,2,7,1,-,6,504',3.528'
372,182323,2015,37,35,1.74,4,6,-,-,-,8,-,-,-,803',3.210'
373,271335,2015,41,20,2.05,1,-,-,4,5,4,-,-,-,1.432',1.432'
374,45025,2015,34,34,1.06,2,-,-,-,1,5,-,-,-,1.530',3.060'
375,45589,2015,42,42,1.02,-,-,1,1,1,7,-,-,-,-,3.707'
376,52322,2015,31,21,1.00,-,-,-,1,3,4,1,-,-,-,1.750'
377,54031,2015,25,19,2.00,2,1,-,4,4,4,-,-,-,679',1.358'
378,75437,2015,37,26,1.00,-,-,-,1,-,4,1,-,-,-,2.240'
379,32804,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,195604,2015,26,15,1.40,-,2,-,3,1,3,-,-,-,-,1.112'
381,74314,2015,65,61,1.44,2,3,-,2,2,13,-,-,-,2.683',5.365'
382,241354,2015,28,28,2.00,1,1,-,-,2,8,-,-,1,2.460',2.460'
383,218138,2015,37,36,1.97,2,1,-,9,2,5,-,-,-,1.299',2.597'
384,52893,2015,37,36,1.83,3,-,-,1,5,6,-,-,-,998',2.994'
385,27369,2015,34,26,2.08,1,-,-,7,2,3,-,-,-,1.793',1.793'
386,80144,2015,37,37,1.78,2,-,-,-,4,4,-,-,-,1.582',3.164'
387,373299,2015,38,37,1.84,3,3,-,1,7,5,-,-,-,1.057',3.171'
388,56661,2015,42,19,1.68,1,-,-,-,-,6,-,-,-,1.710',1.710'
389,7336,2015,33,33,1.24,4,6,-,2,8,3,1,-,-,682',2.727'
390,13813,2015,51,16,1.13,-,-,-,2,-,5,-,-,-,-,1.312'
391,26133,2015,38,38,1.71,4,-,1,-,1,12,1,-,-,853',3.412'
392,32802,2015,38,35,1.34,2,1,-,-,1,7,-,-,-,1.561',3.122'
393,45448,2015,3,-,,-,-,-,-,-,-,-,-,-,-,-
394,54305,2015,50,20,1.65,1,-,-,4,1,3,-,-,-,1.538',1.538'
395,55472,2015,38,22,1.41,1,-,-,3,2,8,-,-,-,1.768',1.768'
396,60982,2015,8,8,0.88,-,-,-,-,1,-,-,-,-,-,685'
397,132568,2015,34,25,0.92,1,-,-,6,6,4,-,-,1,1.734',1.734'
398,166032,2015,38,38,1.92,2,-,-,-,1,6,-,-,-,1.706',3.412'
399,175179,2015,34,27,1.30,2,-,-,-,4,8,-,-,-,1.153',2.305'
400,179020,2015,10,5,1.60,-,-,-,1,1,2,-,-,-,-,335'
401,192462,2015,17,17,1.53,2,-,-,-,2,4,-,-,-,755',1.509'
402,231009,2015,32,17,1.12,-,-,-,2,6,2,-,-,-,-,1.355'
403,332220,2015,28,19,0.95,-,-,-,-,1,6,-,-,-,-,1.687'
404,19695,2015,2,-,,-,-,-,-,-,-,-,-,-,-,-
405,50778,2015,49,40,1.43,1,1,-,7,4,9,-,-,-,3.027',3.027'
406,58362,2015,38,37,1.57,3,1,-,-,1,4,-,-,2,1.095',3.285'
407,85299,2015,20,16,1.81,1,1,-,-,2,3,-,-,-,1.416',1.416'
408,104545,2015,11,11,1.82,-,2,-,-,-,3,-,-,-,-,1.020'
409,124784,2015,33,14,1.86,-,-,-,3,-,3,-,1,-,-,1.046'
410,159570,2015,28,26,0.46,-,1,-,-,-,6,-,-,-,-,2.370'
411,182216,2015,39,33,1.03,1,4,-,2,3,3,-,-,-,2.855',2.855'
412,373292,2015,36,36,1.44,1,-,-,-,-,5,-,1,-,3.234',3.234'
413,86917,2015,28,23,1.57,1,2,-,-,1,7,-,-,-,2.025',2.025'
414,268378,2015,19,4,1.50,-,-,-,-,1,1,-,-,-,-,339'
415,347283,2015,43,42,1.40,-,4,-,-,3,6,1,1,-,-,3.633'
416,112237,2015,38,38,1.82,3,-,1,-,-,10,-,-,-,1.140',3.420'
417,77262,2015,29,29,1.14,-,4,-,-,2,7,-,-,-,-,2.562'
418,140796,2015,31,27,1.52,4,2,-,3,11,2,-,-,-,493',1.970'
419,265649,2015,50,46,1.65,2,2,-,4,3,9,-,1,-,1.840',3.680'
420,349520,2015,32,26,1.35,-,1,-,3,-,6,-,-,-,-,2.182'
421,16639,2015,5,5,1.40,-,-,-,-,-,1,-,-,-,-,450'
422,67918,2015,34,19,1.00,1,-,-,-,-,3,-,-,1,1.710',1.710'
423,155472,2015,37,35,1.17,2,-,-,-,1,4,1,-,-,1.550',3.099'
424,200354,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,376373,2015,26,26,1.31,-,3,-,2,6,5,-,1,-,-,1.969'
426,38893,2015,29,24,0.96,-,-,-,4,7,1,-,-,-,-,1.686'
427,374096,2015,34,31,1.48,1,4,-,3,4,7,-,1,-,2.452',2.452'
428,18445,2015,57,56,1.46,-,3,-,1,4,4,-,-,-,-,4.868'
429,26239,2015,12,11,1.64,-,-,-,4,1,1,-,-,-,-,636'
430,29368,2015,48,44,1.05,3,3,-,1,8,9,-,-,-,1.241',3.723'
431,38662,2015,5,1,,-,-,-,-,1,-,-,-,-,-,69'
432,54275,2015,28,27,1.74,12,6,-,3,19,6,1,-,-,149',1.786'
433,55266,2015,29,28,1.14,3,1,-,1,4,8,-,-,-,787',2.360'
434,83757,2015,36,33,1.09,-,3,-,2,5,11,-,-,-,-,2.754'
435,124227,2015,9,7,1.29,-,-,-,2,4,-,-,-,-,-,305'
436,125215,2015,46,27,1.33,3,1,-,1,1,11,-,-,-,762',2.286'
437,147435,2015,30,8,1.50,1,-,-,1,-,1,-,-,-,641',641'
438,147881,2015,27,27,1.26,1,-,-,-,-,8,-,1,-,2.430',2.430'
439,178937,2015,33,11,1.00,1,-,-,2,1,3,-,-,-,787',787'
440,199099,2015,17,17,2.06,5,1,-,2,10,7,-,-,-,241',1.203'
441,145707,2016,51,25,2.36,1,3,2,1,4,4,-,-,-,2.087',2.087'
442,312862,2016,39,38,1.87,-,3,-,-,8,9,-,-,-,-,3.258'
443,149498,2016,47,27,1.96,-,-,-,5,2,7,-,-,-,-,2.217'
444,148751,2016,50,45,2.04,3,4,-,7,12,4,-,-,-,1.154',3.461'
445,346766,2016,55,54,2.13,2,10,-,-,4,8,-,-,-,2.396',4.791'
446,84695,2016,23,21,1.62,1,2,-,-,1,2,-,-,-,1.807',1.807'
447,121985,2016,52,33,2.33,-,1,-,8,4,6,-,-,-,-,2.197'
448,149752,2016,17,13,1.77,-,-,-,-,1,3,1,-,-,-,1.057'
449,54155,2016,44,43,1.74,-,4,-,4,2,8,-,-,-,-,3.617'
450,379807,2016,2,1,1.00,-,-,-,1,-,-,-,-,-,-,79'
451,52920,2016,45,45,2.02,3,-,1,-,1,9,-,-,-,1.348',4.044'
452,15951,2016,46,33,2.24,6,7,-,5,5,8,-,-,-,424',2.543'
453,109038,2016,35,9,1.11,-,-,-,3,6,-,-,-,-,-,535'
454,273236,2016,39,30,1.97,-,-,2,5,3,7,-,-,-,-,2.303'
455,341710,2016,20,20,1.90,-,-,-,2,1,-,1,-,-,-,1.632'
456,137745,2016,36,35,1.54,-,8,-,-,2,4,1,-,-,-,3.060'
457,148666,2016,35,24,1.58,2,-,1,-,-,4,-,-,-,1.095',2.190'
458,176140,2016,31,11,1.55,1,-,-,2,1,5,-,-,-,878',878'
459,45353,2016,23,22,1.68,-,-,-,1,2,5,1,-,-,-,1.849'
460,75080,2016,19,7,1.29,-,-,-,2,5,2,-,-,-,-,353'
461,75096,2016,7,3,2.00,-,-,-,1,2,1,-,-,-,-,96'
462,140552,2016,23,20,1.40,-,1,-,1,2,4,-,-,-,-,1.657'
463,147435,2016,30,12,1.83,-,-,-,3,-,2,-,-,-,-,913'
464,152044,2016,33,20,1.70,-,1,-,6,4,2,-,-,-,-,1.226'
465,154396,2016,3,-,,-,-,-,-,-,-,-,-,-,-,-
466,216256,2016,38,34,1.29,5,1,-,-,-,9,-,-,-,612',3.060'
467,222468,2016,27,27,1.67,2,-,-,-,-,6,-,-,-,1.215',2.430'
468,225640,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,271860,2016,35,12,0.67,1,1,-,1,-,1,-,-,-,998',998'
470,277361,2016,22,7,2.71,1,-,-,4,-,1,-,-,-,346',346'
471,347079,2016,38,33,0.97,2,-,-,1,2,8,-,-,-,1.438',2.875'
472,347185,2016,2,2,0.50,-,-,-,-,-,-,-,-,-,-,180'
473,349163,2016,24,16,1.06,-,1,-,-,2,4,-,-,-,-,1.337'
474,52994,2016,27,24,1.42,2,1,1,-,2,3,-,-,1,1.051',2.102'
475,83757,2016,42,42,1.17,1,1,1,-,1,5,1,-,-,3.725',3.725'
476,187759,2016,10,7,0.57,-,-,-,-,-,2,1,-,-,-,610'
477,212221,2016,7,5,1.60,-,-,-,-,1,-,-,-,-,-,438'
478,373292,2016,41,40,2.00,4,1,-,-,1,10,1,-,-,904',3.614'
479,240912,2016,32,32,1.09,3,1,-,1,-,8,-,1,-,942',2.826'
480,4270,2016,35,24,1.25,-,1,-,1,2,6,-,-,-,-,1.979'
481,18981,2016,39,34,2.00,-,-,-,-,4,5,-,-,-,-,2.972'
482,26239,2016,43,24,1.13,1,-,-,11,2,3,-,-,-,1.384',1.384'
483,67996,2016,19,19,1.26,2,1,-,2,1,3,-,-,-,765',1.529'
484,114144,2016,21,16,1.25,1,-,-,4,3,2,-,-,-,1.168',1.168'
485,139169,2016,30,11,0.18,-,1,-,1,4,3,-,-,-,-,799'
486,140796,2016,20,13,0.85,1,1,-,2,2,1,-,-,-,972',972'
487,170359,2016,35,35,1.80,2,-,-,-,1,5,-,1,-,1.534',3.068'
488,186768,2016,29,18,0.78,1,-,-,1,1,3,-,-,-,1.500',1.500'
489,199099,2016,19,16,1.38,-,-,-,6,5,3,-,1,-,-,898'
490,390695,2016,35,35,1.57,-,-,-,-,1,6,-,-,-,-,3.082'
491,433949,2016,14,12,0.75,1,-,-,-,-,7,-,-,-,1.080',1.080'
492,391720,2016,20,19,1.47,1,1,-,3,2,2,-,-,-,1.484',1.484'
493,147881,2016,10,10,1.30,1,-,-,-,1,5,-,-,-,888',888'
494,159570,2016,31,10,2.50,-,-,-,3,1,2,-,-,-,-,679'
495,174869,2016,37,33,2.15,2,1,-,1,3,4,-,-,-,1.420',2.839'
496,229978,2016,24,15,1.20,-,1,-,-,1,5,-,-,-,-,1.317'
497,323303,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,22720,2016,35,19,1.68,-,-,1,4,1,4,-,-,-,-,1.384'
499,32804,2016,43,33,1.09,-,4,-,8,2,1,-,-,-,-,2.370'
500,48386,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,80144,2016,41,40,1.10,6,1,1,-,1,7,-,-,3,598',3.587'
502,131753,2016,37,36,1.08,-,-,-,-,-,2,-,1,-,-,3.209'
503,211300,2016,4,1,1.00,-,-,-,1,-,-,-,-,-,-,1'
504,292353,2016,43,35,1.46,-,-,-,3,-,5,1,-,-,-,2.907'
505,313683,2016,32,31,1.55,5,-,-,5,2,5,-,-,-,494',2.471'
506,349820,2016,27,23,1.65,2,-,-,3,3,4,-,-,-,926',1.851'
507,388236,2016,31,17,1.06,-,2,-,-,3,2,-,-,-,-,1.496'
508,393451,2016,41,37,1.32,-,2,-,1,1,7,-,-,-,-,3.204'
509,435214,2016,5,5,1.60,-,-,-,2,1,1,-,-,-,-,293'
510,458602,2016,19,10,1.20,1,-,-,1,2,3,-,-,-,749',749'
511,519870,2016,36,22,0.68,1,-,-,6,4,2,1,-,-,1.505',1.505'
512,81186,2016,12,11,1.09,2,-,-,1,-,-,-,-,-,452',904'
513,346051,2016,40,39,1.36,-,4,-,2,3,5,-,-,-,-,3.344'
514,331467,2016,38,27,1.15,1,1,-,2,1,6,-,-,-,2.298',2.298'
515,524481,2016,3,-,,-,-,-,-,-,-,-,-,-,-,-
516,356154,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,114340,2016,29,18,0.94,-,-,-,4,1,5,-,-,-,-,1.299'
518,283863,2016,28,23,1.22,1,-,-,4,2,13,-,-,-,1.768',1.768'
519,164015,2016,42,40,1.85,-,4,-,-,-,1,-,-,-,-,3.630'
520,167724,2016,64,59,1.78,2,5,1,1,5,10,-,-,-,2.570',5.139'
521,119434,2016,41,39,1.67,3,-,-,3,2,14,-,-,-,1.089',3.267'
522,77752,2016,44,40,1.53,1,-,-,1,-,9,-,-,-,3.527',3.527'
523,270051,2016,45,44,1.59,6,1,-,-,9,13,1,2,-,610',3.661'
524,54419,2016,52,34,2.03,1,1,-,3,5,5,-,-,-,2.800',2.800'
525,164705,2016,33,32,1.66,7,-,-,-,1,8,1,-,-,409',2.865'
526,401529,2016,34,19,1.16,-,-,-,4,2,5,-,-,-,-,1.412'
527,149249,2016,25,24,1.38,-,-,-,-,4,2,-,-,-,-,2.033'
528,52513,2016,58,56,1.55,3,2,-,-,3,8,-,-,-,1.667',5.000'
529,55250,2016,39,39,1.36,7,-,-,-,-,6,-,-,5,506',3.540'
530,101304,2016,45,17,1.82,-,-,-,-,4,5,-,-,-,-,1.379'
531,54140,2016,59,31,1.68,1,1,-,7,-,5,-,-,-,2.355',2.355'
532,55270,2016,41,38,1.68,4,5,-,4,8,6,-,-,-,728',2.911'
533,406676,2016,33,17,1.53,-,-,-,1,1,5,-,1,-,-,1.468'
534,55322,2016,51,33,1.70,1,-,-,4,3,4,-,-,-,2.715',2.715'
535,382171,2016,30,12,1.33,-,-,-,1,2,3,1,-,-,-,989'
536,80499,2016,38,36,2.22,2,-,1,-,3,5,1,-,-,1.607',3.213'
537,311867,2016,37,35,1.94,1,3,-,5,4,9,-,1,-,2.727',2.727'
538,53999,2016,39,39,1.41,-,-,-,-,2,9,-,-,-,-,3.450'
539,85942,2016,38,32,1.19,-,1,-,1,2,4,1,-,-,-,2.734'
540,175792,2016,27,20,1.00,-,-,-,6,5,4,-,-,-,-,1.289'
541,177534,2016,55,38,1.03,5,-,-,2,-,8,-,-,-,663',3.315'
542,224852,2016,38,35,1.46,-,8,-,1,5,8,-,-,-,-,3.006'
543,291981,2016,35,21,1.29,-,1,-,5,5,3,-,-,-,-,1.488'
544,346729,2016,39,39,1.38,2,-,-,-,3,9,-,-,-,1.718',3.435'
545,125069,2016,45,45,1.42,1,1,-,1,-,18,1,1,-,4.002',4.002'
546,221611,2016,32,31,2.19,2,7,1,1,8,3,-,-,-,1.275',2.550'
547,95152,2016,23,23,1.09,1,-,1,-,1,5,-,-,1,1.980',1.980'
548,116084,2016,31,31,1.03,1,3,-,-,3,3,-,-,-,2.782',2.782'
549,177845,2016,32,20,1.60,-,1,-,2,5,3,-,-,-,-,1.682'
550,52947,2016,41,30,1.57,1,-,-,2,2,9,-,1,-,2.564',2.564'
551,60982,2016,52,35,1.23,4,11,-,-,7,10,3,-,3,731',2.923'
552,75437,2016,27,27,1.26,5,-,-,-,2,3,-,-,-,476',2.381'
553,104590,2016,35,32,1.31,8,1,-,-,3,4,-,-,7,352',2.813'
554,55243,2016,36,34,1.24,1,1,-,-,4,10,-,-,-,2.982',2.982'
555,476344,2016,21,6,1.17,-,-,-,3,1,2,-,-,-,-,375'
556,241354,2016,46,45,1.93,-,6,-,-,3,13,-,1,-,-,3.925'
557,189047,2016,58,56,1.43,6,-,-,-,3,5,1,1,-,827',4.963'
558,74314,2016,44,19,1.63,-,-,-,-,1,4,-,-,-,-,1.701'
559,268522,2016,50,49,1.43,-,1,-,-,3,8,-,-,-,-,4.303'
560,35537,2016,56,40,2.03,2,1,-,7,13,14,1,-,-,1.401',2.801'
561,52828,2016,31,13,1.23,-,-,-,2,-,2,-,-,-,-,1.030'
562,54306,2016,55,39,1.00,-,3,-,-,4,3,-,-,-,-,3.435'
563,68832,2016,34,33,1.55,1,-,-,-,2,7,-,-,-,2.837',2.837'
564,72451,2016,59,57,1.26,1,6,-,5,2,12,1,-,-,4.633',4.633'
565,210146,2016,61,48,1.44,2,-,-,1,2,19,-,-,-,2.103',4.206'
566,336697,2016,36,27,1.22,1,-,-,3,2,6,-,-,-,2.202',2.202'
567,45549,2016,22,16,1.13,2,-,-,2,2,4,-,-,-,644',1.288'
568,75059,2016,70,17,1.06,-,1,-,5,1,1,-,-,-,-,1.134'
569,86917,2016,47,38,1.47,1,-,1,1,3,8,-,1,-,3.284',3.284'
570,140541,2016,36,36,1.61,1,-,-,-,-,6,-,1,-,3.256',3.256'
571,45589,2016,33,30,1.90,1,-,-,-,1,5,-,-,-,2.664',2.664'
572,17127,2016,35,33,1.15,1,1,-,1,-,9,-,-,-,2.902',2.902'
573,484599,2016,38,19,1.95,4,-,-,-,2,5,-,-,-,405',1.620'
574,166032,2016,62,53,1.36,1,-,-,2,-,10,-,-,-,4.702',4.702'
575,56435,2016,68,43,1.23,1,-,-,7,11,9,-,-,-,3.170',3.170'
576,217863,2016,25,25,1.08,-,4,-,1,2,4,-,-,-,-,2.179'
577,231009,2016,47,37,1.35,1,1,-,1,-,14,-,-,-,3.255',3.255'
578,104540,2016,29,29,1.79,-,-,-,-,4,3,1,-,-,-,2.486'
579,104545,2016,13,2,3.00,-,-,-,-,-,1,-,-,-,-,180'
580,76847,2016,55,53,1.53,8,-,1,1,4,11,1,1,-,578',4.622'
581,100009,2016,15,7,1.14,-,-,-,-,1,3,-,-,-,-,630'
582,108611,2016,46,45,1.69,2,2,-,1,1,7,-,-,-,2.008',4.016'
583,124183,2016,19,10,1.60,-,-,-,2,-,2,-,-,-,-,769'
584,292203,2016,27,24,1.13,3,1,-,-,-,3,-,-,3,720',2.160'
585,349520,2016,37,37,1.41,2,1,-,-,-,4,-,-,-,1.665',3.330'
586,435232,2016,49,49,1.69,2,2,-,-,-,5,-,-,-,2.205',4.410'
587,492313,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,45025,2016,37,36,1.94,7,1,2,-,-,7,-,-,-,467',3.270'
589,52788,2016,12,5,1.80,-,-,-,-,-,-,-,-,-,-,450'
590,148606,2016,36,34,1.06,2,4,-,-,7,6,-,-,-,1.451',2.902'
591,179020,2016,41,39,1.26,3,1,-,-,1,13,-,-,-,1.164',3.491'
592,336474,2016,42,41,1.68,2,2,-,2,13,12,1,-,-,1.616',3.232'
593,212199,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,291007,2016,3,2,0.50,-,-,-,2,-,2,-,-,-,-,68'
595,330031,2016,40,22,1.82,2,-,-,6,1,2,-,-,-,775',1.550'
596,38662,2016,10,5,1.40,-,-,-,1,-,1,-,-,-,-,361'
597,38893,2016,19,8,1.63,-,-,-,2,3,3,-,-,-,-,480'
598,273236,2017,36,27,1.56,-,-,1,2,2,4,1,-,-,-,2.159'
599,476344,2017,50,42,1.33,2,2,-,-,2,12,-,-,-,1.867',3.734'
600,364258,2017,45,27,1.56,1,1,-,8,2,2,-,-,-,1.850',1.850'
601,172054,2017,40,23,1.48,2,-,-,1,1,8,-,1,-,945',1.889'
602,401530,2017,36,35,1.69,2,2,-,-,3,11,-,-,-,1.542',3.083'
603,349585,2017,54,51,1.43,-,2,1,1,4,7,-,-,-,-,4.411'
604,516716,2017,27,18,1.56,1,-,-,2,1,3,-,-,-,1.485',1.485'
605,159142,2017,42,22,1.14,1,-,2,1,2,4,-,-,-,1.837',1.837'
606,330060,2017,28,26,1.65,3,2,-,-,3,1,-,-,-,744',2.232'
607,27374,2017,25,22,0.82,1,1,-,-,2,4,-,-,-,1.869',1.869'
608,524481,2017,49,37,1.68,1,-,-,2,10,8,-,-,-,2.948',2.948'
609,342024,2017,10,6,1.67,-,1,-,-,-,1,-,-,-,-,540'
610,439022,2017,37,25,1.60,1,-,-,5,2,7,1,2,-,1.791',1.791'
611,411838,2017,49,35,2.17,5,2,-,-,-,7,-,-,-,630',3.150'
612,147361,2017,57,32,2.38,-,5,-,6,1,3,-,-,-,-,2.523'
613,75435,2017,55,42,1.88,1,7,-,1,6,7,-,-,-,3.472',3.472'
614,341701,2017,61,61,1.43,4,-,1,-,-,9,-,-,-,1.380',5.520'
615,605893,2017,17,16,0.88,-,-,-,-,1,4,-,1,-,-,1.380'
616,190185,2017,37,37,1.73,2,1,1,-,3,14,-,1,-,1.656',3.312'
617,261452,2017,57,23,1.22,-,-,-,4,3,1,-,-,-,-,1.878'
618,433949,2017,28,28,0.96,3,-,-,1,-,4,-,-,-,811',2.432'
619,435254,2017,14,13,1.15,-,-,-,1,2,2,-,-,-,-,1.095'
620,451019,2017,46,46,1.96,10,1,1,1,1,8,-,-,-,418',4.178'
621,52322,2017,30,19,1.42,1,1,-,4,1,5,1,-,-,1.356',1.356'
622,186768,2017,39,26,1.27,2,-,-,-,2,7,-,1,-,1.129',2.258'
623,212221,2017,17,7,0.43,-,-,-,1,2,1,-,-,-,-,547'
624,52994,2017,43,39,1.31,3,5,-,7,2,7,-,1,-,979',2.936'
625,53200,2017,27,23,0.87,1,2,-,-,1,2,-,-,-,1.990',1.990'
626,116829,2017,17,6,0.83,-,-,-,3,-,-,-,-,-,-,333'
627,174869,2017,28,20,1.10,-,-,1,3,1,-,-,-,-,-,1.567'
628,594226,2017,23,6,1.17,-,-,-,2,1,1,-,-,-,-,360'
629,378189,2017,36,24,1.50,1,2,-,2,1,4,-,-,-,2.076',2.076'
630,22720,2017,34,31,1.29,2,-,-,1,1,5,1,-,-,1.327',2.653'
631,32804,2017,28,11,1.00,-,-,-,2,4,3,-,-,-,-,715'
632,105468,2017,47,31,0.97,-,4,-,3,6,7,1,1,-,-,2.333'
633,160142,2017,47,26,1.23,1,-,-,4,1,5,-,-,-,2.050',2.050'
634,187759,2017,51,40,1.35,1,-,-,1,2,6,-,1,-,3.468',3.468'
635,211300,2017,44,39,0.97,5,-,-,-,4,11,-,-,-,674',3.369'
636,292733,2017,13,6,1.50,-,-,-,3,-,1,-,1,-,-,256'
637,388605,2017,44,35,1.46,5,1,1,2,2,10,1,1,-,587',2.935'
638,393451,2017,14,8,1.25,-,1,-,-,-,1,-,1,-,-,632'
639,435214,2017,13,13,1.08,1,-,-,-,1,3,1,-,-,1.122',1.122'
640,436834,2017,6,6,1.33,-,-,-,-,1,1,1,-,-,-,452'
641,520492,2017,48,33,1.21,-,2,-,4,6,7,-,-,-,-,2.530'
642,617687,2017,1,-,,-,-,-,-,-,-,-,-,-,-,-
643,657387,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,104540,2017,39,39,1.69,1,2,-,2,1,9,-,1,-,3.341',3.341'
645,468249,2017,2,1,,-,-,-,1,-,-,-,-,-,-,22'
646,60982,2017,20,19,1.11,3,4,-,-,2,3,-,-,-,556',1.669'
647,32213,2017,38,38,1.89,7,2,-,-,-,5,-,-,-,489',3.420'
648,61891,2017,37,27,1.78,2,1,-,6,6,3,-,-,-,900',1.799'
649,213841,2017,26,14,1.29,1,-,-,6,2,3,-,-,-,769',769'
650,557939,2017,30,30,1.87,-,4,-,2,2,6,-,-,-,-,2.531'
651,45591,2017,53,53,1.62,4,2,-,-,7,10,-,-,-,1.149',4.595'
652,53755,2017,33,32,1.19,-,-,-,-,2,4,-,-,-,-,2.795'
653,54929,2017,47,29,1.10,-,1,-,1,4,10,-,1,-,-,2.435'
654,72489,2017,44,44,1.91,2,-,-,-,4,4,-,-,-,1.916',3.832'
655,99500,2017,20,3,3.00,-,-,-,2,-,1,-,-,-,-,114'
656,214196,2017,42,40,1.95,4,3,-,1,9,2,-,-,-,864',3.456'
657,546213,2017,5,-,,-,-,-,-,-,-,-,-,-,-,-
658,592344,2017,55,51,1.57,4,3,-,-,-,9,-,-,2,1.148',4.590'
659,290271,2017,33,32,1.38,3,-,-,-,-,12,-,-,-,960',2.880'
660,336697,2017,22,15,1.40,1,-,-,-,2,3,-,-,-,1.311',1.311'
661,265648,2017,26,25,1.56,1,-,-,-,1,8,-,-,-,2.236',2.236'
662,55250,2017,37,36,1.39,1,1,-,-,1,8,-,1,-,3.233',3.233'
663,77752,2017,37,36,1.89,-,1,-,1,4,9,-,-,-,-,3.139'
664,124543,2017,50,41,1.22,-,-,-,3,1,11,-,-,-,-,3.445'
665,406676,2017,48,13,1.46,3,-,1,1,2,2,-,-,1,368',1.104'
666,587786,2017,42,20,1.70,-,-,-,2,3,2,-,-,-,-,1.622'
