ID,Vítima,Clube_Vit,UID_TMK,Tipo,Título,Fato,Desdobramentos,Como Terminou,Onde,Ambiente,Data,Jogo,Campeonato,Programa,Emissora,Cidade,Espaço,Tipo de Agressão
37.2022,Pedro Arthur Lopes de Jesus, atleta do Coritiba Foot Ball Club,1090825,Racismo,"Pedro Arthur Lopes de Jesus, atleta do Coritiba Foot Ball Club","O jogador Pedro Arthur, do Coritiba, informou ao árbitro da partida que o jogador do Batel, Juan Pablo, havia proferido insulto de manifesto racista, dizendo “seu macaco”.","O árbitro da partida, Diego Ruan Pacondes da Silva, registrou o fato em súmula, embora informasse que nenhum integrante da equipe de arbitragem ouviu o insulto. O árbitro parou o jogo por dez minutos e informou o fato para as comissões técnicas e os capitães das equipes. O Tribunal de Justiça do Paraná (TJD-PR) puniu o atleta Juan Pablo com três partidas de suspensão e o Batel com uma multa de R$ 5 mil reais.","Após recurso, o TJD- -PR decidiu aumentar as penas impostas. Ao atleta Juan Pablo, a punição passou para seis partidas de suspensão e o Batel com uma multa de R$ 8 mil reais. Atleta e clube poderiam recorrer da decisão no Superior Tribunal de Justiça Desportiva (STJD), mas não foram encontradas informações sobre o caso",Estádio Municipal Waldomiro Gelinski,Físico,21/05/22,Batel x Coritiba,Paranaense Sub-20,,,Guarapuava/PR,,
37.2023,Ângelo Gabriel Borges Damaceno , atletas do Santos Futebol Clube,743598,Racismo,"Ângelo Gabriel Borges Damaceno e Joaquim Henrique Pereira Silva, atletas do Santos Futebol Clube","Em nota, divulgada nas redes sociais, o Santos denunciou que o atacante Ângelo e o zagueiro Joaquim, foram alvos de insultos e gestos racistas por parte dos torcedores do Audax Italiano.","Em entrevista, após a partida, Ângelo, relatou que um torcedor do Audax o chamou de “macaco” e fez gestos imitando o animal, no momento em que saia pela lateral do campo. Conforme a denúncia do Santos, Joaquim teria sido insultado pelos torcedores no 4º andar do estádio. O Santos informou que os casos foram relatados ao delegado da partida. As ofensas foram registradas na súmula da partida.","A CONMEBOL abriu um expediente disciplinar para investigar o caso, que foi arquivado por falta de provas.",Estádio El Teniente,Físico,24/05/23,Audax Italiano x Santos,Copa Sul-Americana,,,Rancagua/ CHILE,,
37.2023,Joaquim Henrique Pereira Silva, atletas do Santos Futebol Clube,860857,Racismo,"Ângelo Gabriel Borges Damaceno e Joaquim Henrique Pereira Silva, atletas do Santos Futebol Clube","Em nota, divulgada nas redes sociais, o Santos denunciou que o atacante Ângelo e o zagueiro Joaquim, foram alvos de insultos e gestos racistas por parte dos torcedores do Audax Italiano.","Em entrevista, após a partida, Ângelo, relatou que um torcedor do Audax o chamou de “macaco” e fez gestos imitando o animal, no momento em que saia pela lateral do campo. Conforme a denúncia do Santos, Joaquim teria sido insultado pelos torcedores no 4º andar do estádio. O Santos informou que os casos foram relatados ao delegado da partida. As ofensas foram registradas na súmula da partida.","A CONMEBOL abriu um expediente disciplinar para investigar o caso, que foi arquivado por falta de provas.",Estádio El Teniente,Físico,24/05/23,Audax Italiano x Santos,Copa Sul-Americana,,,Rancagua/ CHILE,,
37/2018,Rafinha," Marcio Rafael Ferreira de Souza, atleta do Fußball-Club Bayern München",33947,Xenofobia,"Rafinha, Marcio Rafael Ferreira de Souza, atleta do Fußball-Club Bayern München","O jogador Rafinha, na festa de Halloween do Bayern de Munique, usou uma fantasia em que se vestia como um árabe comum, de túnica e turbante, mas carregava duas caixas com a palavra “vorsicht” (perigo, na tradução do alemão) escrita e deu a entender que se tratava de um terrorista com uma bomba.","O lateral brasileiro recebeu críticas por associar árabes com terrorismo. A foto da festa foi publicada no perfil oficial do Bayern, que apagou a publicação após receber várias críticas por reforçar um estereótipo preconceituoso.",O brasileiro pediu desculpas e o Bayern reproduziu a retratação de Rafinha em suas redes sociais. “O Halloween é uma celebração assustadora com costumes exagerados. Não era a minha intenção irritar ou ferir os sentimentos de alguém.”.,Festa de Halloween do FC Bayern de Munique,Físico,31/10/18,,,,,Munique/Alemanha,Outros Espaços,
38.2015,Marcos Guilherme,Seleção Brasileira,255989,Racismo,"Marcos Guilherme, , Seleção Brasileira","Em jogo contra o Uruguai, o jogador Marcos Guilherme disse que foi chamado de “macaco” pelo atacante uruguaio, Facundo Castro.",,"Após consultar seu departamento jurídico, a CBF descartou apresentar qualquer denúncia pelo episódio.",,Físico,26/01/15,Brasil x Uruguai,Campeonato Sul-Americano Sub-20,,,,,
38.2018,Sassá," Luiz Ricardo Alves, atleta do Cruzeiro Esporte Clube",218353,Racismo,"Sassá, Luiz Ricardo Alves, atleta do Cruzeiro Esporte Clube","O atacante do Cruzeiro Sassá, recebeu ofensas e ameaças nas redes sociais após jogo entre o time mineiro e o Palmeiras, pela semifinal da Copa do Brasil. Várias mensagens têm cunho racista, como “escravo maldito” e “isso tudo é culpa da princesa Isabel, não era nem para estar na rua esse marginal”.",,"Sem informações de registro de B.O., de abertura de processo ou manifestação do clube.",Internet – Twitter,Internet,28/09/18,,,,,,,
38.2022,Lucas Matheus da Sila Nascimento, atleta do Esporte Clube Guarani,,Racismo,"Lucas Matheus da Sila Nascimento, atleta do Esporte Clube Guarani","Após uma discussão entre torcedores do São Gabriel que estavam na arquibancada e jogadores do Guarani-VA, o atleta Lucas Matheus, do Guarani-VA, comunicou aos policiais que foi chamado de “macaco” por dois torcedores.","O árbitro Solano de Oliveira registrou as acusações em súmula, embora tenha relatado que nenhum integrante da equipe de arbitragem tenha presenciado o fato. O Guarani-VA se manifestou por nota condenando a atitude dos torcedores. Lucas Matheus registrou um Boletim de Ocorrência (BO).","A Procuradoria do TJD-RS (Tribunal da Justiça Desportiva do Rio Grande do Sul) e Primeira Comissão Disciplinar do TJD/FGF, por maioria de votos, absolveram a entidade desportiva EC São Gabriel da imputação do artigo 243-G, §§2º e 3º, do CBJD. Em relação ao BO, por ser um caso do âmbito criminal, ele corre em segredo de justiça, sem ter como se obter informações do seu desenrolar.",Estádio Sílvio Corrêa,Físico,22/05/22,São Gabriel-RS X Guarani-VA,Gaúcho A2,,,São Gabriel/RS,,
39.2017,Léo Moura, Grêmio Foot-Ball Porto Alegrense,29368,Racismo,Atleta Léo Moura - Grêmio Foot-Ball Porto Alegrense,"O defensor do Grêmio, Léo Moura, foi mais uma vítima de atitudes discriminatórias no futebol. O jogador foi xingado de “preto macaco banco de reservas”; nas redes sociais por um internauta. Os ataques foram emitidos no Instagram do atleta.",O jogador tirou print do comentário e exibiu no próprio stories do Instagram dizendo que levaria o caso para a polícia.,Não foram encontradas informações se o atleta registrou um Boletim de Ocorrência e se deu andamento no caso na esfera judicial.,,Internet,01/12/17,,,,,,,
4.2014,Arouca,Santos-SP,26270,Racismo,Atleta Arouca,"Arouca, jogador do Santos, diz que foi chamado de macaco por torcedores do Mogi Mirim.",,Mogi Mirim foi multado em R$ 50 mil.,,,06/03/14,,Campeonato Paulista (SP),,,,,
4.2017,Guaraci, Clube Recreativo e Atlético Catalano,186578,Racismo,Atleta Guaraci - Clube Recreativo e Atlético Catalano,"O jogador Guaraci, do CRAC, agrediu um colega em partida válida pelo campeonato local após alegar ter sido chamado de “preto” e “sujo”.","O lateral Jorginho do Atlético-GO, acusado por Guaraci de proferir os insultos, negou o fato e disse que jamais faria um ato racista.","A diretoria do CRAC decidiu demitir o jogador Guaraci, alegando que o ato dele foi uma atitude que não pode ser levada para dentro de campo. Já Jorginho recebeu uma multa como punição do seu clube (não foi localizado o valor da multa cobrada do atleta).",Estádio Olímpico (GO).,Físico,08/02/17,Atlético-GO x CRAC,Goiano,,,,,
4.2018,Weslen Aparecido Mendes dos Reis, atleta do Rolândia Esporte Clube,,Racismo,"Weslen Aparecido Mendes dos Reis, atleta do Rolândia Esporte Clube","O árbitro Cleber de Jesus Ausec Ludwing, foi informado durante a partida que o lateral-direito Weslen, do Rolândia, teria sofrido ofensas racistas de um torcedor do Paranavaí.","Após o apito final o juiz confirmou o fato com um de seus assistentes, que identificaram o homem em questão, sendo reportado a Polícia Militar que, por sua vez, efetuou a prisão. Segundo a Polícia Civil, o homem em questão tinha 57 anos de idade e ele usou palavras como “macaco” e “haitiano” para ofender o atleta do time visitante. Ele pagou fiança de um salário mínimo e vai responder pelo crime em liberdade. A pena para tal infração pode render até três anos de prisão.","Por ser um processo que se tramita em segredo de justiça, não temos informação se o processo em questão já foi concluído e definida a sentença final ou se ainda está em andamento. Não encontramos informações de julgamento por parte do TJD – PR.",Estádio Municipal Dr. Waldemiro Wagner (PR),Físico,14/02/18,AC Paranavaí X REC,Divisão de Acesso do Campeonato Paranaense,,,,,
40.2018,Felipe Melo, jogador da Sociedade Esportiva Palmeiras,35537,Racismo,"Felipe Melo, jogador da Sociedade Esportiva Palmeiras","Quadro de Felipe Melo, pendurado na sala da sua casa, em que mostra o volante em uma disputa de bola com Lionel Messi, repercute como provocação e argentinos respondem com racismo, alguns responderam xingamentos racistas. ""Negro fracassado"" e ""Esse cara negro pediu uma foto com a 'Pulga' e como foi ignorado teve de fazer uma foto gigantesca com a única que encontrou"", ""Quando se aposentar, vai trocar tiro com alguém em uma favela"", escreveram.",,,Internet – Twitter,Internet,21/10/18,,,,,,,
40.2023,Atleta de Futebol Amador,,,Racismo,Atleta de Futebol Amador,"Durante uma partida de futebol amador, em meio a uma briga entre os atletas, um jogador foi acusado de chamar outro de “preto”.","A Polícia Militar foi acionada e os envolvidos foram levados à Central de Polícia Judiciária de Marília. O acusado, G.O.C., foi preso em flagrante por injúria racial e liberado após audiência de custódia.",Não foram encontrados outros desdobramentos sobre o caso.,Sem identificação,Físico,24/05/23,Sem identificação,Sem identificação,,,Marília/SP,,
41.2015,Hulk,F.C. Zenit St. Petersburg/RÚSSIA,80562,Racismo,"Hulk, , F.C. Zenit St. Petersburg/RÚSSIA","Hulk ouviu imitações de macaco por parte dos torcedores do Torpedo Moscou, em várias oportunidades quando tocava na bola.",,"O Torpedo Moscou foi punido em jogar duas partidas sem público e teve que pagar uma multa de € 3,3 mil (aproximadamente R$ 11 mil).",,Físico,15/03/15,Torpedo Moscou x Zenit,Campeonato Russo,,,,,
41.2019,Fabinho, atleta do Ceará Sporting Club,210548,Racismo,"Fabinho, atleta do Ceará Sporting Club","Após o final da partida entre Ceará e Santos, Thiago Galhardo relatou insultos racistas reproduzidos por torcedores do time paulista presentes na Vila Belmiro, em direção ao volante Fabinho “Negão e vagabundo”. A jornalista Aline Nastari, do Esporte Interativo, também afirmou ter ouvido insultos preconceituosos das arquibancadas do estádio santista. “A situação para os jogadores do Ceará no banco de reservas está bem complicada. A gente sabe que a pressão aqui é grande, mas tem uns torcedores que de certa forma até perderam a mão de forma preconceituosa. Preconceito até racista nas coisas que gritaram”, disse durante a transmissão. OBS; Na denúncia Galhardo relatou e reclamou de ofensas racistas e xenofóbicas contra jogadores do Ceará na Vila.","Os dois clubes se posicionaram sobre o incidente. O árbitro ignorou a acusação de racismo, mas STJD investigou o caso. O Superior Tribunal de Justiça Desportiva (STJD) instaurou um inquérito baseado nas declarações dos jogadores do Vovô, que podem até ser chamados para depor na investigação.",Não foram encontradas informações sobre o julgamento do caso pela Justiça Desportiva (STJD).,Estádio Urbano Caldeira (Vila Belmiro),Físico,17/10/19,Santos x Ceará,Brasileiro,,,Santos/SP,,
41.2023,Selton Luiz Ferreira dos Santos, atleta de futebol amador,,Racismo,"Selton Luiz Ferreira dos Santos, atleta de futebol amador","O atleta Selton relatou que, durante a partida, uma mulher teria proferido ofensas relacionadas ao seu cabelo.","O atleta tomou conhecimento do caso após a partida, através de relatos de pessoas que presenciaram a ofensa. Um boletim de ocorrência foi registrado, e a polícia iniciou a investigação do caso. O advogado da acusada negou que ela tenha praticado os atos. Em nota, a Prefeitura de Sandovalina, organizadora do campeonato, repudiou o ato. A mulher foi denunciada pelo MP-SP por injúria racial. Em audiência, a acusada negou ter proferido palavras racistas e uma das testemunhas confirmou as ofensas.","A mulher foi condenada por injúria racial, não foram encontradas informações se a mesma entrou com recurso.",Sem identificação,Físico,26/05/23,Sem identificação,Regional de Futebol Suíço -,,,Sandovalina/ SP,,
42.2015,Neymar,F.C. Barcelona/ESPANHA,68290,Racismo,"Neymar, , F.C. Barcelona/ESPANHA",A TV espanhola acusou torcida do Espanyol de racismo contra Neymar.,,"Apesar da Liga ter denunciado o Espanyol por racismo a Neymar e a Dani Alves e por causa de mais nove cantos discriminatórios de sua torcida, o clube não sofreu punição.",,Físico,25/04/15,Espanyol x Barcelona,Campeonato Espanhol,,,,,
42.2018,Jailson Marcelino dos Santos, atleta da Sociedade Esportiva Palmeiras,112940,Racismo,"Jailson Marcelino dos Santos, atleta da Sociedade Esportiva Palmeiras","O ex-jogador, Edílson Capetinha causou revolta de diferentes torcidas ao opinar sobre o goleiro Jailson na televisão, em programa de TV. O ex-atleta Ex-jogador foi acusado de racismo por internautas.","Acusado de declaração racista sobre Jailson, Edilson se defendeu dizendo “É em tom de piada”.","Edilson revelou que as declarações que geraram tanta polêmica foram responsáveis por ele não ter assinado contrato com a Fox, após o acerto de todos os detalhes contratuais.",Programa de Televisão,Mídia,16/02/18,,,Programa Foz Sports Rádio,,,,
42.2021,Luiz Adriano,"  atleta da Sociedade Esportiva Palmeiras,  teve seu pai, Adriano Luiz",48974,Racismo,"Luiz Adriano,  atleta da Sociedade Esportiva Palmeiras,  teve seu pai, Adriano Luiz","Adriano Luiz foi alvo de um ataque racista nas redes sociais após a vitória do time alviverde sobre o Grêmio na final da Copa do Brasil de 2020. Adriano foi chamado de macaco por um usuário do Twitter e, ao contrário das outras vezes em que foi xingado de forma parecida, resolveu tomar medidas judiciais. “O que eu vou dizer aos meus filhos, aos meus netos, a respeito de uma situação dessa? É inadmissível. Eu me julgo no direito de tomar uma atitude”.","Diante das ofensas, Adriano Luiz constituiu advogado, Marçal Carvalho, advogado criminalista e Mestre em Ciências Criminais pelo PPGCCRIM da PUC-RS, professor de Direito Penal e Processo Penal. Segundo o advogado, o meio futebolístico não pode ser tratado de forma diferente “Quando eu quero, no meio futebolístico, ofender um jogador de futebol, eu jogo uma banana nos pés dele, ou eu faço um barulho de macaco. Isso em todo e qualquer lugar do mundo.. Por que só no Rio Grande do Sul o termo macaco seria diferente? O caso Aranha está aí para mostrar que não é diferente”",Não foram encontradas mais informações sobre o caso.,Redes Sociais,Internet,09/03/21,,,,,,,
