0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
40,/oliveira/profil/spieler/269686,Oliveira,Oliveira,/oliveira/profil/spieler/269686,Oliveira,Goalkeeper,36,€300k,Brazil,/gremio-novorizontino-sp-/startseite/verein/37474/saison_id/2018,,/gremio-novorizontino-sp-/startseite/verein/37474/saison_id/2018,,/gremio-novorizontino-sp-/startseite/verein/37474/saison_id/2018,Novorizontino,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2018,Paulistão A1 - Primeira Fase,/guarani-fc-sp-/startseite/verein/1755/saison_id/2018,,/guarani-fc-sp-/startseite/verein/1755/saison_id/2018,,/guarani-fc-sp-/startseite/verein/1755/saison_id/2018,Guarani,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2018,Série B,loan transfer
41,/caio-vinicius-pirana/profil/spieler/541232,Caio Vinicius Pirana,Caio Vinicius Pirana,/caio-vinicius-pirana/profil/spieler/541232,Caio Vinicius Pirana,Goalkeeper,19,€75k,Brazil,/ac-campodarsego/startseite/verein/39711/saison_id/2018,,/ac-campodarsego/startseite/verein/39711/saison_id/2018,,/ac-campodarsego/startseite/verein/39711/saison_id/2018,Campodarsego,/serie-d-girone-c/transfers/wettbewerb/IT4C/saison_id/2018,Serie D - C,/fc-bologna/startseite/verein/1025/saison_id/2018,,/fc-bologna/startseite/verein/1025/saison_id/2018,,/fc-bologna/startseite/verein/1025/saison_id/2018,Bologna,/serie-a/transfers/wettbewerb/IT1/saison_id/2018,Serie A,€100k
42,/joao-gabriel/profil/spieler/228049,João Gabriel,João Gabriel,/joao-gabriel/profil/spieler/228049,João Gabriel,Goalkeeper,26,-,Brazil,/cianorte-futebol-clube-pr-/startseite/verein/16837/saison_id/2018,,/cianorte-futebol-clube-pr-/startseite/verein/16837/saison_id/2018,,/cianorte-futebol-clube-pr-/startseite/verein/16837/saison_id/2018,Cianorte,Brazil,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2018,,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2018,,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2018,EC Vitória,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2018,Série B,€70k,
1,/neto/profil/spieler/111819,Neto,Neto,/neto/profil/spieler/111819,Neto,Goalkeeper,29,€18.00m,Brazil,/fc-valencia/startseite/verein/1049/saison_id/2019,,/fc-valencia/startseite/verein/1049/saison_id/2019,,/fc-valencia/startseite/verein/1049/saison_id/2019,Valencia,/laliga/transfers/wettbewerb/ES1/saison_id/2019,LaLiga,/fc-barcelona/startseite/verein/131/saison_id/2019,,/fc-barcelona/startseite/verein/131/saison_id/2019,,/fc-barcelona/startseite/verein/131/saison_id/2019,Barcelona,/laliga/transfers/wettbewerb/ES1/saison_id/2019,LaLiga,€26.00m
2,/gabriel-brazao/profil/spieler/371247,Gabriel Brazão,Gabriel Brazão,/gabriel-brazao/profil/spieler/371247,Gabriel Brazão,Goalkeeper,18,€2.00m,Brazil,/parma-calcio-1913/startseite/verein/130/saison_id/2019,,/parma-calcio-1913/startseite/verein/130/saison_id/2019,,/parma-calcio-1913/startseite/verein/130/saison_id/2019,Parma,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,/inter-mailand/startseite/verein/46/saison_id/2019,,/inter-mailand/startseite/verein/46/saison_id/2019,,/inter-mailand/startseite/verein/46/saison_id/2019,Inter,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,€6.30m
3,/leo-jardim/profil/spieler/288415,Léo Jardim,Léo Jardim,/leo-jardim/profil/spieler/288415,Léo Jardim,Goalkeeper,24,€1.00m,Brazil,/rio-ave-fc/startseite/verein/2425/saison_id/2019,,/rio-ave-fc/startseite/verein/2425/saison_id/2019,,/rio-ave-fc/startseite/verein/2425/saison_id/2019,Rio Ave,/liga-nos/transfers/wettbewerb/PO1/saison_id/2019,Liga NOS,/losc-lille/startseite/verein/1082/saison_id/2019,,/losc-lille/startseite/verein/1082/saison_id/2019,,/losc-lille/startseite/verein/1082/saison_id/2019,LOSC Lille,/ligue-1/transfers/wettbewerb/FR1/saison_id/2019,Ligue 1,€6.00m
4,/cleiton/profil/spieler/468247,Cleiton,Cleiton,/cleiton/profil/spieler/468247,Cleiton,Goalkeeper,22,€3.00m,Brazil,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,Atlético-MG,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/red-bull-bragantino/startseite/verein/8793/saison_id/2019,,/red-bull-bragantino/startseite/verein/8793/saison_id/2019,,/red-bull-bragantino/startseite/verein/8793/saison_id/2019,RB Bragantino,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,€5.00m
5,/tiago-volpi/profil/spieler/227671,Tiago Volpi,Tiago Volpi,/tiago-volpi/profil/spieler/227671,Tiago Volpi,Goalkeeper,29,€3.00m,Brazil,/queretaro-fc/startseite/verein/4961/saison_id/2019,,/queretaro-fc/startseite/verein/4961/saison_id/2019,,/queretaro-fc/startseite/verein/4961/saison_id/2019,Querétaro FC,/liga-mx-apertura/transfers/wettbewerb/MEXA/saison_id/2019,Liga MX Apertura,/fc-sao-paulo/startseite/verein/585/saison_id/2019,,/fc-sao-paulo/startseite/verein/585/saison_id/2019,,/fc-sao-paulo/startseite/verein/585/saison_id/2019,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,€4.50m
6,/gabriel-brazao/profil/spieler/371247,Gabriel Brazão,Gabriel Brazão,/gabriel-brazao/profil/spieler/371247,Gabriel Brazão,Goalkeeper,19,€1.80m,Brazil,/inter-mailand/startseite/verein/46/saison_id/2019,,/inter-mailand/startseite/verein/46/saison_id/2019,,/inter-mailand/startseite/verein/46/saison_id/2019,Inter,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,/albacete-balompie/startseite/verein/1532/saison_id/2019,,/albacete-balompie/startseite/verein/1532/saison_id/2019,,/albacete-balompie/startseite/verein/1532/saison_id/2019,Albacete,/laliga2/transfers/wettbewerb/ES2/saison_id/2019,2ª División,loan transfer
7,/jandrei/profil/spieler/512344,Jandrei,Jandrei,/jandrei/profil/spieler/512344,Jandrei,Goalkeeper,26,€1.80m,Brazil,/genua-cfc/startseite/verein/252/saison_id/2019,,/genua-cfc/startseite/verein/252/saison_id/2019,,/genua-cfc/startseite/verein/252/saison_id/2019,Genoa,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,/club-athletico-paranaense/startseite/verein/679/saison_id/2019,,/club-athletico-paranaense/startseite/verein/679/saison_id/2019,,/club-athletico-paranaense/startseite/verein/679/saison_id/2019,Athletico-PR,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,loan transfer
8,/wilson/profil/spieler/54323,Wilson,Wilson,/wilson/profil/spieler/54323,Wilson,Goalkeeper,35,€1.50m,Brazil,/coritiba-fc/startseite/verein/776/saison_id/2019,,/coritiba-fc/startseite/verein/776/saison_id/2019,,/coritiba-fc/startseite/verein/776/saison_id/2019,Coritiba FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,Atlético-MG,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,loan transfer
9,/leo-jardim/profil/spieler/288415,Léo Jardim,Léo Jardim,/leo-jardim/profil/spieler/288415,Léo Jardim,Goalkeeper,24,€1.00m,Brazil,/gremio-porto-alegre/startseite/verein/210/saison_id/2019,,/gremio-porto-alegre/startseite/verein/210/saison_id/2019,,/gremio-porto-alegre/startseite/verein/210/saison_id/2019,Grêmio,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/rio-ave-fc/startseite/verein/2425/saison_id/2019,,/rio-ave-fc/startseite/verein/2425/saison_id/2019,,/rio-ave-fc/startseite/verein/2425/saison_id/2019,Rio Ave,/liga-nos/transfers/wettbewerb/PO1/saison_id/2019,Liga NOS,€1.00m
10,/vanderlei/profil/spieler/68727,Vanderlei,Vanderlei,/vanderlei/profil/spieler/68727,Vanderlei,Goalkeeper,35,€1.00m,Brazil,/fc-santos/startseite/verein/221/saison_id/2019,,/fc-santos/startseite/verein/221/saison_id/2019,,/fc-santos/startseite/verein/221/saison_id/2019,Santos,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/gremio-porto-alegre/startseite/verein/210/saison_id/2019,,/gremio-porto-alegre/startseite/verein/210/saison_id/2019,,/gremio-porto-alegre/startseite/verein/210/saison_id/2019,Grêmio,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,€650k
11,/tadeu/profil/spieler/258367,Tadeu,Tadeu,/tadeu/profil/spieler/258367,Tadeu,Goalkeeper,27,€1.00m,Brazil,/associacao-ferroviaria-de-esportes-sp-/startseite/verein/15882/saison_id/2019,,/associacao-ferroviaria-de-esportes-sp-/startseite/verein/15882/saison_id/2019,,/associacao-ferroviaria-de-esportes-sp-/startseite/verein/15882/saison_id/2019,Ferroviária,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2019,Paulistão A1 - Primeira Fase,/goias-ec/startseite/verein/3197/saison_id/2019,,/goias-ec/startseite/verein/3197/saison_id/2019,,/goias-ec/startseite/verein/3197/saison_id/2019,Goiás,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,€220k
12,/gabriel/profil/spieler/79242,Gabriel,Gabriel,/gabriel/profil/spieler/79242,Gabriel,Goalkeeper,26,€1.00m,Brazil,/ac-perugia-calcio/startseite/verein/839/saison_id/2019,,/ac-perugia-calcio/startseite/verein/839/saison_id/2019,,/ac-perugia-calcio/startseite/verein/839/saison_id/2019,Perugia,/serie-b/transfers/wettbewerb/IT2/saison_id/2019,Serie B,/us-lecce/startseite/verein/1005/saison_id/2019,,/us-lecce/startseite/verein/1005/saison_id/2019,,/us-lecce/startseite/verein/1005/saison_id/2019,Lecce,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,free transfer
13,/jean/profil/spieler/371231,Jean,Jean,/jean/profil/spieler/371231,Jean,Goalkeeper,24,€1.00m,Brazil,/fc-sao-paulo/startseite/verein/585/saison_id/2019,,/fc-sao-paulo/startseite/verein/585/saison_id/2019,,/fc-sao-paulo/startseite/verein/585/saison_id/2019,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2019,,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2019,,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2019,Atlético-GO,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,loan transfer
14,/muriel/profil/spieler/27349,Muriel,Muriel,/muriel/profil/spieler/27349,Muriel,Goalkeeper,32,€800k,Brazil,/belenenses-sad/startseite/verein/2457/saison_id/2019,,/belenenses-sad/startseite/verein/2457/saison_id/2019,,/belenenses-sad/startseite/verein/2457/saison_id/2019,B SAD,/liga-nos/transfers/wettbewerb/PO1/saison_id/2019,Liga NOS,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2019,,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2019,,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2019,Fluminense,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,free transfer
15,/vana-alves/profil/spieler/212198,Vaná Alves,Vaná Alves,/vana-alves/profil/spieler/212198,Vaná Alves,Goalkeeper,28,€800k,Brazil,/fc-porto/startseite/verein/720/saison_id/2019,,/fc-porto/startseite/verein/720/saison_id/2019,,/fc-porto/startseite/verein/720/saison_id/2019,FC Porto,/liga-nos/transfers/wettbewerb/PO1/saison_id/2019,Liga NOS,/fc-famalicao/startseite/verein/3329/saison_id/2019,,/fc-famalicao/startseite/verein/3329/saison_id/2019,,/fc-famalicao/startseite/verein/3329/saison_id/2019,Famalicão,/liga-nos/transfers/wettbewerb/PO1/saison_id/2019,Liga NOS,loan transfer
16,/caique/profil/spieler/384159,Caíque,Caíque,/caique/profil/spieler/384159,Caíque,Goalkeeper,22,€800k,Brazil,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2019,,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2019,,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2019,EC Vitória,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,CSA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,loan transfer
17,/denis/profil/spieler/75102,Denis,Denis,/denis/profil/spieler/75102,Denis,Goalkeeper,32,€750k,Brazil,/figueirense-fc/startseite/verein/4064/saison_id/2019,,/figueirense-fc/startseite/verein/4064/saison_id/2019,,/figueirense-fc/startseite/verein/4064/saison_id/2019,Figueirense FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/gil-vicente-fc/startseite/verein/2424/saison_id/2019,,/gil-vicente-fc/startseite/verein/2424/saison_id/2019,,/gil-vicente-fc/startseite/verein/2424/saison_id/2019,Gil Vicente,/liga-nos/transfers/wettbewerb/PO1/saison_id/2019,Liga NOS,free transfer
18,/nicolas/profil/spieler/99523,Nícolas,Nícolas,/nicolas/profil/spieler/99523,Nícolas,Goalkeeper,31,€700k,Brazil,/hellas-verona/startseite/verein/276/saison_id/2019,,/hellas-verona/startseite/verein/276/saison_id/2019,,/hellas-verona/startseite/verein/276/saison_id/2019,Hellas Verona,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,/udinese-calcio/startseite/verein/410/saison_id/2019,,/udinese-calcio/startseite/verein/410/saison_id/2019,,/udinese-calcio/startseite/verein/410/saison_id/2019,Udinese Calcio,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,?
19,/neto-volpi/profil/spieler/202959,Neto Volpi,Neto Volpi,/neto-volpi/profil/spieler/202959,Neto Volpi,Goalkeeper,27,€650k,Brazil,/cd-america-de-cali/startseite/verein/2352/saison_id/2019,,/cd-america-de-cali/startseite/verein/2352/saison_id/2019,,/cd-america-de-cali/startseite/verein/2352/saison_id/2019,CD América,/liga-dimayor-i/transfers/wettbewerb/COLP/saison_id/2019,Liga Dimayor,/shimizu-s-pulse/startseite/verein/1062/saison_id/2019,,/shimizu-s-pulse/startseite/verein/1062/saison_id/2019,,/shimizu-s-pulse/startseite/verein/1062/saison_id/2019,Shimizu S-Pulse,/j1-league/transfers/wettbewerb/JAP1/saison_id/2019,J1 League,?
20,/rafael/profil/spieler/68097,Rafael,Rafael,/rafael/profil/spieler/68097,Rafael,Goalkeeper,30,€500k,Brazil,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2019,,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2019,,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2019,Cruzeiro,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,,/clube-atletico-mineiro/startseite/verein/330/saison_id/2019,Atlético-MG,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,free transfer
21,/joao-carlos/profil/spieler/68408,João Carlos,João Carlos,/joao-carlos/profil/spieler/68408,João Carlos,Goalkeeper,31,€500k,Brazil,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,CSA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/cuiaba-ec-mt-/startseite/verein/28022/saison_id/2019,,/cuiaba-ec-mt-/startseite/verein/28022/saison_id/2019,,/cuiaba-ec-mt-/startseite/verein/28022/saison_id/2019,Cuiabá-MT,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,free transfer
22,/thiago-rodrigues/profil/spieler/76139,Thiago Rodrigues,Thiago Rodrigues,/thiago-rodrigues/profil/spieler/76139,Thiago Rodrigues,Goalkeeper,31,€500k,Brazil,/parana-clube/startseite/verein/309/saison_id/2019,,/parana-clube/startseite/verein/309/saison_id/2019,,/parana-clube/startseite/verein/309/saison_id/2019,Paraná,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,,/centro-sportivo-alagoano-al-/startseite/verein/18545/saison_id/2019,CSA,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,free transfer
23,/fernando-de-jesus/profil/spieler/101552,Fernando de Jesus,Fernando de Jesus,/fernando-de-jesus/profil/spieler/101552,Fernando de Jesus,Goalkeeper,35,€500k,Brazil,/machine-sazi-tabriz/startseite/verein/27818/saison_id/2019,,/machine-sazi-tabriz/startseite/verein/27818/saison_id/2019,,/machine-sazi-tabriz/startseite/verein/27818/saison_id/2019,Machine Sazi,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2019,Persian Gulf Pro League,/pars-jonoubi-jam/startseite/verein/44255/saison_id/2019,,/pars-jonoubi-jam/startseite/verein/44255/saison_id/2019,,/pars-jonoubi-jam/startseite/verein/44255/saison_id/2019,Pars Jam,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2019,Persian Gulf Pro League,free transfer
24,/rafael-cabral/profil/spieler/103916,Rafael Cabral,Rafael Cabral,/rafael-cabral/profil/spieler/103916,Rafael Cabral,Goalkeeper,29,€500k,Brazil,/sampdoria-genua/startseite/verein/1038/saison_id/2019,,/sampdoria-genua/startseite/verein/1038/saison_id/2019,,/sampdoria-genua/startseite/verein/1038/saison_id/2019,Sampdoria,/serie-a/transfers/wettbewerb/IT1/saison_id/2019,Serie A,/fc-reading/startseite/verein/1032/saison_id/2019,,/fc-reading/startseite/verein/1032/saison_id/2019,,/fc-reading/startseite/verein/1032/saison_id/2019,Reading,/championship/transfers/wettbewerb/GB2/saison_id/2019,Championship,free transfer
25,/giovanni/profil/spieler/116420,Giovanni,Giovanni,/giovanni/profil/spieler/116420,Giovanni,Goalkeeper,32,€500k,Brazil,/guarani-fc-sp-/startseite/verein/1755/saison_id/2019,,/guarani-fc-sp-/startseite/verein/1755/saison_id/2019,,/guarani-fc-sp-/startseite/verein/1755/saison_id/2019,Guarani,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2019,,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2019,,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2019,Paysandu,Brazil,free transfer,
26,/giovanni/profil/spieler/116420,Giovanni,Giovanni,/giovanni/profil/spieler/116420,Giovanni,Goalkeeper,32,€500k,Brazil,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2019,,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2019,,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2019,Paysandu,/campeonato-brasileiro-serie-c/transfers/pokalwettbewerb/BRA3/saison_id/2019,Série C,/esporte-clube-agua-santa-sp-/startseite/verein/45176/saison_id/2019,,/esporte-clube-agua-santa-sp-/startseite/verein/45176/saison_id/2019,,/esporte-clube-agua-santa-sp-/startseite/verein/45176/saison_id/2019,Água Santa-SP,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2019,Paulistão A1 - Primeira Fase,free transfer
27,/uilson/profil/spieler/181777,Uilson,Uilson,/uilson/profil/spieler/181777,Uilson,Goalkeeper,25,€500k,Brazil,/clube-atletico-mineiro-b/startseite/verein/16655/saison_id/2019,,/clube-atletico-mineiro-b/startseite/verein/16655/saison_id/2019,,/clube-atletico-mineiro-b/startseite/verein/16655/saison_id/2019,Atlético-MG B,Brazil,/coimbra-esporte-clube-ltda-mg-/startseite/verein/27323/saison_id/2019,,/coimbra-esporte-clube-ltda-mg-/startseite/verein/27323/saison_id/2019,,/coimbra-esporte-clube-ltda-mg-/startseite/verein/27323/saison_id/2019,Coimbra,Brazil,free transfer,,
28,/marcos/profil/spieler/351229,Marcos,Marcos,/marcos/profil/spieler/351229,Marcos,Goalkeeper,26,€500k,Brazil,/goias-ec/startseite/verein/3197/saison_id/2019,,/goias-ec/startseite/verein/3197/saison_id/2019,,/goias-ec/startseite/verein/3197/saison_id/2019,Goiás,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/parana-clube/startseite/verein/309/saison_id/2019,,/parana-clube/startseite/verein/309/saison_id/2019,,/parana-clube/startseite/verein/309/saison_id/2019,Paraná,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,loan transfer
29,/ricardo-friedrich/profil/spieler/372201,Ricardo Friedrich,Ricardo Friedrich,/ricardo-friedrich/profil/spieler/372201,Ricardo Friedrich,Goalkeeper,26,€500k,Brazil,/fk-bodo-glimt/startseite/verein/501/saison_id/2019,,/fk-bodo-glimt/startseite/verein/501/saison_id/2019,,/fk-bodo-glimt/startseite/verein/501/saison_id/2019,Bodø/Glimt,/eliteserien/transfers/wettbewerb/NO1/saison_id/2019,Eliteserien,/mke-ankaragucu/startseite/verein/868/saison_id/2019,,/mke-ankaragucu/startseite/verein/868/saison_id/2019,,/mke-ankaragucu/startseite/verein/868/saison_id/2019,Ankaragücü,/super-lig/transfers/wettbewerb/TR1/saison_id/2019,Süper Lig,free transfer
30,/luiz-felipe/profil/spieler/573907,Luiz Felipe,Luiz Felipe,/luiz-felipe/profil/spieler/573907,Luiz Felipe,Goalkeeper,22,€500k,Brazil,/zorya-lugansk/startseite/verein/10690/saison_id/2019,,/zorya-lugansk/startseite/verein/10690/saison_id/2019,,/zorya-lugansk/startseite/verein/10690/saison_id/2019,Zorya Lugansk,/premier-liga/transfers/wettbewerb/UKR1/saison_id/2019,Premier Liga,/clube-esportivo-aimore-rs-/startseite/verein/29501/saison_id/2019,,/clube-esportivo-aimore-rs-/startseite/verein/29501/saison_id/2019,,/clube-esportivo-aimore-rs-/startseite/verein/29501/saison_id/2019,Aimoré,/campeonato-gaucho-2-ordm-turno-grupo/transfers/wettbewerb/BRga/saison_id/2019,Gauchão - 2º Turno,free transfer
31,/felipe/profil/spieler/52880,Felipe,Felipe,/felipe/profil/spieler/52880,Felipe,Goalkeeper,35,€400k,Brazil,/kisvarda-fc/startseite/verein/30613/saison_id/2019,,/kisvarda-fc/startseite/verein/30613/saison_id/2019,,/kisvarda-fc/startseite/verein/30613/saison_id/2019,Kisvárda,/nemzeti-bajnoksag/transfers/wettbewerb/UNG1/saison_id/2019,NB I.,/botafogo-futebol-clube-pb-/startseite/verein/17964/saison_id/2019,,/botafogo-futebol-clube-pb-/startseite/verein/17964/saison_id/2019,,/botafogo-futebol-clube-pb-/startseite/verein/17964/saison_id/2019,Botafogo-PB,/campeonato-brasileiro-serie-c/transfers/pokalwettbewerb/BRA3/saison_id/2019,Série C,free transfer
32,/agenor/profil/spieler/74584,Agenor,Agenor,/agenor/profil/spieler/74584,Agenor,Goalkeeper,30,€400k,Brazil,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2019,,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2019,,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2019,Fluminense,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/criciuma-esporte-clube/startseite/verein/7178/saison_id/2019,,/criciuma-esporte-clube/startseite/verein/7178/saison_id/2019,,/criciuma-esporte-clube/startseite/verein/7178/saison_id/2019,Criciúma EC,/campeonato-brasileiro-serie-c/transfers/pokalwettbewerb/BRA3/saison_id/2019,Série C,free transfer
33,/sidao/profil/spieler/91953,Sidão,Sidão,/sidao/profil/spieler/91953,Sidão,Goalkeeper,37,€400k,Brazil,/goias-ec/startseite/verein/3197/saison_id/2019,,/goias-ec/startseite/verein/3197/saison_id/2019,,/goias-ec/startseite/verein/3197/saison_id/2019,Goiás,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/figueirense-fc/startseite/verein/4064/saison_id/2019,,/figueirense-fc/startseite/verein/4064/saison_id/2019,,/figueirense-fc/startseite/verein/4064/saison_id/2019,Figueirense FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,loan transfer
34,/emerson/profil/spieler/149582,Emerson,Emerson,/emerson/profil/spieler/149582,Emerson,Goalkeeper,37,€400k,Brazil,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2019,,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2019,,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2019,Londrina-PR,/campeonato-brasileiro-serie-c/transfers/pokalwettbewerb/BRA3/saison_id/2019,Série C,/brunei-dpmm-fc/startseite/verein/14320/saison_id/2019,,/brunei-dpmm-fc/startseite/verein/14320/saison_id/2019,,/brunei-dpmm-fc/startseite/verein/14320/saison_id/2019,DPMM FC,/singapore-premier-league/transfers/wettbewerb/SIN1/saison_id/2019,Premier League,free transfer
35,/vagner/profil/spieler/200455,Vagner,Vagner,/vagner/profil/spieler/200455,Vagner,Goalkeeper,30,€400k,Brazil,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2019,,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2019,,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2019,Palmeiras,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2019,Série A,/chapecoense/startseite/verein/17776/saison_id/2019,,/chapecoense/startseite/verein/17776/saison_id/2019,,/chapecoense/startseite/verein/17776/saison_id/2019,Chapecoense,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2019,Série B,free transfer
36,/tony-batista/profil/spieler/347017,Tony Batista,Tony Batista,/tony-batista/profil/spieler/347017,Tony Batista,Goalkeeper,26,€400k,Brazil,/leixoes-sc/startseite/verein/3345/saison_id/2019,,/leixoes-sc/startseite/verein/3345/saison_id/2019,,/leixoes-sc/startseite/verein/3345/saison_id/2019,Leixões,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2019,LigaPro,/cd-cova-piedade/startseite/verein/25817/saison_id/2019,,/cd-cova-piedade/startseite/verein/25817/saison_id/2019,,/cd-cova-piedade/startseite/verein/25817/saison_id/2019,Cova Piedade,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2019,LigaPro,?
