0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
13,/gabriel/profil/spieler/79242,Gabriel,Gabriel,/gabriel/profil/spieler/79242,Gabriel,Goalkeeper,25,€1.00m,Brazil,/ac-mailand/startseite/verein/5/saison_id/2017,,/ac-mailand/startseite/verein/5/saison_id/2017,,/ac-mailand/startseite/verein/5/saison_id/2017,AC Milan,/serie-a/transfers/wettbewerb/IT1/saison_id/2017,Serie A,/fc-empoli/startseite/verein/749/saison_id/2017,,/fc-empoli/startseite/verein/749/saison_id/2017,,/fc-empoli/startseite/verein/749/saison_id/2017,FC Empoli,/serie-b/transfers/wettbewerb/IT2/saison_id/2017,Serie B,loan transfer
14,/marcelo-valverde/profil/spieler/103747,Marcelo Valverde,Marcelo Valverde,/marcelo-valverde/profil/spieler/103747,Marcelo Valverde,Goalkeeper,27,€800k,Brazil,/nacional-futebol-clube-am-/startseite/verein/22782/saison_id/2017,,/nacional-futebol-clube-am-/startseite/verein/22782/saison_id/2017,,/nacional-futebol-clube-am-/startseite/verein/22782/saison_id/2017,Nacional-AM,Brazil,/bragantino-clube-do-para-pa-/startseite/verein/66814/saison_id/2017,,/bragantino-clube-do-para-pa-/startseite/verein/66814/saison_id/2017,,/bragantino-clube-do-para-pa-/startseite/verein/66814/saison_id/2017,Bragantino-PA,Brazil,?,,
15,/denis/profil/spieler/75102,Denis,Denis,/denis/profil/spieler/75102,Denis,Goalkeeper,30,€750k,Brazil,/fc-sao-paulo/startseite/verein/585/saison_id/2017,,/fc-sao-paulo/startseite/verein/585/saison_id/2017,,/fc-sao-paulo/startseite/verein/585/saison_id/2017,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/figueirense-fc/startseite/verein/4064/saison_id/2017,,/figueirense-fc/startseite/verein/4064/saison_id/2017,,/figueirense-fc/startseite/verein/4064/saison_id/2017,Figueirense FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,free transfer
16,/renan-ribeiro/profil/spieler/95142,Renan Ribeiro,Renan Ribeiro,/renan-ribeiro/profil/spieler/95142,Renan Ribeiro,Goalkeeper,27,€750k,Brazil,/fc-sao-paulo/startseite/verein/585/saison_id/2017,,/fc-sao-paulo/startseite/verein/585/saison_id/2017,,/fc-sao-paulo/startseite/verein/585/saison_id/2017,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/gd-estoril-praia/startseite/verein/1465/saison_id/2017,,/gd-estoril-praia/startseite/verein/1465/saison_id/2017,,/gd-estoril-praia/startseite/verein/1465/saison_id/2017,Estoril Praia,/liga-nos/transfers/wettbewerb/PO1/saison_id/2017,Liga NOS,free transfer
17,/muriel/profil/spieler/27349,Muriel,Muriel,/muriel/profil/spieler/27349,Muriel,Goalkeeper,30,€700k,Brazil,/sc-internacional-porto-alegre-b/startseite/verein/15466/saison_id/2017,,/sc-internacional-porto-alegre-b/startseite/verein/15466/saison_id/2017,,/sc-internacional-porto-alegre-b/startseite/verein/15466/saison_id/2017,Inter B,Brazil,/cf-os-belenenses/startseite/verein/68608/saison_id/2017,,/cf-os-belenenses/startseite/verein/68608/saison_id/2017,,/cf-os-belenenses/startseite/verein/68608/saison_id/2017,Belenenses,/liga-nos/transfers/wettbewerb/PO1/saison_id/2017,Liga NOS,free transfer,
18,/joao-carlos/profil/spieler/68408,João Carlos,João Carlos,/joao-carlos/profil/spieler/68408,João Carlos,Goalkeeper,29,€600k,Brazil,/aa-ponte-preta/startseite/verein/1134/saison_id/2017,,/aa-ponte-preta/startseite/verein/1134/saison_id/2017,,/aa-ponte-preta/startseite/verein/1134/saison_id/2017,Ponte Preta,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/clube-de-regatas-brasil-al-/startseite/verein/11449/saison_id/2017,,/clube-de-regatas-brasil-al-/startseite/verein/11449/saison_id/2017,,/clube-de-regatas-brasil-al-/startseite/verein/11449/saison_id/2017,CRB,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,free transfer
19,/aranha/profil/spieler/75071,Aranha,Aranha,/aranha/profil/spieler/75071,Aranha,Goalkeeper,37,€600k,Brazil,/aa-ponte-preta/startseite/verein/1134/saison_id/2017,,/aa-ponte-preta/startseite/verein/1134/saison_id/2017,,/aa-ponte-preta/startseite/verein/1134/saison_id/2017,Ponte Preta,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/avai-fc-sc-/startseite/verein/2035/saison_id/2017,,/avai-fc-sc-/startseite/verein/2035/saison_id/2017,,/avai-fc-sc-/startseite/verein/2035/saison_id/2017,Avaí FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,free transfer
20,/vagner/profil/spieler/200455,Vagner,Vagner,/vagner/profil/spieler/200455,Vagner,Goalkeeper,28,€600k,Brazil,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,Palmeiras,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2017,,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2017,,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2017,Londrina-PR,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,loan transfer
21,/vagner/profil/spieler/200455,Vagner,Vagner,/vagner/profil/spieler/200455,Vagner,Goalkeeper,28,€600k,Brazil,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,Palmeiras,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/ituano-futebol-clube-sp-/startseite/verein/4773/saison_id/2017,,/ituano-futebol-clube-sp-/startseite/verein/4773/saison_id/2017,,/ituano-futebol-clube-sp-/startseite/verein/4773/saison_id/2017,Ituano,/campeonato-paulista-serie-a1-trofeu-independen/transfers/pokalwettbewerb/BCP2/saison_id/2017,Troféu Independência,loan transfer
22,/conrado/profil/spieler/265796,Conrado,Conrado,/conrado/profil/spieler/265796,Conrado,Goalkeeper,27,€500k,Brazil,/villa-nova-atletico-clube-mg-/startseite/verein/5215/saison_id/2017,,/villa-nova-atletico-clube-mg-/startseite/verein/5215/saison_id/2017,,/villa-nova-atletico-clube-mg-/startseite/verein/5215/saison_id/2017,Villa Nova,Brazil,/boldklubben-af-1893/startseite/verein/947/saison_id/2017,,/boldklubben-af-1893/startseite/verein/947/saison_id/2017,,/boldklubben-af-1893/startseite/verein/947/saison_id/2017,B.93,/2-division-abstiegsrunde/transfers/wettbewerb/DKDA/saison_id/2017,KanalSport Div K,?,
23,/conrado/profil/spieler/265796,Conrado,Conrado,/conrado/profil/spieler/265796,Conrado,Goalkeeper,27,€500k,Brazil,/sampaio-correa-futebol-e-esporte-rj-/startseite/verein/40120/saison_id/2017,,/sampaio-correa-futebol-e-esporte-rj-/startseite/verein/40120/saison_id/2017,,/sampaio-correa-futebol-e-esporte-rj-/startseite/verein/40120/saison_id/2017,Sampaio-RJ,Brazil,/villa-nova-atletico-clube-mg-/startseite/verein/5215/saison_id/2017,,/villa-nova-atletico-clube-mg-/startseite/verein/5215/saison_id/2017,,/villa-nova-atletico-clube-mg-/startseite/verein/5215/saison_id/2017,Villa Nova,Brazil,?,,
24,/oliveira/profil/spieler/269686,Oliveira,Oliveira,/oliveira/profil/spieler/269686,Oliveira,Goalkeeper,35,€450k,Brazil,/ituano-futebol-clube-sp-/startseite/verein/4773/saison_id/2017,,/ituano-futebol-clube-sp-/startseite/verein/4773/saison_id/2017,,/ituano-futebol-clube-sp-/startseite/verein/4773/saison_id/2017,Ituano,/campeonato-paulista-serie-a1-trofeu-independen/transfers/pokalwettbewerb/BCP2/saison_id/2017,Troféu Independência,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,Juventude,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,?
25,/julio-cesar/profil/spieler/28502,Júlio César,Júlio César,/julio-cesar/profil/spieler/28502,Júlio César,Goalkeeper,33,€400k,Brazil,/santa-cruz-futebol-clube-pe-/startseite/verein/1785/saison_id/2017,,/santa-cruz-futebol-clube-pe-/startseite/verein/1785/saison_id/2017,,/santa-cruz-futebol-clube-pe-/startseite/verein/1785/saison_id/2017,Santa Cruz-PE,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/red-bull-brasil-sp-/startseite/verein/22767/saison_id/2017,,/red-bull-brasil-sp-/startseite/verein/22767/saison_id/2017,,/red-bull-brasil-sp-/startseite/verein/22767/saison_id/2017,Red Bull,/campeonato-paulista-serie-a1-trofeu-independen/transfers/pokalwettbewerb/BCP2/saison_id/2017,Troféu Independência,?
26,/victor-golas/profil/spieler/122844,Victor Golas,Victor Golas,/victor-golas/profil/spieler/122844,Victor Golas,Goalkeeper,26,€400k,Brazil,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2017,,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2017,,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2017,Londrina-PR,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/clube-atletico-linense-sp-/startseite/verein/20132/saison_id/2017,,/clube-atletico-linense-sp-/startseite/verein/20132/saison_id/2017,,/clube-atletico-linense-sp-/startseite/verein/20132/saison_id/2017,Linense,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2017,Paulistão A1 - Primeira Fase,?
27,/emerson/profil/spieler/149582,Emerson,Emerson,/emerson/profil/spieler/149582,Emerson,Goalkeeper,35,€400k,Brazil,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2017,,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2017,,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2017,Paysandu,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/joinville-ec-sc-/startseite/verein/3330/saison_id/2017,,/joinville-ec-sc-/startseite/verein/3330/saison_id/2017,,/joinville-ec-sc-/startseite/verein/3330/saison_id/2017,Joinville-SC,Brazil,free transfer,
28,/felipe-alves/profil/spieler/189682,Felipe Alves,Felipe Alves,/felipe-alves/profil/spieler/189682,Felipe Alves,Goalkeeper,29,€400k,Brazil,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2017,,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2017,,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2017,GO Audax,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2017,Paulistão A1 - Primeira Fase,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,Oeste,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,loan transfer
29,/david-becker/profil/spieler/371212,David Becker,David Becker,/david-becker/profil/spieler/371212,David Becker,Goalkeeper,22,€350k,Brazil,/internacional-de-lages/startseite/verein/46403/saison_id/2017,,/internacional-de-lages/startseite/verein/46403/saison_id/2017,,/internacional-de-lages/startseite/verein/46403/saison_id/2017,Inter de Lages,Brazil,/parana-clube/startseite/verein/309/saison_id/2017,,/parana-clube/startseite/verein/309/saison_id/2017,,/parana-clube/startseite/verein/309/saison_id/2017,Paraná,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,loan transfer,
30,/felipe-garcia/profil/spieler/52953,Felipe Garcia,Felipe Garcia,/felipe-garcia/profil/spieler/52953,Felipe Garcia,Goalkeeper,29,€300k,Brazil,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2017,,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2017,,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2017,Atlético-GO,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/moreirense-fc/startseite/verein/979/saison_id/2017,,/moreirense-fc/startseite/verein/979/saison_id/2017,,/moreirense-fc/startseite/verein/979/saison_id/2017,Moreirense,/liga-nos/transfers/wettbewerb/PO1/saison_id/2017,Liga NOS,free transfer
31,/luis-carlos/profil/spieler/54338,Luís Carlos,Luís Carlos,/luis-carlos/profil/spieler/54338,Luís Carlos,Goalkeeper,30,€300k,Brazil,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2017,,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2017,,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2017,Vila Nova FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/parana-clube/startseite/verein/309/saison_id/2017,,/parana-clube/startseite/verein/309/saison_id/2017,,/parana-clube/startseite/verein/309/saison_id/2017,Paraná,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,?
32,/luis-carlos/profil/spieler/54338,Luís Carlos,Luís Carlos,/luis-carlos/profil/spieler/54338,Luís Carlos,Goalkeeper,29,€300k,Brazil,/figueirense-fc/startseite/verein/4064/saison_id/2017,,/figueirense-fc/startseite/verein/4064/saison_id/2017,,/figueirense-fc/startseite/verein/4064/saison_id/2017,Figueirense FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2017,,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2017,,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2017,Vila Nova FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,?
33,/milton-raphael/profil/spieler/84363,Milton Raphael,Milton Raphael,/milton-raphael/profil/spieler/84363,Milton Raphael,Goalkeeper,26,€300k,Brazil,/macae-esporte-futebol-clube-rj-/startseite/verein/4906/saison_id/2017,,/macae-esporte-futebol-clube-rj-/startseite/verein/4906/saison_id/2017,,/macae-esporte-futebol-clube-rj-/startseite/verein/4906/saison_id/2017,Macaé,/campeonato-carioca-taca-guanabara/transfers/pokalwettbewerb/BRCG/saison_id/2017,Carioca - Taça Guanabara,/aa-portuguesa-rj-/startseite/verein/52517/saison_id/2017,,/aa-portuguesa-rj-/startseite/verein/52517/saison_id/2017,,/aa-portuguesa-rj-/startseite/verein/52517/saison_id/2017,Portuguesa-RJ,/campeonato-carioca-taca-guanabara/transfers/pokalwettbewerb/BRCG/saison_id/2017,Carioca - Taça Guanabara,?
34,/rodolfo/profil/spieler/102227,Rodolfo,Rodolfo,/rodolfo/profil/spieler/102227,Rodolfo,Goalkeeper,26,€300k,Brazil,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,Oeste,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2017,,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2017,,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2017,Fluminense,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,loan transfer
35,/rodolfo/profil/spieler/102227,Rodolfo,Rodolfo,/rodolfo/profil/spieler/102227,Rodolfo,Goalkeeper,26,€300k,Brazil,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,Atlético-PR,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,,/oeste-fc-sp-/startseite/verein/21829/saison_id/2017,Oeste,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,?
36,/richard-costa/profil/spieler/159893,Richard Costa,Richard Costa,/richard-costa/profil/spieler/159893,Richard Costa,Goalkeeper,26,€300k,Brazil,/esporte-clube-agua-santa-sp-/startseite/verein/45176/saison_id/2017,,/esporte-clube-agua-santa-sp-/startseite/verein/45176/saison_id/2017,,/esporte-clube-agua-santa-sp-/startseite/verein/45176/saison_id/2017,Água Santa-SP,Brazil,/parana-clube/startseite/verein/309/saison_id/2017,,/parana-clube/startseite/verein/309/saison_id/2017,,/parana-clube/startseite/verein/309/saison_id/2017,Paraná,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,?,
37,/gideao/profil/spieler/175247,Gideão,Gideão,/gideao/profil/spieler/175247,Gideão,Goalkeeper,29,€300k,Brazil,/tupi-football-club-mg-/startseite/verein/8294/saison_id/2017,,/tupi-football-club-mg-/startseite/verein/8294/saison_id/2017,,/tupi-football-club-mg-/startseite/verein/8294/saison_id/2017,Tupi,Brazil,/associacao-atletica-de-altos-pi-/startseite/verein/62794/saison_id/2017,,/associacao-atletica-de-altos-pi-/startseite/verein/62794/saison_id/2017,,/associacao-atletica-de-altos-pi-/startseite/verein/62794/saison_id/2017,Altos,/copa-do-nordeste-fase-de-grupos/transfers/wettbewerb/BRNE/saison_id/2017,Copa do Nordeste - Fase de Grupos,?,
38,/felipe-alves/profil/spieler/189682,Felipe Alves,Felipe Alves,/felipe-alves/profil/spieler/189682,Felipe Alves,Goalkeeper,29,€300k,Brazil,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2017,,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2017,,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2017,GO Audax,Brazil,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,Atlético-PR,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,?,
39,/huanderson/profil/spieler/190909,Huanderson,Huanderson,/huanderson/profil/spieler/190909,Huanderson,Goalkeeper,34,€300k,Brazil,/iraklis-thessaloniki/startseite/verein/47/saison_id/2017,,/iraklis-thessaloniki/startseite/verein/47/saison_id/2017,,/iraklis-thessaloniki/startseite/verein/47/saison_id/2017,Iraklis,Greece,/apollon-smyrnis/startseite/verein/441/saison_id/2017,,/apollon-smyrnis/startseite/verein/441/saison_id/2017,,/apollon-smyrnis/startseite/verein/441/saison_id/2017,Apollon Smyrnis,/super-league-1/transfers/wettbewerb/GR1/saison_id/2017,Super League 1,free transfer,
40,/jhonatan/profil/spieler/212216,Jhonatan,Jhonatan,/jhonatan/profil/spieler/212216,Jhonatan,Goalkeeper,26,€300k,Brazil,/joinville-ec-sc-/startseite/verein/3330/saison_id/2017,,/joinville-ec-sc-/startseite/verein/3330/saison_id/2017,,/joinville-ec-sc-/startseite/verein/3330/saison_id/2017,Joinville-SC,Brazil,/moreirense-fc/startseite/verein/979/saison_id/2017,,/moreirense-fc/startseite/verein/979/saison_id/2017,,/moreirense-fc/startseite/verein/979/saison_id/2017,Moreirense,/liga-nos/transfers/wettbewerb/PO1/saison_id/2017,Liga NOS,?,
41,/oliveira/profil/spieler/269686,Oliveira,Oliveira,/oliveira/profil/spieler/269686,Oliveira,Goalkeeper,36,€300k,Brazil,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,Juventude,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/gremio-novorizontino-sp-/startseite/verein/37474/saison_id/2017,,/gremio-novorizontino-sp-/startseite/verein/37474/saison_id/2017,,/gremio-novorizontino-sp-/startseite/verein/37474/saison_id/2017,Novorizontino,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2017,Paulistão A1 - Primeira Fase,?
42,/tony-batista/profil/spieler/347017,Tony Batista,Tony Batista,/tony-batista/profil/spieler/347017,Tony Batista,Goalkeeper,25,€300k,Brazil,/cf-uniao-madeira/startseite/verein/976/saison_id/2017,,/cf-uniao-madeira/startseite/verein/976/saison_id/2017,,/cf-uniao-madeira/startseite/verein/976/saison_id/2017,União Madeira,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2017,Ledman LigaPro,/leixoes-sc/startseite/verein/3345/saison_id/2017,,/leixoes-sc/startseite/verein/3345/saison_id/2017,,/leixoes-sc/startseite/verein/3345/saison_id/2017,Leixões,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2017,Ledman LigaPro,free transfer
43,/marcos/profil/spieler/351229,Marcos,Marcos,/marcos/profil/spieler/351229,Marcos,Goalkeeper,24,€300k,Brazil,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2017,,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2017,,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2017,Atlético-GO,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/goias-ec/startseite/verein/3197/saison_id/2017,,/goias-ec/startseite/verein/3197/saison_id/2017,,/goias-ec/startseite/verein/3197/saison_id/2017,Goiás,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,free transfer
44,/elias/profil/spieler/479211,Elias,Elias,/elias/profil/spieler/479211,Elias,Goalkeeper,22,€50k,Brazil,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,,/esporte-clube-juventude/startseite/verein/10492/saison_id/2017,Juventude,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/chapecoense/startseite/verein/17776/saison_id/2017,,/chapecoense/startseite/verein/17776/saison_id/2017,,/chapecoense/startseite/verein/17776/saison_id/2017,Chapecoense,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,€260k
45,/gianluca/profil/spieler/581915,Gianluca,Gianluca,/gianluca/profil/spieler/581915,Gianluca,Goalkeeper,21,-,Brazil,/figueirense-futebol-clube-u20/startseite/verein/16665/saison_id/2017,,/figueirense-futebol-clube-u20/startseite/verein/16665/saison_id/2017,,/figueirense-futebol-clube-u20/startseite/verein/16665/saison_id/2017,Figueirense U20,Brazil,/vejle-boldklub/startseite/verein/443/saison_id/2017,,/vejle-boldklub/startseite/verein/443/saison_id/2017,,/vejle-boldklub/startseite/verein/443/saison_id/2017,Vejle BK,/nordicbet-liga/transfers/wettbewerb/DK2/saison_id/2017,1.Division,€111k,
1,/alisson/profil/spieler/105470,Alisson,Alisson,/alisson/profil/spieler/105470,Alisson,Goalkeeper,25,€60.00m,Brazil,/as-rom/startseite/verein/12/saison_id/2018,,/as-rom/startseite/verein/12/saison_id/2018,,/as-rom/startseite/verein/12/saison_id/2018,AS Roma,/serie-a/transfers/wettbewerb/IT1/saison_id/2018,Serie A,/fc-liverpool/startseite/verein/31/saison_id/2018,,/fc-liverpool/startseite/verein/31/saison_id/2018,,/fc-liverpool/startseite/verein/31/saison_id/2018,Liverpool,/premier-league/transfers/wettbewerb/GB1/saison_id/2018,Premier League,€62.50m
2,/gabriel-brazao/profil/spieler/371247,Gabriel Brazão,Gabriel Brazão,/gabriel-brazao/profil/spieler/371247,Gabriel Brazão,Goalkeeper,18,€2.00m,Brazil,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2018,,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2018,,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2018,Cruzeiro,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2018,Série A,/parma-calcio-1913/startseite/verein/130/saison_id/2018,,/parma-calcio-1913/startseite/verein/130/saison_id/2018,,/parma-calcio-1913/startseite/verein/130/saison_id/2018,Parma,/serie-a/transfers/wettbewerb/IT1/saison_id/2018,Serie A,€6.00m
3,/marcelo-grohe/profil/spieler/52313,Marcelo Grohe,Marcelo Grohe,/marcelo-grohe/profil/spieler/52313,Marcelo Grohe,Goalkeeper,31,€4.00m,Brazil,/gremio-porto-alegre/startseite/verein/210/saison_id/2018,,/gremio-porto-alegre/startseite/verein/210/saison_id/2018,,/gremio-porto-alegre/startseite/verein/210/saison_id/2018,Grêmio,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2018,Série A,/al-ittihad-dschidda/startseite/verein/8023/saison_id/2018,,/al-ittihad-dschidda/startseite/verein/8023/saison_id/2018,,/al-ittihad-dschidda/startseite/verein/8023/saison_id/2018,Al-Ittihad,/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2018,Saudi Pro League,€2.65m
4,/tiago-volpi/profil/spieler/227671,Tiago Volpi,Tiago Volpi,/tiago-volpi/profil/spieler/227671,Tiago Volpi,Goalkeeper,28,€3.00m,Brazil,/queretaro-fc/startseite/verein/4961/saison_id/2018,,/queretaro-fc/startseite/verein/4961/saison_id/2018,,/queretaro-fc/startseite/verein/4961/saison_id/2018,Querétaro FC,/liga-mx-apertura/transfers/wettbewerb/MEXA/saison_id/2018,Liga MX Apertura,/fc-sao-paulo/startseite/verein/585/saison_id/2018,,/fc-sao-paulo/startseite/verein/585/saison_id/2018,,/fc-sao-paulo/startseite/verein/585/saison_id/2018,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2018,Série A,Loan fee:€440k
5,/jandrei/profil/spieler/512344,Jandrei,Jandrei,/jandrei/profil/spieler/512344,Jandrei,Goalkeeper,25,€900k,Brazil,/chapecoense/startseite/verein/17776/saison_id/2018,,/chapecoense/startseite/verein/17776/saison_id/2018,,/chapecoense/startseite/verein/17776/saison_id/2018,Chapecoense,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2018,Série A,/genua-cfc/startseite/verein/252/saison_id/2018,,/genua-cfc/startseite/verein/252/saison_id/2018,,/genua-cfc/startseite/verein/252/saison_id/2018,Genoa,/serie-a/transfers/wettbewerb/IT1/saison_id/2018,Serie A,€2.50m
6,/renan-ribeiro/profil/spieler/95142,Renan Ribeiro,Renan Ribeiro,/renan-ribeiro/profil/spieler/95142,Renan Ribeiro,Goalkeeper,28,€2.00m,Brazil,/gd-estoril-praia/startseite/verein/1465/saison_id/2018,,/gd-estoril-praia/startseite/verein/1465/saison_id/2018,,/gd-estoril-praia/startseite/verein/1465/saison_id/2018,Estoril Praia,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2018,Ledman LigaPro,/sporting-lissabon/startseite/verein/336/saison_id/2018,,/sporting-lissabon/startseite/verein/336/saison_id/2018,,/sporting-lissabon/startseite/verein/336/saison_id/2018,Sporting CP,/liga-nos/transfers/wettbewerb/PO1/saison_id/2018,Liga NOS,€1.10m
