,ID,nome_hifen,pe,data_nasc,local_nasc,cidadania,altura,convocacoes,gols_selecao
68,79242,Gabriel,right,"Sep 27, 1992 (32)",Unaí,"1, Brazil","1,94 m",2,0
69,52647,Julio-Cesar,right,"Sep 2, 1986 (38)",Guaramirin,"1, Brazil","1,91 m",0,0
70,270420,Joao-Ricardo,right,"Sep 6, 1988 (36)",Mariano Moro,"1, Brazil","1,86 m",0,0
71,106032,Everson,right,"Jul 22, 1990 (34)",Pindamonhangaba,"1, Brazil","1,92 m",0,0
72,103916,Rafael-Cabral,right,"May 20, 1990 (34)",Sorocaba,"3, Brazil, Portugal, United States","1,86 m",3,0
73,26231,Tiago-Cardoso,right,"May 8, 1984 (40)",Altos,"1, Brazil","1,86 m",0,0
74,212216,Jhonatan,right,"May 8, 1991 (33)",São Miguel do Oeste,"2, Brazil, Uzbekistan","1,90 m",0,0
75,438682,Daniel-Fuzato,right,"Jul 4, 1997 (27)",Santa Bárbara ...,"2, Brazil, Italy","1,90 m",0,0
76,68442,Vagner,right,"Jun 6, 1986 (38)",Araruna,"1, Brazil","1,86 m",0,0
77,159893,Richard-Costa,right,"Mar 1, 1991 (33)",São Paulo,"1, Brazil","1,86 m",0,0
78,541232,Caio-Vinicius-Pirana,N/A,"May 8, 1999 (25)",Sao Paulo,"2, Brazil, Italy",N/A,0,0
79,228049,Joao-Gabriel,right,"Mar 22, 1992 (32)",Aracaju,"1, Brazil","1,90 m",0,0
80,288415,Leo-Jardim,right,"Mar 20, 1995 (29)",Ribeirão Preto,"2, Brazil, Italy","1,88 m",0,0
81,468247,Cleiton,right,"Aug 19, 1997 (27)",Descanso,"1, Brazil","1,90 m",3,0
82,258367,Tadeu,right,"Feb 4, 1992 (32)",Joaquim Távora,"1, Brazil","1,84 m",0,0
83,68097,Rafael,left,"Jun 23, 1989 (35)",Coronel Fabriciano,"1, Brazil","1,92 m",0,0
84,76139,Thiago-Rodrigues,right,"Oct 20, 1988 (36)",Curitiba,"1, Brazil","1,89 m",0,0
85,116420,Giovanni,right,"Feb 5, 1987 (37)",Bauru,"1, Brazil","1,91 m",0,0
86,181777,Uilson,right,"Apr 28, 1994 (30)",Nanuque,"1, Brazil","1,86 m",2,0
87,372201,Ricardo-Friedrich,right,"Feb 18, 1993 (31)",Candelária,"3, Brazil, Germany, Sweden","1,88 m",0,0
88,573907,Luiz-Felipe,left,"Apr 24, 1997 (27)",Rio Grande,"1, Brazil","1,98 m",0,0
89,200455,Vagner,right,"Aug 24, 1989 (35)",Bom Sucesso do Sul,"2, Brazil, Italy","1,92 m",0,0
90,136574,Gustavo-Busatto,right,"Oct 23, 1990 (34)",Arroio do Tigre,"3, Brazil, Bulgaria, Italy","1,90 m",0,0
91,610408,Andre-Grandi,right,"May 2, 1997 (27)",Medianeira,"2, Brazil, Italy","1,93 m",0,0
92,175383,Helton-Leite,right,"Nov 2, 1990 (34)",Belo Horizonte,"3, Brazil, Portugal, Spain","1,96 m",0,0
93,662334,Marcelo-Pitaluga,right,"Dec 20, 2002 (22)",Niterói,"2, Brazil, Germany","1,93 m",0,0
94,255928,Jordi,right,"Sep 3, 1993 (31)",Rio de Janeiro,"1, Brazil","1,92 m",0,0
95,202959,Neto-Volpi,right,"Aug 1, 1992 (32)",Florianópolis,"2, Brazil, Colombia","1,90 m",0,0
96,723168,Maycon-Cleiton,right,"Nov 8, 1998 (26)",Cuiabá,"2, Brazil, Portugal","1,91 m",0,0
97,841263,Pedro-Rangel,right,"Jun 29, 2000 (24)",Nepomuceno,"1, Brazil","1,92 m",0,0
98,140811,Santos,right,"Mar 17, 1990 (34)",Campina Grande,"1, Brazil","1,88 m",0,0
99,364257,Ivan,right,"Jul 2, 1997 (27)",Rio das Pedras,"2, Brazil, Italy","1,96 m",0,0
100,412372,Lucao,right,"Feb 26, 2001 (23)",Barra Mansa,"1, Brazil","1,90 m",1,0
101,98930,Vladimir,right,"Jul 16, 1989 (35)",Ipiaú,"1, Brazil","1,91 m",0,0
102,273250,Luan-Polli,right,"Apr 6, 1993 (31)",Meleiro,"3, Brazil, Iran, Italy","1,89 m",0,0
103,387925,Ronaldo,right,"Aug 22, 1996 (28)",Salvador,"1, Brazil","1,94 m",0,0
104,412685,Cesar,right,"Feb 16, 1995 (29)",Uberaba,"1, Brazil","1,92 m",0,0
105,175172,Rafael-Martins,right,"Nov 29, 1991 (33)",Pariquera-Açu,"2, Brazil, Saudi Arabia","1,90 m",0,0
106,22415,Fabio,right,"Sep 30, 1980 (44)",Nobres,"2, Brazil, Italy","1,88 m",0,0
107,181773,Charles,right,"Feb 4, 1994 (30)",Belo Horizonte,"2, Brazil, Portugal","1,86 m",16,0
108,269860,Walter,right,"Nov 18, 1987 (37)",Jaú,"2, Brazil, Italy","1,88 m",0,0
109,408850,Caique-Franca,left,"Jun 3, 1995 (29)",São Paulo,"1, Brazil","1,86 m",0,0
110,645897,Gabriel-Mesquita,right,"Sep 14, 1998 (26)",Maceió,"1, Brazil","1,97 m",0,0
111,99523,Nicolas,right,"Apr 12, 1988 (36)",Colorado do Oeste,"2, Brazil, Italy","1,90 m",0,0
112,177776,Cesar,right,"Jan 27, 1992 (32)",Rio de Janeiro,"2, Brazil, Portugal","1,92 m",3,0
113,438431,Mauricio-Kozlinski,right,"Jun 18, 1991 (33)",Antonio Olinto,"1, Brazil","1,91 m",0,0
114,102227,Rodolfo,left,"Mar 19, 1991 (33)",Santos,"2, Brazil, Uruguay","1,89 m",0,0
115,530421,Daniel,right,"May 6, 1994 (30)",Barra do Garças,"2, Brazil, United States","1,88 m",0,0
116,515496,Mailson,right,"Aug 20, 1996 (28)",Girau do Ponciano,"2, Brazil, Saudi Arabia","1,97 m",0,0
117,284701,Samuel-Portugal,right,"Mar 29, 1994 (30)",Teixeira de Freitas,"2, Brazil, Portugal","1,88 m",0,0
118,352041,Lucas-Perri,right,"Dec 10, 1997 (27)",Campinas,"3, Brazil, France, Italy","1,97 m",0,0
119,608218,Phelipe-Megiolaro,right,"Feb 8, 1999 (25)",Campinas,"2, Brazil, Japan","1,85 m",0,0
120,401535,Gabriel-Batista,right,"Jun 3, 1998 (26)",São Gonçalo,"3, Brazil, Italy, Portugal","1,91 m",0,0
121,258369,Georgemy,right,"Aug 15, 1995 (29)",Americana,"2, Brazil, Italy","1,97 m",1,0
122,380478,Victor-Braga,right,"Feb 17, 1992 (32)",Salvador,"3, Brazil, Cyprus, Portugal","1,93 m",0,0
123,555201,Ygor-Vinhas,right,"Apr 15, 1994 (30)",Paracatu,"1, Brazil","1,92 m",0,0
124,349418,Mateus-Pasinato,right,"Jun 28, 1992 (32)",Concórdia,"2, Brazil, Italy","1,92 m",0,0
125,579207,Michael,left,"Apr 8, 1995 (29)",Serranópolis do ...,"1, Brazil","1,94 m",0,0
126,543103,Rodrigo-Moura,right,"Jan 25, 1996 (28)",Brasília,"2, Brazil, Portugal","1,98 m",0,0
127,592336,Max-Walef,right,"Oct 23, 1993 (31)",Teresina,"2, Brazil, Saudi Arabia","1,86 m",0,0
128,214701,Bruno,right,"Mar 16, 1994 (30)",São Paulo,"1, Brazil","1,97 m",0,0
129,997861,Kaua-Santos,right,"Apr 11, 2003 (21)",Vassouras,"2, Brazil, Germany","1,98 m",2,0
130,286772,Vinicius,right,"Mar 28, 1994 (30)",Guarulhos,"2, Brazil, Portugal","1,95 m",0,0
131,283166,Marcos-Felipe,right,"Apr 13, 1996 (28)",Linhares,"1, Brazil","1,88 m",6,0
132,432914,John-Victor,right,"Feb 13, 1996 (28)",Diadema,"2, Brazil, Portugal","1,97 m",0,0
133,432964,Tiepo,right,"Feb 8, 1998 (26)",São Domingos,"2, Brazil, Italy","1,84 m",0,0
134,14881,Marcelo-Carne,right,"Feb 6, 1990 (34)",Rio de Janeiro,"2, Brazil, Saudi Arabia","1,88 m",10,0
135,587179,Adilson-Maringa,right,"Aug 22, 1990 (34)",Maringá,"2, Brazil, Indonesia","1,94 m",0,0
136,476365,Renan-Braganca,right,"Nov 14, 1997 (27)",Porto Alegre,"1, Brazil","1,86 m",0,0
137,829850,Arthur-Augusto,right,"Aug 29, 1999 (25)",N/A,"2, Brazil, Indonesia","1,92 m",0,0
138,546217,Thiago-Couto,right,"Mar 26, 1999 (25)",São Paulo,"1, Brazil","1,88 m",0,0
139,384159,Caique,right,"Jul 31, 1997 (27)",Salvador,"1, Brazil","1,98 m",6,0
140,520093,Raul,right,"Jul 28, 1997 (27)",Tapera,"1, Brazil","1,90 m",0,0
141,691906,Bento,right,"Jun 10, 1999 (25)",Curitiba,"3, Brazil, Italy, Saudi Arabia","1,90 m",2,0
142,712107,Luiz-Junior,left,"Jan 14, 2001 (24)",Picos,"3, Brazil, Portugal, Spain","1,92 m",0,0
143,574901,Hugo-Souza,right,"Jan 31, 1999 (25)",Duque de Caxias,"1, Brazil","1,99 m",0,0
144,641458,Carlos-Miguel,left,"Oct 9, 1998 (26)",Cardoso Moreira,"2, Brazil, England","2,04 m",0,0
145,555016,Brenno,right,"Apr 1, 1999 (25)",Sorocaba,"2, Brazil, Italy","1,90 m",1,0
146,598974,Anderson,left,"Mar 5, 1998 (26)",Ribeirão Pires,"1, Brazil","1,90 m",0,0
147,50144,Cassio,left,"Jun 6, 1987 (37)",Veranópolis,"1, Brazil","1,95 m",1,0
148,323929,Bruno-Bertinato,left,"May 31, 1998 (26)",Curitiba,"2, Brazil, Italy","1,94 m",2,0
149,870390,Cesar-Augusto,right,"Aug 23, 2003 (21)",Adamantina,"3, Brazil, Italy, Portugal","1,94 m",0,0
