,ID,Perfil,Nome,Posição,Idade,Valor de Mercado,Nacionalidade,URL Clube Antigo,Clube Antigo,URL Liga Antiga,Liga Antiga,URL Clube Novo,Clube Novo,URL Liga Nova,Liga Nova,Valor Transferência,Ano da Tranferência,pe,data_nasc,local_nasc,cidadania,altura,convocacoes,gols_selecao,ano_stat,escalado,jogou,ppm,gols_para,assistencias,gols_contra,entrou,saiu,amarelo,amarelo_duplo,vermelho,gols_sofridos,clean_sheets,minutos
48,52880,/felipe/profil/spieler/52880,Felipe,Goalkeeper,34,950000,Brazil,/uberlandia-esporte-clube-mg-/startseite/verein/8825/saison_id/2018,Uberlândia,,Brazil,/kisvarda-fc/startseite/verein/30613/saison_id/2018,Kisvárda,/nemzeti-bajnoksag/transfers/wettbewerb/UNG1/saison_id/2018,NB I.,0,2018,right,"Feb 22, 1984 (40)",Rio de Janeiro,"2, Brazil, Luxembourg",1.89,3,0,2017,7,7,1.29,,0,,,,,,,12,2,630
49,52880,/felipe/profil/spieler/52880,Felipe,Goalkeeper,35,400000,Brazil,/kisvarda-fc/startseite/verein/30613/saison_id/2019,Kisvárda,/nemzeti-bajnoksag/transfers/wettbewerb/UNG1/saison_id/2019,NB I.,/botafogo-futebol-clube-pb-/startseite/verein/17964/saison_id/2019,Botafogo-PB,/campeonato-brasileiro-serie-c/transfers/pokalwettbewerb/BRA3/saison_id/2019,Série C,0,2019,right,"Feb 22, 1984 (40)",Rio de Janeiro,"2, Brazil, Luxembourg",1.89,3,0,2018,36,32,1.19,,0,,,,4,,,45,8,2880
50,68102,/renan/profil/spieler/68102,Renan,Goalkeeper,26,750000,Brazil,/botafogo-rio-de-janeiro/startseite/verein/537/saison_id/2015,Botafogo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2015,Série A,/avai-fc-sc-/startseite/verein/2035/saison_id/2015,Avaí FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,0,2015,right,"May 18, 1989 (35)",Rio de Janeiro,"2, Brazil, Bulgaria",1.9,0,0,2014,23,7,2.29,,0,,,,1,,,9,2,630
51,68102,/renan/profil/spieler/68102,Renan,Goalkeeper,27,1000000,Brazil,/avai-fc-sc-/startseite/verein/2035/saison_id/2016,Avaí FC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2016,Série A,/pfk-ludogorets-razgrad/startseite/verein/31614/saison_id/2016,Ludogorets,/efbet-liga/transfers/wettbewerb/BU1/saison_id/2016,efbet Liga,0,2016,right,"May 18, 1989 (35)",Rio de Janeiro,"2, Brazil, Bulgaria",1.9,0,0,2015,60,60,1.52,,0,,,,6,,,61,21,5400
52,68102,/renan/profil/spieler/68102,Renan,Goalkeeper,33,300000,Brazil,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2022,Atlético-GO,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2022,Série B,/sport-club-do-recife/startseite/verein/8718/saison_id/2022,Sport Recife,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2022,Série B,0,2022,right,"May 18, 1989 (35)",Rio de Janeiro,"2, Brazil, Bulgaria",1.9,0,0,2021,58,24,1.21,,0,,1,,2,,,35,5,2139
53,68102,/renan/profil/spieler/68102,Renan,Goalkeeper,35,300000,Brazil,/sport-club-do-recife/startseite/verein/8718/saison_id/2024,Sport Recife,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2024,Série B,/fc-santos/startseite/verein/221/saison_id/2024,Santos,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2024,Série B,0,2024,right,"May 18, 1989 (35)",Rio de Janeiro,"2, Brazil, Bulgaria",1.9,0,0,2023,10,3,2.33,,0,,,1,,,,1,2,225
54,20394,/artur-moraes/profil/spieler/20394,Artur Moraes,Goalkeeper,34,700000,Brazil,/benfica-lissabon/startseite/verein/294/saison_id/2015,Benfica,/liga-nos/transfers/wettbewerb/PO1/saison_id/2015,Liga NOS,/ankaraspor/startseite/verein/2944/saison_id/2015,Osmanlispor FK,/super-lig/transfers/wettbewerb/TR1/saison_id/2015,Süper Lig,0,2015,right,"Jan 25, 1981 (43)",Leme,"2, Brazil, Italy",1.93,0,0,2014,41,20,2.3,,0,,1,,1,,1,10,13,1677
55,44177,/rafael-bracali/profil/spieler/44177,Rafael Bracali,Goalkeeper,34,700000,Brazil,/panetolikos-gfs/startseite/verein/6418/saison_id/2015,Panetolikos,/super-league-1/transfers/wettbewerb/GR1/saison_id/2015,Super League 1,/fc-arouca/startseite/verein/8024/saison_id/2015,Arouca,/liga-nos/transfers/wettbewerb/PO1/saison_id/2015,Liga NOS,0,2015,right,"May 5, 1981 (43)",Santos,"2, Brazil, Portugal",1.85,0,0,2014,27,25,1.32,,0,,,,4,,,22,9,2250
56,103370,/adriano-facchini/profil/spieler/103370,Adriano Facchini,Goalkeeper,32,500000,Brazil,/gil-vicente-fc/startseite/verein/2424/saison_id/2015,Gil Vicente,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2015,Ledman LigaPro,/kardemir-karabukspor/startseite/verein/1506/saison_id/2015,Karabükspor,/1-lig/transfers/wettbewerb/TR2/saison_id/2015,1.Lig,0,2015,right,"Mar 12, 1983 (41)",Xaxim (SC),"2, Brazil, Italy",1.87,0,0,2014,42,39,0.9,,0,,,,4,,,68,5,3540
57,140604,/klever/profil/spieler/140604,Kléver,Goalkeeper,26,500000,Brazil,/fluminense-rio-de-janeiro/startseite/verein/2462/saison_id/2015,Fluminense,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2015,Série A,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2015,Atlético-GO,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,0,2015,right,"Jun 20, 1989 (35)",Mirassol,"1, Brazil",1.89,0,0,2014,23,1,3.0,,0,,,,,,,1,,90
58,269686,/oliveira/profil/spieler/269686,Oliveira,Goalkeeper,34,500000,Brazil,/clube-atletico-linense-sp-/startseite/verein/20132/saison_id/2015,Linense,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2015,Paulistão A1 - Primeira Fase,/joinville-ec-sc-/startseite/verein/3330/saison_id/2015,Joinville-SC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,0,2015,right,"Oct 17, 1981 (43)",Carlópolis,"1, Brazil",1.89,0,0,2014,41,9,0.44,,0,,,,,,,13,2,810
59,269686,/oliveira/profil/spieler/269686,Oliveira,Goalkeeper,34,500000,Brazil,/joinville-ec-sc-/startseite/verein/3330/saison_id/2015,Joinville-SC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,/clube-atletico-linense-sp-/startseite/verein/20132/saison_id/2015,Linense,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2015,Paulistão A1 - Primeira Fase,0,2015,right,"Oct 17, 1981 (43)",Carlópolis,"1, Brazil",1.89,0,0,2014,41,9,0.44,,0,,,,,,,13,2,810
60,54338,/luis-carlos/profil/spieler/54338,Luís Carlos,Goalkeeper,28,300000,Brazil,/ceara-sporting-club/startseite/verein/2029/saison_id/2015,Ceará SC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,/portuguesa-sao-paulo/startseite/verein/10247/saison_id/2015,Portuguesa,,Brazil,0,2015,right,"Jul 28, 1987 (37)",Curitiba,"1, Brazil",1.9,0,0,2014,62,51,1.76,,0,,1,1,8,,,52,19,4513
61,54338,/luis-carlos/profil/spieler/54338,Luís Carlos,Goalkeeper,28,300000,Brazil,/portuguesa-sao-paulo/startseite/verein/10247/saison_id/2016,Portuguesa,,Brazil,/guarani-fc-sp-/startseite/verein/1755/saison_id/2016,Guarani,,Brazil,0,2016,right,"Jul 28, 1987 (37)",Curitiba,"1, Brazil",1.9,0,0,2015,4,4,1.0,,0,,,1,,,,5,2,315
62,54338,/luis-carlos/profil/spieler/54338,Luís Carlos,Goalkeeper,29,300000,Brazil,/guarani-fc-sp-/startseite/verein/1755/saison_id/2016,Guarani,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,/figueirense-fc/startseite/verein/4064/saison_id/2016,Figueirense FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,0,2016,right,"Jul 28, 1987 (37)",Curitiba,"1, Brazil",1.9,0,0,2015,4,4,1.0,,0,,,1,,,,5,2,315
63,175247,/gideao/profil/spieler/175247,Gideão,Goalkeeper,27,300000,Brazil,/clube-nautico-capibaribe/startseite/verein/2646/saison_id/2015,Náutico,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,/boavista-porto-fc/startseite/verein/2503/saison_id/2015,Boavista,/liga-nos/transfers/wettbewerb/PO1/saison_id/2015,Liga NOS,0,2015,right,"Dec 19, 1987 (37)",Vitória,"1, Brazil",1.9,0,0,2014,24,1,3.0,,0,,,,,,,1,,90
64,212215,/ivan/profil/spieler/212215,Ivan,Goalkeeper,31,300000,Brazil,/paysandu-sport-club-pa-/startseite/verein/6347/saison_id/2015,Paysandu,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,/goias-ec/startseite/verein/3197/saison_id/2015,Goiás,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2015,Série B,0,2015,right,"Dec 12, 1984 (40)",Espinosa,"1, Brazil",1.87,0,0,2014,32,6,1.33,,0,,1,,3,,,8,,476
65,377799,/airton/profil/spieler/377799,Airton,Goalkeeper,21,0,Brazil,/esporte-clube-juventude/startseite/verein/10492/saison_id/2015,Juventude,/campeonato-gaucho/transfers/wettbewerb/BRRS/saison_id/2015,Campeonato Gaúcho,/red-bull-salzburg/startseite/verein/409/saison_id/2015,RB Salzburg,/bundesliga/transfers/wettbewerb/A1/saison_id/2015,Bundesliga,286000,2015,right,"May 29, 1994 (30)",São Marcos,"1, Brazil",1.88,0,0,2014,18,18,1.44,,0,,,,1,,,13,8,1620
66,33735,/pecanha/profil/spieler/33735,Peçanha,Goalkeeper,35,250000,Brazil,/petrolul-ploiesti/startseite/verein/9465/saison_id/2015,Petrolul,/liga-1/transfers/wettbewerb/RO1/saison_id/2015,Liga 1,/fc-viitorul-constanta/startseite/verein/29831/saison_id/2015,FC Viitorul,/liga-1/transfers/wettbewerb/RO1/saison_id/2015,Liga 1,10000,2015,left,"Jan 11, 1980 (45)",São Gonçalo,"2, Brazil, Portugal",1.81,0,0,2014,40,39,1.64,,0,,,,5,,,36,18,3510
67,105470,/alisson/profil/spieler/105470,Alisson,Goalkeeper,23,7000000,Brazil,/sc-internacional-porto-alegre/startseite/verein/6600/saison_id/2016,Internacional,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2016,Série A,/as-rom/startseite/verein/12/saison_id/2016,AS Roma,/serie-a/transfers/wettbewerb/IT1/saison_id/2016,Serie A,8000000,2016,right,"Oct 2, 1992 (32)",Novo Hamburgo,"2, Brazil, England",1.93,70,0,2015,21,21,2.0,,0,,,,1,,,8,15,1890
68,105470,/alisson/profil/spieler/105470,Alisson,Goalkeeper,25,60000000,Brazil,/as-rom/startseite/verein/12/saison_id/2018,AS Roma,/serie-a/transfers/wettbewerb/IT1/saison_id/2018,Serie A,/fc-liverpool/startseite/verein/31/saison_id/2018,Liverpool,/premier-league/transfers/wettbewerb/GB1/saison_id/2018,Premier League,62500000,2018,right,"Oct 2, 1992 (32)",Novo Hamburgo,"2, Brazil, England",1.93,70,0,2017,50,49,1.92,,0,,,,1,,,47,22,4410
69,53015,/marcelo-lomba/profil/spieler/53015,Marcelo Lomba,Goalkeeper,29,3250000,Brazil,/esporte-clube-bahia/startseite/verein/10010/saison_id/2016,EC Bahia,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,/sc-internacional-porto-alegre/startseite/verein/6600/saison_id/2016,Internacional,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2016,Série A,550000,2016,right,"Dec 18, 1986 (38)",Rio de Janeiro,"1, Brazil",1.89,0,0,2015,43,25,1.24,,0,,,,1,,,29,9,2250
70,53015,/marcelo-lomba/profil/spieler/53015,Marcelo Lomba,Goalkeeper,35,900000,Brazil,/sc-internacional-porto-alegre/startseite/verein/6600/saison_id/2021,Internacional,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2021,Palmeiras,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,0,2021,right,"Dec 18, 1986 (38)",Rio de Janeiro,"1, Brazil",1.89,0,0,2020,55,29,1.14,,0,,,,,,,36,5,2610
71,91953,/sidao/profil/spieler/91953,Sidão,Goalkeeper,34,1000000,Brazil,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2016,GO Audax,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2016,Paulistão A1 - Primeira Fase,/fc-sao-paulo/startseite/verein/585/saison_id/2016,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2016,Série A,140000,2016,right,"Dec 24, 1982 (42)",São Paulo,"1, Brazil",1.88,0,0,2015,57,46,1.67,,0,,2,,5,,,51,16,4018
72,91953,/sidao/profil/spieler/91953,Sidão,Goalkeeper,36,1000000,Brazil,/fc-sao-paulo/startseite/verein/585/saison_id/2018,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2018,Série A,/goias-ec/startseite/verein/3197/saison_id/2018,Goiás,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2018,Série A,0,2018,right,"Dec 24, 1982 (42)",São Paulo,"1, Brazil",1.88,0,0,2017,57,46,1.7,,0,,,,4,,,37,23,4140
73,101552,/fernando-de-jesus/profil/spieler/101552,Fernando de Jesus,Goalkeeper,31,1000000,Brazil,/esteghlal-khuzestan/startseite/verein/40472/saison_id/2016,Esteghlal Khz.,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2016,Persian Gulf Pro League,/gostaresh-foolad-fc/startseite/verein/31273/saison_id/2016,Gostaresh FC,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2016,Persian Gulf Pro League,0,2016,right,"Jul 7, 1984 (40)",Rio de Janeiro,"1, Brazil",1.89,0,0,2015,30,30,1.9,,0,,,,1,,,14,17,2700
74,101552,/fernando-de-jesus/profil/spieler/101552,Fernando de Jesus,Goalkeeper,33,500000,Brazil,/gostaresh-foolad-fc/startseite/verein/31273/saison_id/2018,Gostaresh FC,,Iran,/machine-sazi-tabriz/startseite/verein/27818/saison_id/2018,Machine Sazi,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2018,Persian Gulf Pro League,0,2018,right,"Jul 7, 1984 (40)",Rio de Janeiro,"1, Brazil",1.89,0,0,2017,32,31,1.39,,0,,,1,3,,,30,13,2775
75,101552,/fernando-de-jesus/profil/spieler/101552,Fernando de Jesus,Goalkeeper,35,500000,Brazil,/machine-sazi-tabriz/startseite/verein/27818/saison_id/2019,Machine Sazi,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2019,Persian Gulf Pro League,/pars-jonoubi-jam/startseite/verein/44255/saison_id/2019,Pars Jam,/persian-gulf-pro-league/transfers/wettbewerb/IRN1/saison_id/2019,Persian Gulf Pro League,0,2019,right,"Jul 7, 1984 (40)",Rio de Janeiro,"1, Brazil",1.89,0,0,2018,31,31,1.06,,0,,,,5,,,29,8,2850
76,45372,/gottardi/profil/spieler/45372,Gottardi,Goalkeeper,31,900000,Brazil,/cd-nacional/startseite/verein/982/saison_id/2016,Nacional,/liga-nos/transfers/wettbewerb/PO1/saison_id/2016,Liga NOS,/cs-maritimo/startseite/verein/1301/saison_id/2016,Marítimo,/liga-nos/transfers/wettbewerb/PO1/saison_id/2016,Liga NOS,0,2016,right,"Jul 22, 1985 (39)",Encantado,"2, Brazil, Portugal",1.93,0,0,2015,27,19,1.47,,0,,,2,2,,,22,8,1594
77,84467,/rafael/profil/spieler/84467,Rafael,Goalkeeper,34,600000,Brazil,/hellas-verona/startseite/verein/276/saison_id/2016,Hellas Verona,/serie-b/transfers/wettbewerb/IT2/saison_id/2016,Serie B,/cagliari-calcio/startseite/verein/1390/saison_id/2016,Cagliari Calcio,/serie-a/transfers/wettbewerb/IT1/saison_id/2016,Serie A,150000,2016,right,"Mar 3, 1982 (42)",São Paulo,"2, Brazil, Italy",1.87,0,0,2015,41,14,0.79,,0,,,,,,1,20,2,1190
78,101466,/marcio/profil/spieler/101466,Márcio,Goalkeeper,35,550000,Brazil,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2016,Atlético-GO,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,/goias-ec/startseite/verein/3197/saison_id/2016,Goiás,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,0,2016,right,"Jan 24, 1981 (43)",Aracaju,"1, Brazil",1.84,0,0,2015,28,21,1.48,1,0,,,1,2,,,28,6,1869
79,11858,/ricardo-berna/profil/spieler/11858,Ricardo Berna,Goalkeeper,37,400000,Brazil,/fortaleza-esporte-clube/startseite/verein/10870/saison_id/2016,Fortaleza,/copa-do-nordeste-fase-de-grupos/transfers/wettbewerb/BRNE/saison_id/2016,Copa do Nordeste - Fase de Grupos,/portuguesa-sao-paulo/startseite/verein/10247/saison_id/2016,Portuguesa,,Brazil,0,2016,right,"Jun 11, 1979 (45)",São Paulo,"2, Brazil, Portugal",1.89,0,0,2015,41,36,1.92,,0,,,1,5,,1,33,11,3175
80,91296,/assis/profil/spieler/91296,Assis,Goalkeeper,26,400000,Brazil,/vitoria-guimaraes-sc/startseite/verein/2420/saison_id/2016,Vit. Guimarães,/liga-nos/transfers/wettbewerb/PO1/saison_id/2016,Liga NOS,/leixoes-sc/startseite/verein/3345/saison_id/2016,Leixões,/liga-portugal-2/transfers/wettbewerb/PO2/saison_id/2016,Ledman LigaPro,0,2016,,"Oct 4, 1989 (35)",Garibaldi,"2, Brazil, Portugal",1.87,0,0,2015,21,6,1.17,,0,,,,,,1,10,,479
81,189682,/felipe-alves/profil/spieler/189682,Felipe Alves,Goalkeeper,28,400000,Brazil,/oeste-fc-sp-/startseite/verein/21829/saison_id/2016,Oeste,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,/gremio-osasco-audax-sp-/startseite/verein/16083/saison_id/2016,GO Audax,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2016,Paulistão A1 - Primeira Fase,0,2016,left,"May 21, 1988 (36)",São Paulo,"1, Brazil",1.87,0,0,2015,49,46,1.24,,0,,,3,,,1,55,15,4018
82,412610,/marcelo-rangel/profil/spieler/412610,Marcelo Rangel,Goalkeeper,28,400000,Brazil,/londrina-esporte-clube-pr-/startseite/verein/1693/saison_id/2016,Londrina-PR,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,/goias-ec/startseite/verein/3197/saison_id/2016,Goiás,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,0,2016,right,"May 17, 1988 (36)",Marechal Cândido ...,"1, Brazil",1.86,0,0,2015,39,38,1.5,,0,,,1,2,,,31,13,3387
83,53036,/edson/profil/spieler/53036,Édson,Goalkeeper,30,350000,Brazil,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2016,Vila Nova FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2016,Série B,/abc-futebol-clube-rn-/startseite/verein/7209/saison_id/2016,ABC FC,,Brazil,0,2016,right,"Sep 24, 1985 (39)",Unaí,"1, Brazil",1.89,0,0,2015,16,9,1.11,,0,,,,1,,,16,2,810
84,84363,/milton-raphael/profil/spieler/84363,Milton Raphael,Goalkeeper,25,300000,Brazil,/botafogo-rio-de-janeiro/startseite/verein/537/saison_id/2016,Botafogo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2016,Série A,/macae-esporte-futebol-clube-rj-/startseite/verein/4906/saison_id/2016,Macaé,/campeonato-carioca-taca-guanabara/transfers/pokalwettbewerb/BRCG/saison_id/2016,Carioca - Taça Guanabara,0,2016,right,"May 11, 1991 (33)",Volta Redonda,"1, Brazil",1.9,3,0,2015,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,84363,/milton-raphael/profil/spieler/84363,Milton Raphael,Goalkeeper,27,300000,Brazil,/aa-portuguesa-rj-/startseite/verein/52517/saison_id/2018,Portuguesa-RJ,/campeonato-carioca-taca-guanabara/transfers/pokalwettbewerb/BRCG/saison_id/2018,Carioca - Taça Guanabara,/vitoria-setubal-fc/startseite/verein/1085/saison_id/2018,Vitória Setúbal,/liga-nos/transfers/wettbewerb/PO1/saison_id/2018,Liga NOS,0,2018,right,"May 11, 1991 (33)",Volta Redonda,"1, Brazil",1.9,3,0,2017,11,11,1.45,,0,,,,1,,,12,4,990
86,42373,/diego-alves/profil/spieler/42373,Diego Alves,Goalkeeper,32,5000000,Brazil,/fc-valencia/startseite/verein/1049/saison_id/2017,Valencia,/laliga/transfers/wettbewerb/ES1/saison_id/2017,LaLiga,/flamengo-rio-de-janeiro/startseite/verein/614/saison_id/2017,Flamengo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,300000,2017,left,"Jun 24, 1985 (39)",Rio de Janeiro,"2, Brazil, Italy",1.87,10,0,2016,63,57,1.28,,0,1,,1,6,,,81,16,5060
87,42373,/diego-alves/profil/spieler/42373,Diego Alves,Goalkeeper,37,300000,Brazil,/vereinslos/startseite/verein/515/saison_id/2022,Without Club,,,/celta-vigo/startseite/verein/940/saison_id/2022,Celta de Vigo,/laliga/transfers/wettbewerb/ES1/saison_id/2022,LaLiga,0,2022,left,"Jun 24, 1985 (39)",Rio de Janeiro,"2, Brazil, Italy",1.87,10,0,2021,41,8,1.25,,0,,,1,,,,13,1,695
88,69400,/weverton/profil/spieler/69400,Weverton,Goalkeeper,30,4000000,Brazil,/club-athletico-paranaense/startseite/verein/679/saison_id/2017,Atlético-PR,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/se-palmeiras-sao-paulo/startseite/verein/1023/saison_id/2017,Palmeiras,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,500000,2017,right,"Dec 13, 1987 (37)",Rio Branco,"1, Brazil",1.89,10,0,2016,50,50,1.36,,0,,,,3,,,65,14,4500
89,371231,/jean/profil/spieler/371231,Jean,Goalkeeper,22,1750000,Brazil,/esporte-clube-bahia/startseite/verein/10010/saison_id/2017,EC Bahia,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/fc-sao-paulo/startseite/verein/585/saison_id/2017,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,1500000,2017,left,"Oct 26, 1995 (29)",Salvador,"2, Brazil, Paraguay",1.88,1,0,2016,42,42,1.36,,0,,,,4,,,50,13,3780
90,371231,/jean/profil/spieler/371231,Jean,Goalkeeper,26,1800000,Brazil,/fc-sao-paulo/startseite/verein/585/saison_id/2021,São Paulo,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,/club-cerro-porteno/startseite/verein/1214/saison_id/2021,Cerro Porteño,/primera-division-clausura/transfers/wettbewerb/PR1C/saison_id/2021,Primera División Clausura,1000000,2021,left,"Oct 26, 1995 (29)",Salvador,"2, Brazil, Paraguay",1.88,1,0,2020,25,25,1.8,,0,,,,3,,,16,15,2250
91,374094,/douglas-friedrich/profil/spieler/374094,Douglas Friedrich,Goalkeeper,29,1750000,Brazil,/corinthians-sao-paulo/startseite/verein/199/saison_id/2017,Corinthians,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/esporte-clube-bahia/startseite/verein/10010/saison_id/2017,EC Bahia,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,0,2017,right,"Dec 12, 1988 (36)",Candelária,"1, Brazil",1.94,0,0,2016,57,30,1.2,,0,,,,3,,,36,10,2700
92,374094,/douglas-friedrich/profil/spieler/374094,Douglas Friedrich,Goalkeeper,33,700000,Brazil,/esporte-clube-bahia/startseite/verein/10010/saison_id/2021,EC Bahia,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,/avai-fc-sc-/startseite/verein/2035/saison_id/2021,Avaí FC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,0,2021,right,"Dec 12, 1988 (36)",Candelária,"1, Brazil",1.94,0,0,2020,52,29,1.45,,0,,,,1,,,32,9,2610
93,374094,/douglas-friedrich/profil/spieler/374094,Douglas Friedrich,Goalkeeper,33,600000,Brazil,/avai-fc-sc-/startseite/verein/2035/saison_id/2022,Avaí FC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2022,Série A,/al-khaleej/startseite/verein/6070/saison_id/2022,Al-Khaleej,/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2022,Saudi Pro League,0,2022,right,"Dec 12, 1988 (36)",Candelária,"1, Brazil",1.94,0,0,2021,25,25,1.12,,0,,,2,2,,2,28,9,2079
94,374094,/douglas-friedrich/profil/spieler/374094,Douglas Friedrich,Goalkeeper,34,275000,Brazil,/al-khaleej/startseite/verein/6070/saison_id/2023,Al-Khaleej,/saudi-professional-league/transfers/wettbewerb/SA1/saison_id/2023,Saudi Pro League,/avai-fc-sc-/startseite/verein/2035/saison_id/2023,Avaí FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2023,Série B,0,2023,right,"Dec 12, 1988 (36)",Candelária,"1, Brazil",1.94,0,0,2022,44,22,0.91,,0,1,,,1,,,34,6,1980
95,291963,/fernando-miguel/profil/spieler/291963,Fernando Miguel,Goalkeeper,33,1250000,Brazil,/esporte-clube-vitoria/startseite/verein/2125/saison_id/2017,EC Vitória,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,/vasco-da-gama-rio-de-janeiro/startseite/verein/978/saison_id/2017,Vasco da Gama,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,0,2017,left,"Feb 2, 1985 (39)",Venâncio Aires,"2, Brazil, Germany",1.91,0,0,2016,38,35,1.23,,0,,,,3,,,47,10,3150
96,27364,/renan-soares/profil/spieler/27364,Renan Soares,Goalkeeper,32,1200000,Brazil,/goias-ec/startseite/verein/3197/saison_id/2017,Goiás,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2017,Série B,/ceara-sporting-club/startseite/verein/2029/saison_id/2017,Ceará SC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2017,Série A,0,2017,right,"Jan 24, 1985 (39)",Viamão,"1, Brazil",1.86,0,0,2016,15,1,1.0,,0,,,,1,,,1,,90
