,ID,ano_stat,escalado,jogou,ppm,gols_para,assistencias,gols_contra,entrou,saiu,amarelo,amarelo_duplo,vermelho,Gols_de_penalti,minutos_por_gol,minutos
211,286772,2022,15,-,,-,0,-,-,-,-,-,-,-,-,-
212,283166,2022,64,63,1.49,-,0,-,-,1,-,-,-,78,16,5.667'
213,432914,2022,37,14,2.21,-,0,-,-,-,3,-,1,10,5,1.260'
214,372201,2022,31,31,1.74,-,0,-,-,-,4,-,2,34,11,2.719'
215,608218,2022,14,2,,-,0,-,-,-,-,-,-,7,-,180'
216,408850,2022,38,38,1.03,-,0,-,-,-,7,-,-,37,16,3.420'
217,258369,2022,37,6,2.00,-,0,-,1,-,2,-,1,4,4,509'
218,432964,2022,6,1,,-,0,-,-,-,-,-,-,4,-,90'
219,645897,2022,22,4,2.25,-,0,-,-,-,1,-,-,3,3,360'
220,412685,2022,51,6,0.83,-,0,-,-,1,3,-,-,7,-,518'
221,14881,2022,22,16,1.06,-,0,-,-,-,4,-,-,27,2,1.470'
222,273250,2022,48,5,0.60,-,0,-,1,-,2,-,-,9,1,384'
223,349418,2022,75,27,1.56,-,0,-,-,1,3,-,-,42,5,2.385'
224,371247,2022,11,1,,-,0,-,1,-,-,-,-,3,-,18'
225,573907,2022,35,4,1.00,-,0,-,-,-,2,-,-,8,-,420'
226,579207,2022,55,45,1.09,-,0,-,-,-,7,-,1,54,12,4.037'
227,587179,2022,34,29,1.38,-,0,-,-,2,-,-,1,34,8,2.573'
228,374094,2022,44,22,0.91,-,0,1,-,-,1,-,-,34,6,1.980'
229,476365,2022,50,24,1.50,-,0,-,1,-,4,-,-,34,6,2.145'
230,829850,2022,34,17,1.47,1,0,-,-,-,-,-,-,21,5,1.530'
231,546217,2022,49,40,1.70,-,0,1,-,1,5,-,-,30,17,3.546'
232,384159,2022,49,34,1.59,-,0,-,-,-,2,1,-,42,8,3.025'
233,520093,2022,15,-,,-,0,-,-,-,-,-,-,-,-,-
234,691906,2023,28,27,1.96,-,0,-,-,-,1,-,-,16,14,2.430'
235,712107,2023,37,35,1.20,-,0,-,-,-,3,-,-,44,8,3.150'
236,574901,2023,68,61,1.36,-,0,1,-,-,8,-,-,88,16,5.490'
237,641458,2023,31,14,1.79,-,0,-,-,-,3,-,-,10,7,1.260'
238,79242,2023,48,48,1.33,-,0,-,-,-,6,-,1,68,10,4.275'
239,175383,2023,36,35,1.26,-,0,-,-,1,1,-,-,47,7,3.150'
240,555016,2023,39,33,1.09,-,0,-,-,1,2,-,-,40,7,2.940'
241,438682,2023,41,3,2.00,-,0,-,1,-,-,-,-,3,1,186'
242,598974,2023,64,21,1.71,-,0,-,-,-,2,-,-,22,10,1.890'
243,380478,2023,31,21,0.62,-,0,-,-,-,2,-,-,40,4,1.890'
244,52313,2023,24,19,1.95,-,0,1,-,-,-,-,-,18,9,1.710'
245,50144,2023,51,45,1.29,-,0,-,-,-,4,-,1,44,13,4.050'
246,14881,2023,41,23,1.26,-,0,1,-,-,3,-,1,29,8,2.070'
247,323929,2023,42,9,2.00,-,0,-,-,-,1,-,-,10,2,810'
248,258369,2023,52,1,,-,0,-,-,-,-,-,-,1,-,90'
249,645897,2023,52,8,1.75,-,0,-,-,-,-,-,-,7,2,720'
250,68102,2023,10,3,2.33,-,0,-,-,1,-,-,-,1,2,225'
251,175172,2023,34,33,1.79,-,0,-,-,1,6,-,-,30,11,2.946'
252,870390,2023,4,4,2.25,-,0,-,-,1,-,-,-,3,2,363'
