,ID,ano_stat,escalado,jogou,ppm,gols_para,assistencias,gols_contra,entrou,saiu,amarelo,amarelo_duplo,vermelho,Gols_de_penalti,minutos_por_gol,minutos
333,67955,2014,40,24,1.38,5,3,-,14,9,2,-,-,-,209',1.043'
334,70342,2014,31,21,1.52,6,1,-,5,7,6,-,1,1,228',1.367'
335,70784,2014,43,34,1.38,3,1,-,10,10,5,-,-,-,712',2.136'
336,105370,2014,19,17,1.65,5,-,-,4,6,2,-,-,1,226',1.128'
337,158488,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,205041,2014,33,25,1.08,-,-,1,12,9,2,-,-,-,-,1.240'
339,285319,2014,31,28,0.96,7,4,-,4,8,5,-,-,-,318',2.225'
340,147404,2014,30,30,1.37,8,3,-,3,12,6,-,-,1,290',2.323'
341,265660,2014,43,43,1.60,13,7,1,-,2,10,-,1,5,293',3.815'
342,84770,2014,25,23,1.22,2,4,-,14,6,3,-,-,-,444',888'
343,67966,2014,28,28,2.04,19,8,-,-,6,7,-,-,1,132',2.500'
344,84654,2014,27,24,1.38,1,1,-,13,6,4,-,-,-,1.170',1.170'
345,149244,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,183440,2014,33,33,0.64,9,1,-,7,5,10,1,-,2,274',2.465'
347,392809,2014,37,33,1.30,3,1,-,7,16,7,-,-,-,734',2.203'
348,15291,2014,33,29,1.90,8,3,-,-,10,8,-,1,3,300',2.402'
349,52692,2014,38,29,0.90,12,3,-,12,8,8,-,-,-,134',1.605'
350,54152,2014,3,3,1.33,-,1,-,3,-,-,-,-,-,-,59'
351,55317,2014,33,33,0.61,7,2,-,2,12,3,-,1,1,380',2.657'
352,67927,2014,27,19,1.26,3,4,-,6,11,1,-,-,1,355',1.064'
353,68403,2014,31,27,1.56,9,4,-,11,5,3,-,-,-,174',1.567'
354,79376,2014,44,38,1.45,9,-,-,8,5,2,-,1,-,307',2.759'
355,79950,2014,36,33,0.85,6,2,-,11,6,9,-,-,-,361',2.165'
356,179044,2014,7,6,0.33,-,-,-,6,-,-,-,-,-,-,160'
357,211270,2014,21,16,0.81,3,-,-,4,8,3,-,-,1,339',1.016'
358,271368,2014,14,9,1.44,-,-,-,2,2,2,-,-,-,-,665'
359,344627,2014,39,31,1.19,5,-,-,17,10,7,1,2,-,317',1.583'
360,348263,2014,33,24,1.50,3,-,-,14,1,2,-,-,-,418',1.253'
361,54276,2014,5,5,1.40,2,-,-,1,3,-,-,-,-,162',324'
362,75151,2014,36,33,1.15,13,4,-,3,14,3,-,-,3,199',2.584'
363,179001,2014,33,32,1.97,7,10,-,11,3,5,-,-,-,301',2.110'
364,147414,2014,32,30,1.97,4,-,-,5,18,7,-,-,-,501',2.002'
365,84970,2014,14,14,1.21,6,-,-,2,5,3,-,-,2,178',1.065'
366,108347,2014,27,26,1.62,19,2,-,-,10,11,-,-,4,109',2.065'
367,271861,2014,13,13,0.92,9,-,-,5,-,-,1,-,1,105',943'
368,411295,2014,1,-,,-,-,-,-,-,-,-,-,-,-,-
369,52931,2014,27,26,1.35,3,1,-,3,16,4,-,-,-,641',1.922'
370,80568,2014,20,18,0.94,5,1,-,1,-,1,-,-,1,306',1.531'
371,134371,2014,37,34,0.85,4,3,-,15,13,3,-,-,-,458',1.832'
372,165544,2014,46,40,1.70,7,3,-,8,11,9,-,-,1,419',2.935'
373,236202,2014,35,32,0.91,2,4,-,15,10,1,-,1,-,884',1.768'
374,80562,2015,47,47,2.09,27,26,-,1,11,16,-,-,10,151',4.074'
375,363205,2015,48,46,1.87,21,5,-,5,10,16,-,1,-,175',3.670'
376,244275,2015,30,29,2.07,12,1,-,2,15,8,-,-,1,193',2.310'
377,37579,2015,10,2,1.50,1,-,-,1,1,-,-,-,1,131',131'
378,469822,2015,20,13,2.23,7,1,-,1,6,-,-,1,-,136',950'
379,58345,2015,32,29,1.00,7,2,-,11,5,6,1,-,-,246',1.725'
380,221899,2015,36,34,1.71,6,2,-,17,9,2,-,-,-,287',1.722'
381,122155,2015,39,34,1.26,10,1,-,11,5,7,-,-,-,209',2.086'
382,103381,2015,35,35,1.31,14,2,-,5,8,5,-,-,-,196',2.738'
383,181781,2015,37,37,1.43,20,3,-,-,3,2,-,1,6,163',3.265'
384,53922,2015,50,45,1.20,11,4,1,20,8,8,-,-,1,227',2.499'
385,74758,2015,33,33,1.30,18,7,-,-,8,10,-,-,1,156',2.807'
386,48974,2015,34,29,1.41,6,4,-,14,7,5,-,-,1,246',1.476'
387,27376,2015,73,71,1.59,15,15,-,2,33,14,-,2,-,375',5.629'
388,353108,2015,14,9,0.89,-,2,-,5,3,1,-,-,-,-,402'
389,104509,2015,34,29,1.62,6,1,-,9,9,4,1,-,-,295',1.767'
390,27065,2015,52,51,2.00,24,10,-,20,15,3,-,-,8,131',3.154'
391,147841,2015,48,47,2.02,35,9,-,10,17,3,-,1,7,97',3.412'
392,371009,2015,37,37,1.51,11,6,-,-,6,7,-,-,-,295',3.246'
393,349583,2015,4,3,2.33,-,-,-,2,1,-,-,-,-,-,124'
394,41022,2015,27,27,1.81,7,7,-,1,12,2,-,1,-,302',2.116'
395,74194,2015,35,24,1.29,2,1,-,11,6,8,1,-,1,613',1.226'
396,110650,2015,27,24,1.00,8,2,-,2,5,1,-,-,1,235',1.876'
397,189602,2015,38,35,1.51,7,1,-,8,8,2,-,-,2,347',2.431'
398,27434,2015,6,4,,-,-,-,3,1,-,-,-,-,-,75'
399,42990,2015,9,9,1.56,2,-,-,-,3,3,-,-,-,356',712'
400,55286,2015,22,16,1.00,4,-,-,5,9,2,-,-,-,218',873'
401,58226,2015,1,1,,-,-,-,-,1,-,-,-,-,-,72'
402,73462,2015,14,13,1.62,3,-,-,3,6,1,-,-,-,284',852'
403,103585,2015,4,4,1.25,-,-,-,1,2,-,-,-,-,-,186'
404,106094,2015,44,29,1.10,8,2,-,16,5,2,-,-,-,164',1.311'
405,143439,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,143817,2015,36,33,1.42,13,3,-,11,11,2,-,2,3,140',1.818'
407,154901,2015,48,31,1.26,5,3,-,22,6,-,-,-,-,243',1.215'
408,155469,2015,12,12,0.50,2,1,-,3,3,1,-,-,1,437',874'
409,175230,2015,22,9,1.33,2,-,-,9,-,-,-,-,-,70',139'
410,176893,2015,3,-,,-,-,-,-,-,-,-,-,-,-,-
411,179043,2015,31,25,1.20,1,4,-,16,2,4,-,-,-,1.086',1.086'
412,180704,2015,13,11,1.82,2,-,-,9,4,1,-,-,-,186',372'
413,212114,2015,44,44,1.39,11,6,-,2,21,10,-,-,-,318',3.495'
414,236202,2015,39,26,0.62,2,-,-,15,5,3,-,1,-,588',1.175'
415,240578,2015,18,14,1.21,1,-,-,11,1,-,-,-,-,452',452'
416,257139,2015,44,39,1.56,16,4,-,15,9,10,-,1,3,144',2.311'
417,313968,2015,41,22,0.86,4,-,-,12,8,1,-,-,-,245',979'
418,323623,2015,30,14,1.14,-,-,-,7,3,6,-,-,-,-,767'
419,330042,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,404306,2015,30,27,1.15,3,1,-,4,12,2,1,-,-,623',1.869'
421,77098,2015,10,10,0.90,-,-,-,4,5,1,-,-,-,-,462'
422,55343,2015,30,29,1.66,5,3,-,3,13,4,-,1,1,403',2.014'
423,80815,2015,35,30,1.03,9,7,-,5,5,5,1,-,-,252',2.266'
424,116019,2015,16,14,1.07,1,-,-,3,2,4,-,1,-,1.065',1.065'
425,127642,2015,38,35,1.31,7,1,-,6,14,6,1,-,1,347',2.426'
426,135061,2015,29,28,1.75,7,-,-,2,18,6,1,-,3,294',2.057'
427,158843,2015,26,18,0.89,4,-,-,2,7,2,-,-,3,331',1.323'
428,166612,2015,16,12,1.08,1,-,-,8,3,2,-,-,-,516',516'
429,259857,2015,47,30,1.17,2,1,-,12,10,4,-,1,-,898',1.796'
430,267247,2015,6,4,0.50,1,-,-,3,1,1,-,-,-,192',192'
431,347394,2015,33,32,1.66,6,4,-,8,10,6,-,-,-,383',2.296'
432,334828,2015,42,35,1.83,4,2,-,17,15,3,-,-,-,397',1.589'
433,132061,2015,30,20,1.00,3,1,-,8,6,-,-,-,-,397',1.191'
434,15094,2015,17,11,1.82,-,-,-,10,1,1,-,-,-,-,275'
435,22452,2015,54,51,1.71,20,7,1,10,11,7,-,-,6,195',3.899'
436,58729,2015,17,17,1.29,6,1,-,-,1,3,-,-,1,254',1.525'
437,68541,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,72257,2015,9,4,1.00,-,-,-,3,-,-,-,-,-,-,174'
439,81457,2015,10,10,1.60,3,2,-,-,4,-,-,-,-,292',875'
440,108591,2015,46,33,1.67,7,-,-,18,10,7,1,-,-,235',1.646'
441,134242,2015,4,3,1.00,2,-,-,-,1,1,-,-,-,118',235'
442,157707,2015,16,10,1.30,-,-,-,7,-,1,-,-,-,-,418'
443,189880,2015,32,31,1.16,4,4,-,3,6,4,-,1,-,617',2.469'
444,212204,2015,35,35,1.26,9,1,-,9,9,4,-,-,1,289',2.600'
445,346767,2015,4,4,1.00,-,-,-,-,-,-,-,-,-,-,360'
446,374095,2015,23,15,1.27,2,-,-,8,7,-,-,-,-,277',554'
447,239033,2015,44,44,1.23,8,4,-,3,25,7,-,1,-,426',3.410'
448,38192,2015,37,35,1.20,5,2,-,10,12,4,-,2,-,445',2.223'
449,92691,2015,43,41,1.02,17,1,-,11,7,5,-,-,6,168',2.863'
450,100329,2015,1,1,,1,-,-,-,-,-,-,-,-,90',90'
451,101823,2015,37,34,1.21,6,-,-,5,10,3,-,-,-,426',2.554'
452,103793,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,150065,2015,11,11,0.91,-,-,-,3,2,-,-,-,-,-,674'
454,236231,2015,25,24,1.88,3,1,-,4,13,6,1,-,1,545',1.635'
455,245778,2015,45,35,1.20,7,2,-,12,12,5,-,-,-,288',2.013'
456,249941,2015,37,27,1.00,1,2,-,12,7,1,1,-,-,1.465',1.465'
457,347381,2015,5,4,0.25,-,-,-,4,-,-,-,-,-,-,70'
458,170788,2015,22,22,1.50,3,-,-,2,12,4,-,-,-,569',1.708'
459,12151,2015,11,6,0.50,-,-,-,3,2,-,-,-,-,-,305'
460,22945,2015,4,4,,2,-,-,-,1,-,-,-,-,163',326'
461,44173,2015,16,15,1.07,-,-,-,5,7,-,-,-,-,-,811'
462,52931,2015,16,12,2.17,2,1,-,7,4,-,-,-,-,276',551'
463,63399,2015,23,20,1.05,4,1,-,9,4,2,-,1,1,253',1.012'
464,65604,2015,30,30,1.03,4,3,-,2,6,6,-,-,-,628',2.511'
465,75254,2015,41,39,1.72,8,5,-,1,4,8,-,-,-,420',3.360'
466,125229,2015,14,14,1.00,4,3,-,2,9,3,-,-,-,241',963'
467,155109,2015,30,29,1.52,11,6,-,7,11,2,-,-,-,185',2.030'
468,155804,2015,31,31,1.71,12,2,1,2,7,7,-,-,-,216',2.586'
469,170385,2015,21,16,1.31,5,-,-,13,1,1,-,-,-,108',540'
470,178389,2015,44,32,1.25,4,1,-,14,14,4,-,-,-,419',1.675'
471,183646,2015,33,22,1.05,-,3,-,7,6,3,-,-,-,-,1.404'
472,191190,2015,11,9,1.11,1,-,-,-,7,-,1,-,-,564',564'
473,195993,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,199888,2015,31,26,1.54,9,3,-,7,11,5,-,-,-,189',1.703'
475,226119,2015,8,8,1.38,2,-,-,-,4,-,-,-,-,358',716'
476,234279,2015,21,15,1.27,1,-,-,14,1,2,-,-,-,382',382'
477,251509,2015,33,27,1.67,10,2,-,6,4,2,-,-,-,196',1.961'
478,282502,2015,21,20,1.25,-,-,-,11,6,8,-,-,-,-,1.018'
479,293941,2015,37,35,1.46,9,1,-,10,11,5,-,-,4,256',2.305'
480,385648,2015,19,18,0.67,5,1,-,4,5,3,-,-,1,252',1.259'
481,42005,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,87157,2015,10,6,1.50,-,-,-,6,1,-,-,1,-,-,131'
483,309827,2015,12,11,1.73,2,1,-,3,3,3,-,-,-,372',743'
484,451852,2015,7,5,0.60,-,1,-,4,1,-,-,-,-,-,146'
485,449151,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,77135,2015,5,3,1.00,-,-,-,3,1,-,-,-,-,-,34'
487,121990,2015,51,48,1.08,4,5,-,10,24,10,-,-,1,796',3.184'
488,213368,2015,31,25,1.20,3,1,-,8,17,10,-,-,-,449',1.346'
489,270959,2015,59,46,1.33,15,5,-,8,15,11,1,-,2,212',3.184'
490,18829,2015,17,13,1.38,4,-,-,4,7,1,-,-,-,203',813'
491,74249,2015,37,37,1.30,16,4,-,5,9,5,-,-,3,177',2.831'
492,187208,2015,41,40,1.43,13,6,-,6,25,3,-,1,-,206',2.682'
493,45593,2015,22,22,0.91,7,7,-,2,3,4,-,-,-,259',1.813'
494,423839,2015,14,14,1.29,1,-,-,5,5,1,-,-,-,771',771'
495,199472,2015,57,53,1.47,22,2,-,15,20,9,-,2,3,159',3.496'
496,32860,2015,37,33,2.24,13,3,-,5,11,3,-,-,1,192',2.501'
497,264284,2015,43,41,1.59,11,-,-,7,17,3,-,-,-,271',2.979'
498,175254,2015,20,20,1.75,20,5,-,-,6,3,-,-,4,86',1.722'
499,54044,2015,37,29,1.62,3,2,-,19,7,7,-,-,-,395',1.186'
500,59930,2015,39,30,1.27,1,1,-,13,5,5,-,-,-,1.826',1.826'
501,203087,2015,40,39,2.08,5,4,-,2,24,4,-,-,-,583',2.914'
502,175256,2015,50,45,1.36,11,1,-,18,18,3,-,-,-,221',2.433'
503,392809,2015,56,51,1.37,3,3,-,4,25,12,-,2,-,1.211',3.632'
504,77389,2015,7,6,0.17,1,1,-,2,2,1,-,-,-,316',316'
505,35245,2015,50,50,1.66,20,13,-,5,19,3,-,-,3,198',3.963'
506,99615,2015,28,26,1.38,6,-,-,12,11,3,-,-,-,223',1.340'
507,105370,2015,52,51,1.59,21,3,-,9,18,12,1,-,5,176',3.699'
508,92904,2015,24,23,2.39,7,-,-,6,3,2,-,1,-,243',1.698'
509,346065,2015,41,41,0.98,13,8,-,3,7,7,-,-,1,268',3.481'
510,22820,2015,26,13,0.77,3,-,-,11,1,2,-,-,1,108',323'
511,30505,2015,26,25,0.92,8,6,-,-,8,8,-,-,-,259',2.068'
512,52692,2015,39,35,1.60,9,-,-,10,11,3,-,-,-,253',2.277'
513,67560,2015,54,49,1.27,7,6,-,15,15,7,-,-,-,443',3.101'
514,70342,2015,51,45,1.49,22,4,-,8,7,12,-,-,3,151',3.325'
515,84970,2015,36,36,0.83,13,3,-,2,3,2,-,-,5,237',3.081'
516,137717,2015,38,32,1.06,3,1,-,17,8,8,1,-,-,525',1.574'
517,164997,2015,24,19,0.68,2,-,-,6,10,6,-,-,-,532',1.063'
518,98511,2015,47,47,1.40,15,4,-,2,6,9,1,-,-,269',4.040'
519,109131,2015,35,35,1.94,7,7,-,1,22,7,-,-,1,390',2.732'
520,232296,2015,51,49,1.29,12,4,-,4,34,4,-,-,1,302',3.628'
521,333913,2015,71,60,1.13,18,2,-,27,9,3,-,1,1,198',3.571'
522,99499,2015,31,31,1.32,20,1,1,3,10,5,-,1,6,124',2.479'
523,19082,2015,29,29,1.83,23,5,-,-,4,7,-,-,1,112',2.575'
524,41037,2015,14,14,1.50,4,2,-,3,2,4,-,-,-,258',1.031'
525,52850,2015,28,27,1.22,6,3,-,8,7,1,-,-,1,294',1.763'
526,75149,2015,9,9,1.11,5,-,-,2,3,3,-,-,-,133',665'
527,240773,2015,41,37,1.43,1,1,-,20,15,6,-,-,-,1.719',1.719'
528,351898,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,281827,2015,34,34,2.44,28,10,-,1,7,7,-,-,2,106',2.972'
530,37772,2015,36,36,0.94,16,1,-,2,14,5,-,-,4,176',2.816'
531,68845,2015,27,12,2.00,1,1,-,8,4,1,-,-,-,288',288'
532,70784,2015,34,32,1.56,7,-,-,6,8,1,-,-,-,327',2.291'
533,76474,2015,19,19,2.16,6,7,-,7,8,2,-,-,1,183',1.097'
534,79376,2015,53,39,1.21,8,1,-,10,20,3,-,1,1,310',2.481'
535,84654,2015,28,28,1.96,14,4,-,1,6,7,-,-,4,172',2.412'
536,109652,2015,27,14,1.50,1,1,-,7,6,3,-,-,-,618',618'
537,118304,2015,27,26,1.19,3,1,-,6,13,1,-,-,-,592',1.775'
538,164013,2015,26,19,1.21,2,2,-,9,5,1,-,-,-,471',941'
539,205041,2015,20,18,1.00,6,-,-,2,3,1,-,-,2,237',1.423'
540,271368,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,322811,2015,31,22,1.14,2,1,-,13,8,5,-,-,-,412',824'
542,379877,2015,34,11,1.73,1,-,-,6,4,1,-,-,-,485',485'
543,14102,2015,16,16,0.88,6,2,-,-,2,7,-,-,1,237',1.419'
544,65693,2015,48,44,1.32,12,-,-,1,19,6,-,1,2,267',3.199'
545,75085,2015,2,2,0.50,-,-,-,-,1,-,-,-,-,-,177'
546,229708,2015,20,20,0.25,8,-,-,4,2,2,-,-,4,193',1.545'
547,434052,2015,36,36,1.61,6,1,-,3,25,5,-,-,-,425',2.550'
548,131868,2015,35,34,1.29,8,5,-,16,8,1,-,-,-,232',1.853'
549,183440,2015,27,22,1.27,2,2,-,15,2,3,1,-,-,509',1.018'
550,262002,2015,41,33,1.55,6,-,-,14,17,2,-,1,-,282',1.691'
551,435046,2015,15,11,1.82,7,-,-,1,5,2,-,-,-,120',842'
552,227676,2015,33,33,0.88,5,7,-,1,11,13,-,-,-,536',2.680'
553,74306,2015,36,35,1.89,19,-,-,5,19,3,-,-,3,132',2.508'
554,74794,2015,30,30,1.37,10,7,-,1,2,5,-,-,4,257',2.568'
555,119131,2015,45,44,1.55,8,8,-,6,16,2,-,-,2,421',3.367'
556,68290,2016,46,45,2.22,20,26,-,-,5,14,-,1,4,199',3.972'
557,77100,2016,56,53,2.36,19,10,-,12,30,-,-,-,3,183',3.479'
558,378710,2016,36,36,1.67,15,6,-,3,14,11,-,-,3,198',2.970'
559,362844,2016,40,40,2.18,11,7,-,1,27,4,-,-,-,280',3.085'
560,34156,2016,61,61,2.00,25,6,-,3,14,7,1,-,2,205',5.130'
561,435485,2016,27,24,1.58,7,5,-,7,10,3,-,-,-,220',1.538'
562,347100,2016,50,46,2.04,14,12,-,2,12,10,-,-,-,278',3.886'
563,58345,2016,30,30,1.43,11,3,-,5,5,3,-,-,1,203',2.234'
564,236202,2016,29,28,2.04,5,11,-,14,8,5,-,-,-,309',1.546'
565,213619,2016,40,40,1.78,21,6,-,12,12,8,-,-,2,125',2.635'
566,243541,2016,65,57,1.46,14,3,-,11,11,16,-,1,-,296',4.143'
567,33315,2016,40,40,1.43,14,5,-,1,3,13,-,1,5,247',3.458'
568,22750,2016,2,2,1.00,-,-,-,2,-,-,-,-,-,-,39'
569,241163,2016,41,40,2.40,27,9,-,4,19,9,-,-,2,120',3.231'
570,270959,2016,60,59,1.56,32,3,-,1,22,19,-,-,11,150',4.809'
571,15511,2016,60,54,1.61,13,6,-,10,26,11,-,-,-,279',3.621'
572,193925,2016,25,25,1.76,14,2,-,2,4,1,-,-,4,146',2.044'
573,100122,2016,38,38,1.84,27,4,-,6,10,7,-,-,3,107',2.900'
574,187209,2016,39,27,1.70,1,-,-,18,5,1,-,1,-,950',950'
575,189602,2016,24,14,1.14,1,-,-,8,3,1,-,-,-,630',630'
576,276892,2016,24,23,1.70,18,10,-,-,3,4,-,-,1,114',2.055'
577,51323,2016,33,24,1.96,5,2,-,10,4,5,-,-,-,266',1.330'
578,26266,2016,16,13,1.62,3,3,-,5,6,4,-,-,2,236',709'
579,92904,2016,33,30,1.30,6,3,-,14,6,2,-,-,-,275',1.652'
580,101473,2016,41,38,1.34,5,3,-,3,7,8,-,-,-,616',3.082'
581,105370,2016,43,43,1.67,10,4,-,-,14,8,-,2,5,365',3.653'
582,109652,2016,27,17,1.12,1,2,-,11,7,2,-,-,-,653',653'
583,134371,2016,30,30,0.83,4,-,-,6,14,6,-,-,-,475',1.901'
584,134811,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,137710,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,148661,2016,38,38,1.58,17,5,-,-,4,2,-,-,5,199',3.386'
587,170385,2016,57,53,1.09,12,2,-,19,22,10,-,-,-,262',3.138'
588,227676,2016,37,37,1.89,6,9,-,2,16,10,-,-,-,501',3.006'
589,262002,2016,47,33,1.21,2,-,-,13,17,6,-,-,-,874',1.747'
590,270048,2016,31,31,2.23,11,4,-,5,13,2,-,-,-,206',2.264'
591,294576,2016,35,28,1.18,8,2,-,18,5,1,-,-,-,150',1.203'
592,313968,2016,15,14,2.00,2,1,-,7,4,-,-,-,-,329',658'
593,323623,2016,13,2,1.50,-,-,-,1,-,-,-,-,-,-,95'
594,330042,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,363842,2016,28,21,1.76,-,3,-,9,10,3,-,-,-,-,1.095'
596,379877,2016,6,1,3.00,-,-,-,1,-,-,-,-,-,-,53'
597,423839,2016,32,24,1.25,5,1,-,7,9,2,-,1,-,291',1.454'
598,520401,2016,19,13,1.46,1,-,-,2,7,1,-,-,-,953',953'
599,41022,2016,14,13,1.54,3,8,-,-,-,1,-,-,-,400',1.200'
600,57503,2016,47,29,1.34,4,3,-,19,4,2,-,-,1,278',1.112'
601,85312,2016,10,9,0.89,1,-,-,3,3,3,-,1,-,481',481'
602,86217,2016,31,31,1.81,3,6,-,10,21,8,-,-,-,548',1.645'
603,158843,2016,4,4,1.25,-,-,-,2,-,-,-,-,-,-,199'
604,166612,2016,10,7,1.00,-,2,-,7,-,1,-,-,-,-,159'
605,221437,2016,33,27,1.15,1,3,-,18,6,3,-,-,-,1.089',1.089'
606,236537,2016,44,42,1.55,9,4,-,25,13,2,-,1,1,208',1.873'
607,292348,2016,41,40,1.78,20,1,-,3,15,3,-,-,5,160',3.191'
608,30947,2016,35,35,1.49,27,4,-,4,6,2,-,-,11,101',2.732'
609,43143,2016,22,22,1.77,12,2,-,2,5,1,-,-,4,147',1.767'
610,53078,2016,20,5,1.40,-,-,-,4,1,-,-,-,-,-,86'
611,70784,2016,24,22,0.64,2,1,-,7,4,1,-,-,-,707',1.413'
612,71744,2016,24,24,1.29,5,2,-,4,2,7,-,-,-,397',1.983'
613,75207,2016,41,40,1.35,9,1,-,3,12,4,1,-,1,351',3.163'
614,92691,2016,33,32,1.53,17,3,-,1,3,1,-,-,-,165',2.808'
615,132061,2016,25,20,1.20,3,1,-,3,9,-,-,-,-,478',1.433'
616,134242,2016,12,11,1.64,7,-,-,1,2,1,-,-,-,131',914'
617,157707,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,180704,2016,20,12,1.33,-,-,-,6,4,1,-,-,-,-,567'
619,188959,2016,37,18,1.28,3,2,-,11,5,2,-,-,-,254',762'
620,191872,2016,39,35,1.23,3,-,-,9,19,5,-,1,-,700',2.101'
621,212204,2016,20,20,1.05,7,2,-,9,4,3,-,-,1,155',1.084'
622,229708,2016,32,30,1.33,8,2,-,10,20,4,-,-,4,190',1.519'
623,316260,2016,40,38,1.95,14,6,-,4,21,5,-,-,-,209',2.929'
624,347394,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,381724,2016,39,39,1.31,21,7,-,-,3,5,-,-,4,169',3.540'
626,404306,2016,44,26,1.46,-,-,-,14,11,1,-,-,-,-,1.034'
627,413297,2016,24,23,1.43,3,2,-,3,13,2,-,-,-,537',1.611'
628,339839,2016,36,36,1.33,7,4,-,1,9,3,-,-,1,440',3.083'
629,24702,2016,20,20,1.35,16,2,-,-,3,3,-,-,4,109',1.744'
630,58134,2016,30,30,1.40,12,3,-,3,3,6,-,-,-,201',2.413'
631,68087,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,68821,2016,18,7,1.43,-,1,-,6,-,-,-,-,-,-,154'
633,100329,2016,3,3,1.00,1,-,-,1,2,-,-,-,-,121',121'
634,103793,2016,46,46,1.37,15,6,-,5,13,3,-,-,1,237',3.553'
635,112991,2016,42,40,1.50,7,2,-,26,2,3,-,1,-,263',1.840'
636,213271,2016,9,8,1.63,3,-,-,1,6,-,-,-,-,165',495'
637,239033,2016,45,36,1.67,5,1,-,17,12,5,-,-,-,354',1.771'
638,347381,2016,9,7,0.14,-,-,-,4,1,-,-,-,-,-,370'
639,374095,2016,14,5,0.40,1,-,-,4,1,-,-,-,-,177',177'
640,456552,2016,31,29,1.45,11,1,-,5,6,3,1,-,-,205',2.251'
641,22945,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,65604,2016,33,29,1.48,2,4,-,7,14,2,-,-,-,961',1.921'
643,80126,2016,17,15,1.47,1,-,-,7,4,1,-,-,-,811',811'
644,155804,2016,31,30,1.13,15,5,-,1,4,3,-,-,3,174',2.611'
645,159100,2016,18,17,1.71,3,3,-,6,7,2,-,-,-,312',935'
646,184299,2016,39,18,0.83,1,-,-,12,5,2,-,-,-,734',734'
647,184548,2016,29,26,0.58,5,8,-,3,6,1,-,-,-,420',2.099'
648,259000,2016,39,39,1.08,15,1,-,-,7,7,-,-,4,227',3.400'
649,335012,2016,10,10,1.20,4,-,-,1,3,1,-,-,-,197',789'
650,337363,2016,26,26,1.23,5,3,-,2,1,3,-,-,-,443',2.214'
651,76120,2016,57,56,1.66,10,11,-,2,25,12,1,-,-,447',4.467'
652,212114,2016,44,44,1.59,9,6,-,1,13,9,1,2,-,411',3.701'
653,18829,2016,28,28,1.32,23,3,-,1,4,8,-,-,7,107',2.455'
654,31005,2016,56,55,1.73,30,8,-,2,23,10,1,1,3,142',4.256'
655,74249,2016,34,24,1.54,6,2,-,16,6,1,-,-,-,168',1.010'
656,70484,2016,30,28,1.68,6,2,-,9,11,3,-,-,1,282',1.689'
657,373189,2016,42,41,1.32,6,6,-,7,14,5,-,-,1,509',3.053'
658,29424,2016,14,14,0.79,1,1,-,2,7,2,-,-,1,962',962'
659,32860,2016,28,27,2.11,7,8,-,10,6,3,-,-,-,238',1.669'
660,468260,2016,27,17,2.06,1,-,-,10,7,2,-,-,-,630',630'
661,513882,2016,29,26,1.08,8,2,-,7,8,2,-,1,2,214',1.710'
662,519731,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,45593,2016,35,34,1.29,15,3,-,8,5,6,-,-,-,165',2.476'
664,162883,2016,34,28,1.86,3,-,-,4,20,1,-,1,-,600',1.801'
665,224481,2016,69,64,1.55,12,10,-,5,27,7,-,-,-,422',5.058'
666,76902,2016,66,57,1.84,12,3,-,23,11,5,-,-,2,278',3.335'
667,349736,2016,32,31,1.68,6,2,-,12,6,4,-,-,2,328',1.965'
668,385648,2016,13,11,1.27,1,1,-,4,6,1,-,-,-,621',621'
669,402734,2016,23,9,0.89,-,-,-,5,4,-,-,-,-,-,361'
670,437773,2016,24,22,1.36,3,1,-,3,10,2,-,-,-,562',1.687'
671,441427,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,520088,2016,48,47,1.32,16,3,-,5,13,5,-,-,1,234',3.736'
673,394416,2016,6,5,1.60,-,-,-,3,2,-,-,-,-,-,142'
674,351750,2016,8,1,,-,-,-,1,-,-,-,-,-,-,8'
675,541048,2016,12,10,1.60,2,1,-,1,5,-,-,-,-,369',738'
676,545375,2016,1,1,,-,-,-,-,-,-,-,-,-,-,90'
677,544819,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,195004,2016,20,9,0.89,-,1,-,4,1,1,-,-,-,-,491'
