ID,Perfil,Nome,Posição,Idade,Valor de Mercado,Nacionalidade,URL Clube Antigo,Clube Antigo,URL Liga Antiga,Liga Antiga,URL Clube Novo,Clube Novo,URL Liga Nova,Liga Nova,Valor Transferência,Ano da Tranferência
673830,/luis-phelipe/profil/spieler/673830,Luis Phelipe,Left Winger,21,500000.0,Brazil,/red-bull-salzburg/startseite/verein/409/saison_id/2021,RB Salzburg,/bundesliga/transfers/wettbewerb/A1/saison_id/2021,Bundesliga,/atletico-clube-goianiense/startseite/verein/15172/saison_id/2021,Atlético-GO,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,0.0,2021
269116,/douglas-coutinho/profil/spieler/269116,Douglas Coutinho,Centre-Forward,27,475000.0,Brazil,/operario-ferroviario-ec-pr-/startseite/verein/27214/saison_id/2021,Operário-PR,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,/vila-nova-futebol-clube-go-/startseite/verein/5677/saison_id/2021,Vila Nova FC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
532218,/lucas-xavier/profil/spieler/532218,Lucas Xavier,Left Winger,27,475000.0,Brazil,/cf-atlante/startseite/verein/6709/saison_id/2021,Atlante,/liga-de-expansion-mx-clausura/transfers/wettbewerb/MEX2/saison_id/2021,Liga Expansión MX Cl.,/criciuma-esporte-clube/startseite/verein/7178/saison_id/2021,Criciúma EC,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
787269,/fabricio-daniel/profil/spieler/787269,Fabrício Daniel,Right Winger,24,450000.0,Brazil,/mirassol-futebol-clube-sp-/startseite/verein/3876/saison_id/2021,Mirassol-SP,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2021,Paulistão A1 - Primeira Fase,/coritiba-fc/startseite/verein/776/saison_id/2021,Coritiba FC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,400000.0,2021
230748,/danilo-alves/profil/spieler/230748,Danilo Alves,Centre-Forward,30,450000.0,Brazil,/kyzylzhar-sk-petropavlovsk/startseite/verein/22995/saison_id/2021,Qyzyljar,/premier-liga/transfers/wettbewerb/KAS1/saison_id/2021,Premier Liga,/suphanburi-fc/startseite/verein/34853/saison_id/2021,Suphanburi FC,/thai-league/transfers/wettbewerb/THA1/saison_id/2021,Thai League,0.0,2021
346923,/waguininho/profil/spieler/346923,Waguininho,Left Winger,31,450000.0,Brazil,/coritiba-fc/startseite/verein/776/saison_id/2021,Coritiba FC,/campeonato-brasileiro-serie-a/transfers/wettbewerb/BRA1/saison_id/2021,Série A,/ec-cruzeiro-belo-horizonte/startseite/verein/609/saison_id/2021,Cruzeiro,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,0.0,2021
443239,/iago-dias/profil/spieler/443239,Iago Dias,Right Winger,28,450000.0,Brazil,/clube-nautico-capibaribe/startseite/verein/2646/saison_id/2021,Náutico,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,/pouso-alegre-fc/startseite/verein/73407/saison_id/2021,Pouso Alegre,,Brazil,0.0,2021
444489,/jefferson-baiano/profil/spieler/444489,Jefferson Baiano,Centre-Forward,26,450000.0,Brazil,/al-hala/startseite/verein/34993/saison_id/2021,Al-Hala SC,,Bahrain,/hoang-anh-gia-lai-fc/startseite/verein/6758/saison_id/2021,HAGL FC,/v-league-1/transfers/wettbewerb/VIE1/saison_id/2021,V.League 1,0.0,2021
663087,/jefinho/profil/spieler/663087,Jefinho,Centre-Forward,27,450000.0,Brazil,/associacao-ferroviaria-de-esportes-sp-/startseite/verein/15882/saison_id/2021,Ferroviária,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2021,Paulistão A1 - Primeira Fase,/abc-futebol-clube-rn-/startseite/verein/7209/saison_id/2021,ABC FC,,Brazil,0.0,2021
663087,/jefinho/profil/spieler/663087,Jefinho,Centre-Forward,27,450000.0,Brazil,/operario-ferroviario-ec-pr-/startseite/verein/27214/saison_id/2021,Operário-PR,/campeonato-brasileiro-serie-b/transfers/wettbewerb/BRA2/saison_id/2021,Série B,/associacao-ferroviaria-de-esportes-sp-/startseite/verein/15882/saison_id/2021,Ferroviária,/campeonato-paulista-serie-a1-grunddurchgang/transfers/wettbewerb/BCP1/saison_id/2021,Paulistão A1 - Primeira Fase,0.0,2021
